"com_code","com_annee","com_type","popref_annee","popref_mun","popref_a_part","popref_tot","popref_date_maj"
"27210","2024","COM","2022","446","13","459","2024-12-30"
"27212","2024","COM","2022","114","3","117","2024-12-30"
"27213","2024","COM","2022","6026","135","6161","2024-12-30"
"27214","2024","COM","2022","849","15","864","2024-12-30"
"27215","2024","COM","2022","388","8","396","2024-12-30"
"27216","2024","COM","2022","465","25","490","2024-12-30"
"27217","2024","COM","2022","544","10","554","2024-12-30"
"27218","2024","COM","2022","1562","28","1590","2024-12-30"
"27219","2024","COM","2022","529","6","535","2024-12-30"
"27220","2024","COM","2022","353","8","361","2024-12-30"
"27222","2024","COM","2022","199","7","206","2024-12-30"
"27224","2024","COM","2022","444","10","454","2024-12-30"
"27226","2024","COM","2022","3677","63","3740","2024-12-30"
"27227","2024","COM","2022","669","11","680","2024-12-30"
"27228","2024","COM","2022","303","11","314","2024-12-30"
"27229","2024","COM","2022","48335","1279","49614","2024-12-30"
"27230","2024","COM","2022","3653","48","3701","2024-12-30"
"27231","2024","COM","2022","423","10","433","2024-12-30"
"27232","2024","COM","2022","343","6","349","2024-12-30"
"27233","2024","COM","2022","710","13","723","2024-12-30"
"27234","2024","COM","2022","317","6","323","2024-12-30"
"27235","2024","COM","2022","154","1","155","2024-12-30"
"27237","2024","COM","2022","183","4","187","2024-12-30"
"27238","2024","COM","2022","1119","36","1155","2024-12-30"
"27239","2024","COM","2022","428","4","432","2024-12-30"
"27240","2024","COM","2022","201","3","204","2024-12-30"
"27241","2024","COM","2022","169","3","172","2024-12-30"
"27242","2024","COM","2022","1016","23","1039","2024-12-30"
"27243","2024","COM","2022","743","14","757","2024-12-30"
"27245","2024","COM","2022","289","5","294","2024-12-30"
"27246","2024","COM","2022","1810","21","1831","2024-12-30"
"27247","2024","COM","2022","321","4","325","2024-12-30"
"27248","2024","COM","2022","192","3","195","2024-12-30"
"27249","2024","COM","2022","1089","23","1112","2024-12-30"
"27251","2024","COM","2022","567","7","574","2024-12-30"
"27252","2024","COM","2022","338","5","343","2024-12-30"
"27254","2024","COM","2022","848","23","871","2024-12-30"
"27256","2024","COM","2022","636","10","646","2024-12-30"
"27258","2024","COM","2022","510","12","522","2024-12-30"
"27259","2024","COM","2022","92","4","96","2024-12-30"
"27260","2024","COM","2022","649","8","657","2024-12-30"
"27261","2024","COM","2022","443","10","453","2024-12-30"
"27263","2024","COM","2022","1221","21","1242","2024-12-30"
"27266","2024","COM","2022","304","2","306","2024-12-30"
"27267","2024","COM","2022","336","7","343","2024-12-30"
"27269","2024","COM","2022","190","2","192","2024-12-30"
"27271","2024","COM","2022","318","14","332","2024-12-30"
"27273","2024","COM","2022","365","13","378","2024-12-30"
"27275","2024","COM","2022","6785","103","6888","2024-12-30"
"27276","2024","COM","2022","290","7","297","2024-12-30"
"27277","2024","COM","2022","760","16","776","2024-12-30"
"27278","2024","COM","2022","2024","37","2061","2024-12-30"
"27279","2024","COM","2022","3080","62","3142","2024-12-30"
"27280","2024","COM","2022","976","8","984","2024-12-30"
"27281","2024","COM","2022","228","2","230","2024-12-30"
"27282","2024","COM","2022","647","19","666","2024-12-30"
"27284","2024","COM","2022","12395","213","12608","2024-12-30"
"27285","2024","COM","2022","448","22","470","2024-12-30"
"27286","2024","COM","2022","382","10","392","2024-12-30"
"27287","2024","COM","2022","851","21","872","2024-12-30"
"27288","2024","COM","2022","598","14","612","2024-12-30"
"27289","2024","COM","2022","169","3","172","2024-12-30"
"27290","2024","COM","2022","1254","18","1272","2024-12-30"
"27291","2024","COM","2022","119","4","123","2024-12-30"
"27294","2024","COM","2022","990","14","1004","2024-12-30"
"27295","2024","COM","2022","458","15","473","2024-12-30"
"27298","2024","COM","2022","321","6","327","2024-12-30"
"27299","2024","COM","2022","4016","82","4098","2024-12-30"
"27300","2024","COM","2022","525","9","534","2024-12-30"
"27301","2024","COM","2022","1431","36","1467","2024-12-30"
"27302","2024","COM","2022","1314","13","1327","2024-12-30"
"27304","2024","COM","2022","155","4","159","2024-12-30"
"27306","2024","COM","2022","3077","57","3134","2024-12-30"
"27307","2024","COM","2022","488","11","499","2024-12-30"
"27309","2024","COM","2022","486","15","501","2024-12-30"
"27310","2024","COM","2022","403","6","409","2024-12-30"
"27311","2024","COM","2022","1076","16","1092","2024-12-30"
"27312","2024","COM","2022","286","7","293","2024-12-30"
"27313","2024","COM","2022","598","17","615","2024-12-30"
"27315","2024","COM","2022","273","9","282","2024-12-30"
"27316","2024","COM","2022","1270","27","1297","2024-12-30"
"27317","2024","COM","2022","419","13","432","2024-12-30"
"27318","2024","COM","2022","252","4","256","2024-12-30"
"27319","2024","COM","2022","286","3","289","2024-12-30"
"27320","2024","COM","2022","324","2","326","2024-12-30"
"27321","2024","COM","2022","145","2","147","2024-12-30"
"27322","2024","COM","2022","1374","19","1393","2024-12-30"
"27323","2024","COM","2022","293","3","296","2024-12-30"
"27324","2024","COM","2022","634","13","647","2024-12-30"
"27325","2024","COM","2022","197","3","200","2024-12-30"
"27326","2024","COM","2022","318","7","325","2024-12-30"
"27327","2024","COM","2022","216","8","224","2024-12-30"
"27329","2024","COM","2022","749","23","772","2024-12-30"
"27330","2024","COM","2022","125","0","125","2024-12-30"
"27331","2024","COM","2022","461","6","467","2024-12-30"
"27332","2024","COM","2022","809","11","820","2024-12-30"
"27333","2024","COM","2022","723","9","732","2024-12-30"
"27334","2024","COM","2022","115","1","116","2024-12-30"
"27335","2024","COM","2022","1066","27","1093","2024-12-30"
"27336","2024","COM","2022","454","7","461","2024-12-30"
"27337","2024","COM","2022","347","6","353","2024-12-30"
"27338","2024","COM","2022","685","6","691","2024-12-30"
"27339","2024","COM","2022","813","14","827","2024-12-30"
"27340","2024","COM","2022","702","10","712","2024-12-30"
"27341","2024","COM","2022","66","1","67","2024-12-30"
"27342","2024","COM","2022","194","3","197","2024-12-30"
"27343","2024","COM","2022","1270","54","1324","2024-12-30"
"27345","2024","COM","2022","206","2","208","2024-12-30"
"27346","2024","COM","2022","234","4","238","2024-12-30"
"27347","2024","COM","2022","776","26","802","2024-12-30"
"27348","2024","COM","2022","1701","26","1727","2024-12-30"
"27349","2024","COM","2022","857","13","870","2024-12-30"
"27350","2024","COM","2022","1018","6","1024","2024-12-30"
"27351","2024","COM","2022","1352","20","1372","2024-12-30"
"27353","2024","COM","2022","472","11","483","2024-12-30"
"27354","2024","COM","2022","420","10","430","2024-12-30"
"27355","2024","COM","2022","2640","24","2664","2024-12-30"
"27358","2024","COM","2022","558","12","570","2024-12-30"
"27359","2024","COM","2022","293","2","295","2024-12-30"
"27360","2024","COM","2022","327","8","335","2024-12-30"
"27361","2024","COM","2022","404","4","408","2024-12-30"
"27363","2024","COM","2022","262","8","270","2024-12-30"
"27364","2024","COM","2022","180","5","185","2024-12-30"
"27365","2024","COM","2022","1984","25","2009","2024-12-30"
"27366","2024","COM","2022","208","5","213","2024-12-30"
"27367","2024","COM","2022","1471","33","1504","2024-12-30"
"27368","2024","COM","2022","356","8","364","2024-12-30"
"27369","2024","COM","2022","74","1","75","2024-12-30"
"27370","2024","COM","2022","299","9","308","2024-12-30"
"27371","2024","COM","2022","165","1","166","2024-12-30"
"27372","2024","COM","2022","685","7","692","2024-12-30"
"27373","2024","COM","2022","101","1","102","2024-12-30"
"27374","2024","COM","2022","506","12","518","2024-12-30"
"27375","2024","COM","2022","18347","362","18709","2024-12-30"
"27376","2024","COM","2022","215","2","217","2024-12-30"
"27377","2024","COM","2022","730","12","742","2024-12-30"
"27378","2024","COM","2022","1160","24","1184","2024-12-30"
"27379","2024","COM","2022","460","8","468","2024-12-30"
"27380","2024","COM","2022","269","5","274","2024-12-30"
"27381","2024","COM","2022","171","0","171","2024-12-30"
"27382","2024","COM","2022","343","6","349","2024-12-30"
"27383","2024","COM","2022","350","11","361","2024-12-30"
"27384","2024","COM","2022","482","11","493","2024-12-30"
"27385","2024","COM","2022","1436","44","1480","2024-12-30"
"27386","2024","COM","2022","1279","12","1291","2024-12-30"
"27388","2024","COM","2022","473","9","482","2024-12-30"
"27389","2024","COM","2022","487","5","492","2024-12-30"
"27390","2024","COM","2022","1117","17","1134","2024-12-30"
"27391","2024","COM","2022","1611","21","1632","2024-12-30"
"27392","2024","COM","2022","136","3","139","2024-12-30"
"27393","2024","COM","2022","497","6","503","2024-12-30"
"27394","2024","COM","2022","458","12","470","2024-12-30"
"27395","2024","COM","2022","92","1","93","2024-12-30"
"27396","2024","COM","2022","478","5","483","2024-12-30"
"27397","2024","COM","2022","1722","31","1753","2024-12-30"
"27398","2024","COM","2022","1532","119","1651","2024-12-30"
"27399","2024","COM","2022","56","1","57","2024-12-30"
"27400","2024","COM","2022","344","4","348","2024-12-30"
"27401","2024","COM","2022","197","3","200","2024-12-30"
"27403","2024","COM","2022","238","12","250","2024-12-30"
"27404","2024","COM","2022","84","3","87","2024-12-30"
"27405","2024","COM","2022","101","1","102","2024-12-30"
"27406","2024","COM","2022","942","24","966","2024-12-30"
"27407","2024","COM","2022","304","4","308","2024-12-30"
"27408","2024","COM","2022","598","10","608","2024-12-30"
"27410","2024","COM","2022","599","11","610","2024-12-30"
"27411","2024","COM","2022","233","2","235","2024-12-30"
"27412","2024","COM","2022","1577","34","1611","2024-12-30"
"27413","2024","COM","2022","778","14","792","2024-12-30"
"27414","2024","COM","2022","788","7","795","2024-12-30"
"27415","2024","COM","2022","372","7","379","2024-12-30"
"27417","2024","COM","2022","663","12","675","2024-12-30"
"27418","2024","COM","2022","122","3","125","2024-12-30"
"27419","2024","COM","2022","753","17","770","2024-12-30"
"27420","2024","COM","2022","162","4","166","2024-12-30"
"27421","2024","COM","2022","641","13","654","2024-12-30"
"27422","2024","COM","2022","864","20","884","2024-12-30"
"27423","2024","COM","2022","780","17","797","2024-12-30"
"27424","2024","COM","2022","334","4","338","2024-12-30"
"27425","2024","COM","2022","2291","37","2328","2024-12-30"
"27426","2024","COM","2022","1306","23","1329","2024-12-30"
"27427","2024","COM","2022","413","5","418","2024-12-30"
"27428","2024","COM","2022","4251","224","4475","2024-12-30"
"27429","2024","COM","2022","174","5","179","2024-12-30"
"27430","2024","COM","2022","389","4","393","2024-12-30"
"27431","2024","COM","2022","532","4","536","2024-12-30"
"27432","2024","COM","2022","713","8","721","2024-12-30"
"27433","2024","COM","2022","192","2","194","2024-12-30"
"27434","2024","COM","2022","61","0","61","2024-12-30"
"27435","2024","COM","2022","251","5","256","2024-12-30"
"27436","2024","COM","2022","429","10","439","2024-12-30"
"27437","2024","COM","2022","347","6","353","2024-12-30"
"27438","2024","COM","2022","2300","43","2343","2024-12-30"
"27439","2024","COM","2022","1164","25","1189","2024-12-30"
"27440","2024","COM","2022","643","23","666","2024-12-30"
"27441","2024","COM","2022","69","1","70","2024-12-30"
"27442","2024","COM","2022","188","6","194","2024-12-30"
"27444","2024","COM","2022","206","4","210","2024-12-30"
"27445","2024","COM","2022","251","2","253","2024-12-30"
"27446","2024","COM","2022","460","7","467","2024-12-30"
"27447","2024","COM","2022","883","55","938","2024-12-30"
"27448","2024","COM","2022","4975","123","5098","2024-12-30"
"27451","2024","COM","2022","288","6","294","2024-12-30"
"27453","2024","COM","2022","1791","18","1809","2024-12-30"
"27454","2024","COM","2022","466","6","472","2024-12-30"
"27455","2024","COM","2022","169","3","172","2024-12-30"
"27456","2024","COM","2022","805","21","826","2024-12-30"
"27457","2024","COM","2022","691","13","704","2024-12-30"
"27458","2024","COM","2022","2572","29","2601","2024-12-30"
"27459","2024","COM","2022","74","2","76","2024-12-30"
"27460","2024","COM","2022","206","5","211","2024-12-30"
"27462","2024","COM","2022","161","1","162","2024-12-30"
"27463","2024","COM","2022","728","17","745","2024-12-30"
"27464","2024","COM","2022","928","22","950","2024-12-30"
"27465","2024","COM","2022","402","8","410","2024-12-30"
"27466","2024","COM","2022","355","6","361","2024-12-30"
"27467","2024","COM","2022","9950","281","10231","2024-12-30"
"27468","2024","COM","2022","580","9","589","2024-12-30"
"27469","2024","COM","2022","4130","54","4184","2024-12-30"
"27470","2024","COM","2022","1137","18","1155","2024-12-30"
"27471","2024","COM","2022","209","5","214","2024-12-30"
"27472","2024","COM","2022","260","6","266","2024-12-30"
"27473","2024","COM","2022","891","24","915","2024-12-30"
"27474","2024","COM","2022","1118","19","1137","2024-12-30"
"27475","2024","COM","2022","166","2","168","2024-12-30"
"27476","2024","COM","2022","396","9","405","2024-12-30"
"27477","2024","COM","2022","696","16","712","2024-12-30"
"27478","2024","COM","2022","976","23","999","2024-12-30"
"27480","2024","COM","2022","609","19","628","2024-12-30"
"27481","2024","COM","2022","387","53","440","2024-12-30"
"27482","2024","COM","2022","157","2","159","2024-12-30"
"27483","2024","COM","2022","440","2","442","2024-12-30"
"27485","2024","COM","2022","838","10","848","2024-12-30"
"27486","2024","COM","2022","654","18","672","2024-12-30"
"27487","2024","COM","2022","643","3","646","2024-12-30"
"27488","2024","COM","2022","207","6","213","2024-12-30"
"27489","2024","COM","2022","518","14","532","2024-12-30"
"27490","2024","COM","2022","266","4","270","2024-12-30"
"27492","2024","COM","2022","329","6","335","2024-12-30"
"27493","2024","COM","2022","3227","41","3268","2024-12-30"
"27495","2024","COM","2022","236","4","240","2024-12-30"
"27496","2024","COM","2022","510","12","522","2024-12-30"
"27497","2024","COM","2022","1033","18","1051","2024-12-30"
"27498","2024","COM","2022","368","4","372","2024-12-30"
"27500","2024","COM","2022","1659","83","1742","2024-12-30"
"27501","2024","COM","2022","257","12","269","2024-12-30"
"27502","2024","COM","2022","2199","29","2228","2024-12-30"
"27504","2024","COM","2022","1207","37","1244","2024-12-30"
"27505","2024","COM","2022","154","2","156","2024-12-30"
"27507","2024","COM","2022","3903","47","3950","2024-12-30"
"27508","2024","COM","2022","213","2","215","2024-12-30"
"27511","2024","COM","2022","749","22","771","2024-12-30"
"27512","2024","COM","2022","330","8","338","2024-12-30"
"27514","2024","COM","2022","350","6","356","2024-12-30"
"27516","2024","COM","2022","1334","33","1367","2024-12-30"
"27517","2024","COM","2022","2164","50","2214","2024-12-30"
"27518","2024","COM","2022","757","14","771","2024-12-30"
"27520","2024","COM","2022","142","1","143","2024-12-30"
"27521","2024","COM","2022","141","2","143","2024-12-30"
"27522","2024","COM","2022","429","5","434","2024-12-30"
"27524","2024","COM","2022","854","12","866","2024-12-30"
"27525","2024","COM","2022","310","19","329","2024-12-30"
"27527","2024","COM","2022","206","2","208","2024-12-30"
"27528","2024","COM","2022","3622","87","3709","2024-12-30"
"27529","2024","COM","2022","429","6","435","2024-12-30"
"27530","2024","COM","2022","77","0","77","2024-12-30"
"27531","2024","COM","2022","208","4","212","2024-12-30"
"27533","2024","COM","2022","502","20","522","2024-12-30"
"27534","2024","COM","2022","895","11","906","2024-12-30"
"27535","2024","COM","2022","404","10","414","2024-12-30"
"27536","2024","COM","2022","548","15","563","2024-12-30"
"27537","2024","COM","2022","890","14","904","2024-12-30"
"27538","2024","COM","2022","524","10","534","2024-12-30"
"27539","2024","COM","2022","388","5","393","2024-12-30"
"27540","2024","COM","2022","648","12","660","2024-12-30"
"27541","2024","COM","2022","166","5","171","2024-12-30"
"27542","2024","COM","2022","894","13","907","2024-12-30"
"27543","2024","COM","2022","880","14","894","2024-12-30"
"27544","2024","COM","2022","195","4","199","2024-12-30"
"27545","2024","COM","2022","122","0","122","2024-12-30"
"27546","2024","COM","2022","171","4","175","2024-12-30"
"27547","2024","COM","2022","858","21","879","2024-12-30"
"27548","2024","COM","2022","1188","23","1211","2024-12-30"
"27550","2024","COM","2022","312","8","320","2024-12-30"
"27552","2024","COM","2022","214","5","219","2024-12-30"
"27553","2024","COM","2022","419","10","429","2024-12-30"
"27554","2024","COM","2022","3283","89","3372","2024-12-30"
"27555","2024","COM","2022","245","5","250","2024-12-30"
"27556","2024","COM","2022","66","0","66","2024-12-30"
"27557","2024","COM","2022","456","10","466","2024-12-30"
"27558","2024","COM","2022","170","3","173","2024-12-30"
"27560","2024","COM","2022","244","12","256","2024-12-30"
"27561","2024","COM","2022","667","11","678","2024-12-30"
"27562","2024","COM","2022","4474","102","4576","2024-12-30"
"27563","2024","COM","2022","856","27","883","2024-12-30"
"27564","2024","COM","2022","344","3","347","2024-12-30"
"27565","2024","COM","2022","702","10","712","2024-12-30"
"27567","2024","COM","2022","268","6","274","2024-12-30"
"27568","2024","COM","2022","491","8","499","2024-12-30"
"27569","2024","COM","2022","245","10","255","2024-12-30"
"27570","2024","COM","2022","101","2","103","2024-12-30"
"27571","2024","COM","2022","336","12","348","2024-12-30"
"27572","2024","COM","2022","308","5","313","2024-12-30"
"27576","2024","COM","2022","636","22","658","2024-12-30"
"27577","2024","COM","2022","429","11","440","2024-12-30"
"27578","2024","COM","2022","579","13","592","2024-12-30"
"27579","2024","COM","2022","101","3","104","2024-12-30"
"27580","2024","COM","2022","2426","35","2461","2024-12-30"
"27582","2024","COM","2022","1777","27","1804","2024-12-30"
"27584","2024","COM","2022","268","9","277","2024-12-30"
"27586","2024","COM","2022","172","4","176","2024-12-30"
"27587","2024","COM","2022","824","14","838","2024-12-30"
"27589","2024","COM","2022","975","32","1007","2024-12-30"
"27590","2024","COM","2022","235","5","240","2024-12-30"
"27591","2024","COM","2022","580","10","590","2024-12-30"
"27592","2024","COM","2022","231","5","236","2024-12-30"
"27593","2024","COM","2022","1688","25","1713","2024-12-30"
"27594","2024","COM","2022","258","3","261","2024-12-30"
"27595","2024","COM","2022","962","19","981","2024-12-30"
"27597","2024","COM","2022","589","1","590","2024-12-30"
"27598","2024","COM","2022","1231","22","1253","2024-12-30"
"27599","2024","COM","2022","923","7","930","2024-12-30"
"27601","2024","COM","2022","437","11","448","2024-12-30"
"27602","2024","COM","2022","5508","172","5680","2024-12-30"
"27603","2024","COM","2022","323","8","331","2024-12-30"
"27604","2024","COM","2022","156","2","158","2024-12-30"
"27605","2024","COM","2022","226","3","229","2024-12-30"
"27606","2024","COM","2022","470","3","473","2024-12-30"
"27608","2024","COM","2022","439","9","448","2024-12-30"
"27609","2024","COM","2022","337","6","343","2024-12-30"
"27610","2024","COM","2022","56","1","57","2024-12-30"
"27611","2024","COM","2022","312","10","322","2024-12-30"
"27612","2024","COM","2022","338","10","348","2024-12-30"
"27613","2024","COM","2022","370","5","375","2024-12-30"
"27614","2024","COM","2022","171","3","174","2024-12-30"
"27615","2024","COM","2022","198","5","203","2024-12-30"
"27616","2024","COM","2022","1914","40","1954","2024-12-30"
"27617","2024","COM","2022","532","7","539","2024-12-30"
"27618","2024","COM","2022","462","11","473","2024-12-30"
"27620","2024","COM","2022","476","9","485","2024-12-30"
"27621","2024","COM","2022","171","1","172","2024-12-30"
"27622","2024","COM","2022","1772","47","1819","2024-12-30"
"27623","2024","COM","2022","489","14","503","2024-12-30"
"27624","2024","COM","2022","854","25","879","2024-12-30"
"27625","2024","COM","2022","344","6","350","2024-12-30"
"27627","2024","COM","2022","272","3","275","2024-12-30"
"27629","2024","COM","2022","1765","23","1788","2024-12-30"
"27630","2024","COM","2022","326","31","357","2024-12-30"
"27631","2024","COM","2022","368","9","377","2024-12-30"
"27632","2024","COM","2022","594","11","605","2024-12-30"
"27633","2024","COM","2022","493","3","496","2024-12-30"
"27635","2024","COM","2022","143","0","143","2024-12-30"
"27638","2024","COM","2022","3801","86","3887","2024-12-30"
"27640","2024","COM","2022","197","2","199","2024-12-30"
"27641","2024","COM","2022","265","6","271","2024-12-30"
"27643","2024","COM","2022","1037","16","1053","2024-12-30"
"27644","2024","COM","2022","575","41","616","2024-12-30"
"27645","2024","COM","2022","143","5","148","2024-12-30"
"27646","2024","COM","2022","460","10","470","2024-12-30"
"27649","2024","COM","2022","340","7","347","2024-12-30"
"27650","2024","COM","2022","450","9","459","2024-12-30"
"27652","2024","COM","2022","318","9","327","2024-12-30"
"27654","2024","COM","2022","1114","27","1141","2024-12-30"
"27655","2024","COM","2022","722","161","883","2024-12-30"
"27656","2024","COM","2022","1280","30","1310","2024-12-30"
"27658","2024","COM","2022","383","9","392","2024-12-30"
"27659","2024","COM","2022","128","6","134","2024-12-30"
"27660","2024","COM","2022","244","5","249","2024-12-30"
"27661","2024","COM","2022","416","5","421","2024-12-30"
"27662","2024","COM","2022","349","10","359","2024-12-30"
"27663","2024","COM","2022","170","4","174","2024-12-30"
"27664","2024","COM","2022","525","8","533","2024-12-30"
"27665","2024","COM","2022","754","13","767","2024-12-30"
"27666","2024","COM","2022","557","19","576","2024-12-30"
"27667","2024","COM","2022","409","11","420","2024-12-30"
"27668","2024","COM","2022","672","10","682","2024-12-30"
"27669","2024","COM","2022","411","9","420","2024-12-30"
"27670","2024","COM","2022","966","19","985","2024-12-30"
"27671","2024","COM","2022","163","0","163","2024-12-30"
"27672","2024","COM","2022","322","3","325","2024-12-30"
"27673","2024","COM","2022","177","4","181","2024-12-30"
"27674","2024","COM","2022","271","10","281","2024-12-30"
"27676","2024","COM","2022","1748","44","1792","2024-12-30"
"27677","2024","COM","2022","389","6","395","2024-12-30"
"27678","2024","COM","2022","1047","18","1065","2024-12-30"
"27679","2024","COM","2022","7262","342","7604","2024-12-30"
"27680","2024","COM","2022","180","5","185","2024-12-30"
"27681","2024","COM","2022","24841","576","25417","2024-12-30"
"27682","2024","COM","2022","621","15","636","2024-12-30"
"27683","2024","COM","2022","234","3","237","2024-12-30"
"27684","2024","COM","2022","840","12","852","2024-12-30"
"27685","2024","COM","2022","653","17","670","2024-12-30"
"27686","2024","COM","2022","50","0","50","2024-12-30"
"27689","2024","COM","2022","353","18","371","2024-12-30"
"27690","2024","COM","2022","313","7","320","2024-12-30"
"27691","2024","COM","2022","841","19","860","2024-12-30"
"27692","2024","COM","2022","169","7","176","2024-12-30"
"27693","2024","COM","2022","1280","44","1324","2024-12-30"
"27694","2024","COM","2022","318","15","333","2024-12-30"
"27695","2024","COM","2022","233","10","243","2024-12-30"
"27696","2024","COM","2022","859","20","879","2024-12-30"
"27697","2024","COM","2022","331","18","349","2024-12-30"
"27698","2024","COM","2022","559","10","569","2024-12-30"
"27699","2024","COM","2022","117","3","120","2024-12-30"
"27700","2024","COM","2022","725","14","739","2024-12-30"
"27701","2024","COM","2022","12939","318","13257","2024-12-30"
"28001","2024","COM","2022","2446","48","2494","2024-12-30"
"28003","2024","COM","2022","153","3","156","2024-12-30"
"28004","2024","COM","2022","319","3","322","2024-12-30"
"28005","2024","COM","2022","758","82","840","2024-12-30"
"28006","2024","COM","2022","1823","48","1871","2024-12-30"
"28007","2024","COM","2022","2708","117","2825","2024-12-30"
"28008","2024","COM","2022","210","4","214","2024-12-30"
"28009","2024","COM","2022","72","1","73","2024-12-30"
"28010","2024","COM","2022","318","8","326","2024-12-30"
"28012","2024","COM","2022","3608","53","3661","2024-12-30"
"28013","2024","COM","2022","1511","24","1535","2024-12-30"
"28014","2024","COM","2022","659","12","671","2024-12-30"
"28015","2024","COM","2022","6354","77","6431","2024-12-30"
"28016","2024","COM","2022","110","5","115","2024-12-30"
"28018","2024","COM","2022","1482","27","1509","2024-12-30"
"28019","2024","COM","2022","216","3","219","2024-12-30"
"28021","2024","COM","2022","1645","26","1671","2024-12-30"
"28022","2024","COM","2022","1190","33","1223","2024-12-30"
"28023","2024","COM","2022","1322","32","1354","2024-12-30"
"28024","2024","COM","2022","1755","44","1799","2024-12-30"
"28025","2024","COM","2022","94","2","96","2024-12-30"
"28026","2024","COM","2022","239","0","239","2024-12-30"
"28027","2024","COM","2022","1230","12","1242","2024-12-30"
"28028","2024","COM","2022","262","6","268","2024-12-30"
"28029","2024","COM","2022","328","6","334","2024-12-30"
"28030","2024","COM","2022","284","6","290","2024-12-30"
"28031","2024","COM","2022","430","73","503","2024-12-30"
"28032","2024","COM","2022","342","6","348","2024-12-30"
"28033","2024","COM","2022","811","32","843","2024-12-30"
"28034","2024","COM","2022","898","25","923","2024-12-30"
"28035","2024","COM","2022","1000","26","1026","2024-12-30"
"28036","2024","COM","2022","855","19","874","2024-12-30"
"28037","2024","COM","2022","345","4","349","2024-12-30"
"28038","2024","COM","2022","132","4","136","2024-12-30"
"28039","2024","COM","2022","1693","25","1718","2024-12-30"
"28040","2024","COM","2022","314","9","323","2024-12-30"
"28041","2024","COM","2022","282","4","286","2024-12-30"
"28045","2024","COM","2022","229","2","231","2024-12-30"
"28046","2024","COM","2022","495","8","503","2024-12-30"
"28047","2024","COM","2022","721","15","736","2024-12-30"
"28048","2024","COM","2022","751","13","764","2024-12-30"
"28049","2024","COM","2022","223","7","230","2024-12-30"
"28050","2024","COM","2022","283","6","289","2024-12-30"
"28051","2024","COM","2022","4890","98","4988","2024-12-30"
"28052","2024","COM","2022","737","15","752","2024-12-30"
"28053","2024","COM","2022","250","3","253","2024-12-30"
"28054","2024","COM","2022","529","10","539","2024-12-30"
"28055","2024","COM","2022","585","9","594","2024-12-30"
"28056","2024","COM","2022","1708","47","1755","2024-12-30"
"28057","2024","COM","2022","553","10","563","2024-12-30"
"28058","2024","COM","2022","365","7","372","2024-12-30"
"28059","2024","COM","2022","1796","25","1821","2024-12-30"
"28060","2024","COM","2022","268","4","272","2024-12-30"
"28061","2024","COM","2022","3245","37","3282","2024-12-30"
"28062","2024","COM","2022","859","15","874","2024-12-30"
"28064","2024","COM","2022","2093","52","2145","2024-12-30"
"28065","2024","COM","2022","111","2","113","2024-12-30"
"28067","2024","COM","2022","83","4","87","2024-12-30"
"28068","2024","COM","2022","432","13","445","2024-12-30"
"28070","2024","COM","2022","3674","117","3791","2024-12-30"
"28071","2024","COM","2022","733","2","735","2024-12-30"
"28072","2024","COM","2022","389","13","402","2024-12-30"
"28073","2024","COM","2022","347","6","353","2024-12-30"
"28074","2024","COM","2022","243","4","247","2024-12-30"
"28075","2024","COM","2022","1014","170","1184","2024-12-30"
"28076","2024","COM","2022","214","3","217","2024-12-30"
"28077","2024","COM","2022","169","4","173","2024-12-30"
"28078","2024","COM","2022","182","2","184","2024-12-30"
"28079","2024","COM","2022","321","3","324","2024-12-30"
"28080","2024","COM","2022","259","5","264","2024-12-30"
"28081","2024","COM","2022","298","4","302","2024-12-30"
"28082","2024","COM","2022","638","15","653","2024-12-30"
"28084","2024","COM","2022","665","22","687","2024-12-30"
"28085","2024","COM","2022","37990","964","38954","2024-12-30"
"28086","2024","COM","2022","304","8","312","2024-12-30"
"28087","2024","COM","2022","227","1","228","2024-12-30"
"28088","2024","COM","2022","12898","315","13213","2024-12-30"
"28089","2024","COM","2022","2632","44","2676","2024-12-30"
"28090","2024","COM","2022","111","3","114","2024-12-30"
"28091","2024","COM","2022","149","3","152","2024-12-30"
"28092","2024","COM","2022","236","4","240","2024-12-30"
"28094","2024","COM","2022","1689","26","1715","2024-12-30"
"28095","2024","COM","2022","290","5","295","2024-12-30"
"28096","2024","COM","2022","1307","14","1321","2024-12-30"
"28098","2024","COM","2022","1857","49","1906","2024-12-30"
"28099","2024","COM","2022","1123","24","1147","2024-12-30"
"28100","2024","COM","2022","470","11","481","2024-12-30"
"28102","2024","COM","2022","753","25","778","2024-12-30"
"28103","2024","COM","2022","5601","97","5698","2024-12-30"
"28104","2024","COM","2022","904","27","931","2024-12-30"
"28105","2024","COM","2022","553","5","558","2024-12-30"
"28106","2024","COM","2022","389","8","397","2024-12-30"
"28107","2024","COM","2022","361","5","366","2024-12-30"
"28108","2024","COM","2022","222","12","234","2024-12-30"
"28109","2024","COM","2022","327","5","332","2024-12-30"
"28110","2024","COM","2022","4063","138","4201","2024-12-30"
"28111","2024","COM","2022","364","13","377","2024-12-30"
"28113","2024","COM","2022","1371","32","1403","2024-12-30"
"28114","2024","COM","2022","137","2","139","2024-12-30"
"28116","2024","COM","2022","2802","64","2866","2024-12-30"
"28117","2024","COM","2022","263","6","269","2024-12-30"
"28118","2024","COM","2022","423","8","431","2024-12-30"
