"","X","cp","ville","cle","montantMoyen","montantCourt","dpt","nb"
"7065",7065,55100,"BELLERAY","AB221",280120,28.012,"55",2
"7066",7066,55100,"BELLERAY","AB236",140000,14,"55",2
"7067",7067,55100,"BELRUPT EN VERDUNOIS","A314",6063,0.6063,"55",1
"7068",7068,55100,"BELRUPT EN VERDUNOIS","A839",6063,0.6063,"55",1
"7069",7069,55100,"BELRUPT EN VERDUNOIS","A840",6063,0.6063,"55",1
"7070",7070,55100,"BELRUPT EN VERDUNOIS","A841",6063,0.6063,"55",1
"7071",7071,55100,"BELRUPT EN VERDUNOIS","A843",6063,0.6063,"55",1
"7072",7072,55100,"BELRUPT EN VERDUNOIS","A992",32000,3.2,"55",1
"7073",7073,55100,"BELRUPT EN VERDUNOIS","AA87",183000,18.3,"55",1
"7074",7074,55100,"BELRUPT EN VERDUNOIS","AB107",280000,28,"55",4
"7075",7075,55100,"BELRUPT EN VERDUNOIS","AB162",132700,13.27,"55",2
"7076",7076,55100,"BELRUPT EN VERDUNOIS","AB174",160000,16,"55",2
"7077",7077,55100,"BELRUPT EN VERDUNOIS","B104",20000,2,"55",2
"7078",7078,55100,"BELRUPT EN VERDUNOIS","B271",20000,2,"55",2
"7079",7079,55100,"BELRUPT EN VERDUNOIS","B273",20000,2,"55",2
"7080",7080,55100,"BELRUPT EN VERDUNOIS","B80",20000,2,"55",2
"7081",7081,55100,"BELRUPT EN VERDUNOIS","B82",20000,2,"55",2
"7082",7082,55100,"BELRUPT EN VERDUNOIS","B98",20000,2,"55",2
"7083",7083,55100,"BETHELAINVILLE","C1322",10000,1,"55",1
"7084",7084,55100,"BETHELAINVILLE","C1355",10000,1,"55",1
"7085",7085,55100,"BETHELAINVILLE","C1356",10000,1,"55",1
"7086",7086,55100,"BRABANT SUR MEUSE","ZB25",6500,0.65,"55",1
"7087",7087,55100,"BRAS SUR MEUSE","AC263",106666.66,10.666666,"55",4
