"","X","cp","ville","cle","montantMoyen","montantCourt","dpt","nb"
"2211",2211,29120,"COMBRIT","A1089",6000,0.6,"29",1
"2212",2212,29120,"COMBRIT","A1103",6000,0.6,"29",1
"2213",2213,29120,"COMBRIT","A1104",6000,0.6,"29",1
"2214",2214,29120,"COMBRIT","A1133",15000,1.5,"29",1
"2215",2215,29120,"COMBRIT","A1139",15000,1.5,"29",1
"2216",2216,29120,"COMBRIT","A1161",15000,1.5,"29",1
"2217",2217,29120,"COMBRIT","A1201",151500,15.15,"29",1
"2218",2218,29120,"COMBRIT","A1360",3000,0.3,"29",1
"2219",2219,29120,"COMBRIT","A1364",3000,0.3,"29",1
"2220",2220,29120,"COMBRIT","A1368",3000,0.3,"29",1
"2221",2221,29120,"COMBRIT","A1423",900,0.09,"29",1
"2222",2222,29120,"COMBRIT","A1424",900,0.09,"29",1
"2223",2223,29120,"COMBRIT","A1464",3000,0.3,"29",1
"2224",2224,29120,"COMBRIT","A1466",3000,0.3,"29",1
"2225",2225,29120,"COMBRIT","A1468",3000,0.3,"29",1
"2226",2226,29120,"COMBRIT","A1610",50000,5,"29",1
"2227",2227,29120,"COMBRIT","A1611",50000,5,"29",1
"2228",2228,29120,"COMBRIT","A1614",50000,5,"29",1
"2229",2229,29120,"COMBRIT","A1616",50000,5,"29",1
"2230",2230,29120,"COMBRIT","A1641",6000,0.6,"29",1
"2231",2231,29120,"COMBRIT","A23",236000,23.6,"29",1
"2232",2232,29120,"COMBRIT","A2500",151500,15.15,"29",1
"2233",2233,29120,"COMBRIT","A2532",10000,1,"29",1
"2234",2234,29120,"COMBRIT","A2533",10000,1,"29",1
"2235",2235,29120,"COMBRIT","A2535",10000,1,"29",1
"2236",2236,29120,"COMBRIT","A2536",10000,1,"29",1
"2237",2237,29120,"COMBRIT","A2538",10000,1,"29",1
"2238",2238,29120,"COMBRIT","A2539",10000,1,"29",1
"2239",2239,29120,"COMBRIT","AD358",15000,1.5,"29",3
"2240",2240,29120,"COMBRIT","AE858",7000,0.7,"29",1
"2241",2241,29120,"COMBRIT","AH454",115505,11.5505,"29",8
"2242",2242,29120,"COMBRIT","AM435",267000,26.7,"29",14
"2243",2243,29120,"COMBRIT","AO718",380000,38,"29",1
"2244",2244,29120,"COMBRIT","B1680",155000,15.5,"29",1
"2245",2245,29120,"COMBRIT","B2497",14962,1.4962,"29",1
"2246",2246,29120,"COMBRIT","B2498",14962,1.4962,"29",1
"2247",2247,29120,"COMBRIT","B274",14962,1.4962,"29",1
"2248",2248,29120,"COMBRIT","B2938",14962,1.4962,"29",1
"2249",2249,29120,"COMBRIT","B2939",14962,1.4962,"29",1
"2250",2250,29120,"COMBRIT","B2983",367650,36.765,"29",1
"2251",2251,29120,"COMBRIT","B3019",367650,36.765,"29",2
"2252",2252,29120,"COMBRIT","B3034",14962,1.4962,"29",1
"2253",2253,29120,"COMBRIT","B888",155000,15.5,"29",1
"2254",2254,29120,"COMBRIT","B891",155000,15.5,"29",1
"2255",2255,29120,"COMBRIT","BA96",73000,7.3,"29",1
"2256",2256,29120,"COMBRIT","BA97",54000,5.4,"29",1
"2257",2257,29120,"COMBRIT","BB126",17380,1.738,"29",1
"2258",2258,29120,"COMBRIT","BB224",266860,26.686,"29",1
"2259",2259,29120,"COMBRIT","BB247",695580,69.558,"29",1
"2260",2260,29120,"COMBRIT","BC67",120000,12,"29",1
"2261",2261,29120,"COMBRIT","BC79",190000,19,"29",2
"2262",2262,29120,"COMBRIT","BD108",65000,6.5,"29",1
"2263",2263,29120,"COMBRIT","BD110",65000,6.5,"29",2
"2264",2264,29120,"COMBRIT","BD263",285000,28.5,"29",1
"2265",2265,29120,"COMBRIT","BE112",4e+05,40,"29",1
"2266",2266,29120,"COMBRIT","BE115",4e+05,40,"29",4
"2267",2267,29120,"COMBRIT","BH132",120000,12,"29",1
"2268",2268,29120,"COMBRIT","BH136",1,1e-04,"29",1
"2269",2269,29120,"COMBRIT","BH141",333100,33.31,"29",1
"2270",2270,29120,"COMBRIT","BH40",227600,22.76,"29",1
"2271",2271,29120,"COMBRIT","BH41",227600,22.76,"29",1
"2272",2272,29120,"COMBRIT","BI1",5e+05,50,"29",6
"2273",2273,29120,"COMBRIT","BI4",2e+05,20,"29",3
"2274",2274,29120,"COMBRIT","BI5",2e+05,20,"29",1
"2275",2275,29120,"COMBRIT","BI85",95978,9.5978,"29",1
"2276",2276,29120,"COMBRIT","BI92",95978,9.5978,"29",1
"2277",2277,29120,"COMBRIT","BI95",550,0.055,"29",1
"2278",2278,29120,"COMBRIT","BI97",95978,9.5978,"29",1
"2279",2279,29120,"COMBRIT","BM133",291450,29.145,"29",2
"2280",2280,29120,"COMBRIT","BO175",180000,18,"29",1
"2281",2281,29120,"COMBRIT","BO178",1200,0.12,"29",1
"2282",2282,29120,"COMBRIT","BP108",140000,14,"29",1
"2283",2283,29120,"COMBRIT","C313",2e+05,20,"29",1
"2284",2284,29120,"COMBRIT","C941",2e+05,20,"29",1
"2285",2285,29120,"COMBRIT","C942",2e+05,20,"29",1
"2286",2286,29120,"COMBRIT","C945",2e+05,20,"29",1
"2287",2287,29120,"PLOMEUR","AA149",150000,15,"29",2
"2288",2288,29120,"PLOMEUR","AB111",224000,22.4,"29",1
"2289",2289,29120,"PLOMEUR","AB120",224000,22.4,"29",1
"2290",2290,29120,"PLOMEUR","AB129",224000,22.4,"29",1
"2291",2291,29120,"PLOMEUR","AB130",224000,22.4,"29",1
"2292",2292,29120,"PLOMEUR","AB66",167617,16.7617,"29",1
"2293",2293,29120,"PLOMEUR","AB67",167617,16.7617,"29",1
"2294",2294,29120,"PLOMEUR","AC172",205000,20.5,"29",2
"2295",2295,29120,"PLOMEUR","B1230",250,0.025,"29",1
"2296",2296,29120,"PLOMEUR","B1233",360000,36,"29",1
"2297",2297,29120,"PLOMEUR","B1234",360000,36,"29",1
"2298",2298,29120,"PLOMEUR","B128",300,0.03,"29",1
"2299",2299,29120,"PLOMEUR","H2157",305000,30.5,"29",6
"2300",2300,29120,"PLOMEUR","H2159",305000,30.5,"29",1
"2301",2301,29120,"PLOMEUR","H2160",305000,30.5,"29",1
"2302",2302,29120,"PLOMEUR","H2214",437500,43.75,"29",1
"2303",2303,29120,"PLOMEUR","H2330",165000,16.5,"29",1
"2304",2304,29120,"PLOMEUR","H2369",437500,43.75,"29",1
"2305",2305,29120,"PLOMEUR","H2372",25,0.0025,"29",1
"2306",2306,29120,"PLOMEUR","ZA11",20000,2,"29",2
"2307",2307,29120,"PLOMEUR","ZH213",2550,0.255,"29",1
"2308",2308,29120,"PLOMEUR","ZK124",7800,0.78,"29",2
"2309",2309,29120,"PLOMEUR","ZK74",45000,4.5,"29",4
"2310",2310,29120,"PLOMEUR","ZL220",290000,29,"29",4
"2311",2311,29120,"PLOMEUR","ZL369",24927.15,2.492715,"29",1
"2312",2312,29120,"PLOMEUR","ZL376",24927.15,2.492715,"29",1
"2313",2313,29120,"PLOMEUR","ZL377",180000,18,"29",1
"2314",2314,29120,"PLOMEUR","ZL382",80000,8,"29",1
"2315",2315,29120,"PLOMEUR","ZR395",15.28,0.001528,"29",1
"2316",2316,29120,"PLOMEUR","ZR418",490,0.049,"29",1
"2317",2317,29120,"PLOMEUR","ZS1046",75000,7.5,"29",1
"2318",2318,29120,"PLOMEUR","ZS261",220000,22,"29",2
"2319",2319,29120,"PLOMEUR","ZS728",90000,9,"29",2
"2320",2320,29120,"PLOMEUR","ZT284",280800,28.08,"29",2
"2321",2321,29120,"PLOMEUR","ZT285",280800,28.08,"29",1
"2322",2322,29120,"PLOMEUR","ZT849",62000,6.2,"29",1
"2323",2323,29120,"PLOMEUR","ZV175",104400,10.44,"29",1
"2324",2324,29120,"PLOMEUR","ZV269",104400,10.44,"29",1
"2325",2325,29120,"PLOMEUR","ZV283",104400,10.44,"29",4
"2326",2326,29120,"PLOMEUR","ZV284",104400,10.44,"29",1
"2327",2327,29120,"PLOMEUR","ZV285",104400,10.44,"29",1
"2328",2328,29120,"PONT L ABBE","A660",276000,27.6,"29",1
"2329",2329,29120,"PONT L ABBE","A795",276000,27.6,"29",3
"2330",2330,29120,"PONT L ABBE","A796",276000,27.6,"29",1
"2331",2331,29120,"PONT L ABBE","A798",276000,27.6,"29",1
"2332",2332,29120,"PONT L ABBE","A799",276000,27.6,"29",1
"2333",2333,29120,"PONT L ABBE","A853",65000,6.5,"29",1
"2334",2334,29120,"PONT L ABBE","AC119",720000,72,"29",2
"2335",2335,29120,"PONT L ABBE","AD15",118000,11.8,"29",2
"2336",2336,29120,"PONT L ABBE","AD472",118000,11.8,"29",1
"2337",2337,29120,"PONT L ABBE","AD475",118000,11.8,"29",1
"2338",2338,29120,"PONT L ABBE","AD513",118000,11.8,"29",1
"2339",2339,29120,"PONT L ABBE","AD515",118000,11.8,"29",1
"2340",2340,29120,"PONT L ABBE","AD517",118000,11.8,"29",1
"2341",2341,29120,"PONT L ABBE","AD519",118000,11.8,"29",1
"2342",2342,29120,"PONT L ABBE","AD649",219500,21.95,"29",1
"2343",2343,29120,"PONT L ABBE","AD650",219500,21.95,"29",2
"2344",2344,29120,"PONT L ABBE","AD672",219500,21.95,"29",1
"2345",2345,29120,"PONT L ABBE","AD804",140000,14,"29",1
"2346",2346,29120,"PONT L ABBE","AD829",140000,14,"29",1
"2347",2347,29120,"PONT L ABBE","AE188",345000,34.5,"29",1
"2348",2348,29120,"PONT L ABBE","AE74",130000,13,"29",1
"2349",2349,29120,"PONT L ABBE","AH179",176000,17.6,"29",1
"2350",2350,29120,"PONT L ABBE","AH315",130000,13,"29",1
"2351",2351,29120,"PONT L ABBE","AH44",180000,18,"29",1
"2352",2352,29120,"PONT L ABBE","AH496",130000,13,"29",1
"2353",2353,29120,"PONT L ABBE","AH588",222000,22.2,"29",1
"2354",2354,29120,"PONT L ABBE","AH61",176000,17.6,"29",1
"2355",2355,29120,"PONT L ABBE","AH676",64900,6.49,"29",1
"2356",2356,29120,"PONT L ABBE","AH680",64900,6.49,"29",1
"2357",2357,29120,"PONT L ABBE","AI414",225700,22.57,"29",9
"2358",2358,29120,"PONT L ABBE","AI415",220213.846153846,22.0213846153846,"29",13
"2359",2359,29120,"PONT L ABBE","AI422",4697974,469.7974,"29",1
"2360",2360,29120,"PONT L ABBE","AI9",108625,10.8625,"29",8
"2361",2361,29120,"PONT L ABBE","AK361",45000,4.5,"29",1
"2362",2362,29120,"PONT L ABBE","AK582",4e+05,40,"29",1
"2363",2363,29120,"PONT L ABBE","AK87",7e+05,70,"29",2
"2364",2364,29120,"PONT L ABBE","AK88",7e+05,70,"29",1
"2365",2365,29120,"PONT L ABBE","AK95",45000,4.5,"29",1
"2366",2366,29120,"PONT L ABBE","AL122",565000,56.5,"29",1
"2367",2367,29120,"PONT L ABBE","AL123",565000,56.5,"29",2
"2368",2368,29120,"PONT L ABBE","AL165",120000,12,"29",2
"2369",2369,29120,"PONT L ABBE","AL166",120000,12,"29",1
"2370",2370,29120,"PONT L ABBE","AL349",285000,28.5,"29",2
"2371",2371,29120,"PONT L ABBE","AM605",53000,5.3,"29",2
"2372",2372,29120,"PONT L ABBE","AM866",640000,64,"29",3
"2373",2373,29120,"PONT L ABBE","AM867",640000,64,"29",1
"2374",2374,29120,"PONT L ABBE","AM868",640000,64,"29",1
"2375",2375,29120,"PONT L ABBE","AN24",203000,20.3,"29",1
"2376",2376,29120,"PONT L ABBE","AN6",134440,13.444,"29",5
"2377",2377,29120,"PONT L ABBE","AO473",320000,32,"29",1
"2378",2378,29120,"PONT L ABBE","AO474",320000,32,"29",1
"2379",2379,29120,"PONT L ABBE","AO475",320000,32,"29",1
"2380",2380,29120,"PONT L ABBE","AO476",320000,32,"29",1
"2381",2381,29120,"PONT L ABBE","AO571",110000,11,"29",1
"2382",2382,29120,"PONT L ABBE","AO576",81900,8.19,"29",1
"2383",2383,29120,"PONT L ABBE","AO577",84000,8.4,"29",1
"2384",2384,29120,"PONT L ABBE","AO581",81900,8.19,"29",1
"2385",2385,29120,"PONT L ABBE","AO582",63900,6.39,"29",1
"2386",2386,29120,"PONT L ABBE","AO588",81900,8.19,"29",1
"2387",2387,29120,"PONT L ABBE","AO589",84000,8.4,"29",1
"2388",2388,29120,"PONT L ABBE","AO592",110000,11,"29",1
"2389",2389,29120,"PONT L ABBE","AO596",64900,6.49,"29",1
"2390",2390,29120,"PONT L ABBE","AO597",63900,6.39,"29",1
"2391",2391,29120,"PONT L ABBE","AO602",95900,9.59,"29",1
"2392",2392,29120,"PONT L ABBE","AO603",110000,11,"29",1
"2393",2393,29120,"PONT L ABBE","AO605",94900,9.49,"29",1
"2394",2394,29120,"PONT L ABBE","AO606",94900,9.49,"29",1
"2395",2395,29120,"PONT L ABBE","AO607",94900,9.49,"29",1
"2396",2396,29120,"PONT L ABBE","AO610",84900,8.49,"29",1
