"","cp","ville","cle","nb"
"7114",13100,"AIX EN PROVENCE","BX225",1
"7115",13100,"AIX EN PROVENCE","BX226",3
"7116",55100,"VERDUN","BX23",1
"7117",75015,"PARIS 15","BX24",2
"7118",75018,"PARIS 18","BX25",2
"7119",75020,"PARIS 20","BX25",4
"7120",93220,"GAGNY","BX259",3
"7121",75015,"PARIS 15","BX26",2
"7122",31830,"PLAISANCE DU TOUCH","BX277",1
"7123",75018,"PARIS 18","BX28",1
"7124",13100,"AIX EN PROVENCE","BX285",33
"7125",75015,"PARIS 15","BX29",1
"7126",75016,"PARIS 16","BX29",2
"7127",75018,"PARIS 18","BX29",2
"7128",13100,"AIX EN PROVENCE","BX299",4
"7129",75018,"PARIS 18","BX3",5
"7130",93160,"NOISY-LE-GRAND","BX30",2
"7131",75012,"PARIS 12","BX31",1
"7132",75020,"PARIS 20","BX31",1
"7133",30900,"NIMES","BX320",2
"7134",30900,"NIMES","BX322",1
"7135",13100,"AIX EN PROVENCE","BX327",4
"7136",75015,"PARIS 15","BX33",2
"7137",75016,"PARIS 16","BX33",3
"7138",75016,"PARIS 16","BX34",2
"7139",13100,"AIX EN PROVENCE","BX345",8
"7140",31830,"PLAISANCE DU TOUCH","BX366",1
"7141",75015,"PARIS 15","BX37",2
"7142",75016,"PARIS 16","BX37",2
"7143",93220,"GAGNY","BX378",1
"7144",75012,"PARIS 12","BX39",6
"7145",75015,"PARIS 15","BX39",13
"7146",75018,"PARIS 18","BX39",3
"7147",85000,"ROCHE SUR YON (LA)","BX402",2
"7148",93220,"GAGNY","BX407",14
"7149",93220,"GAGNY","BX41",2
"7150",33800,"BORDEAUX","BX426",3
"7151",75012,"PARIS 12","BX43",3
"7152",75018,"PARIS 18","BX43",2
"7153",75018,"PARIS 18","BX44",1
"7154",75012,"PARIS 12","BX45",2
"7155",75020,"PARIS 20","BX45",2
"7156",33800,"BORDEAUX","BX464",20
"7157",13100,"AIX EN PROVENCE","BX47",18
"7158",75012,"PARIS 12","BX47",2
"7159",33800,"BORDEAUX","BX470",1
"7160",75012,"PARIS 12","BX48",4
"7161",42300,"VILLEREST","BX48",1
"7162",75012,"PARIS 12","BX49",2
"7163",51100,"REIMS","BX5",1
"7164",75018,"PARIS 18","BX51",1
"7165",75012,"PARIS 12","BX52",2
"7166",75012,"PARIS 12","BX53",2
"7167",75012,"PARIS 12","BX54",1
"7168",31830,"PLAISANCE DU TOUCH","BX572",1
"7169",75016,"PARIS 16","BX58",1
"7170",75015,"PARIS 15","BX6",2
"7171",75018,"PARIS 18","BX6",2
"7172",93220,"GAGNY","BX60",2
"7173",31830,"PLAISANCE DU TOUCH","BX626",1
"7174",93160,"NOISY-LE-GRAND","BX65",2
"7175",31830,"PLAISANCE DU TOUCH","BX666",1
"7176",75012,"PARIS 12","BX7",2
"7177",75020,"PARIS 20","BX7",1
"7178",33800,"BORDEAUX","BX70",1
"7179",75012,"PARIS 12","BX70",2
"7180",93220,"GAGNY","BX72",2
"7181",75012,"PARIS 12","BX72",2
"7182",75012,"PARIS 12","BX74",2
"7183",75016,"PARIS 16","BX75",1
"7184",85000,"ROCHE SUR YON (LA)","BX750",1
"7185",75012,"PARIS 12","BX76",3
"7186",75016,"PARIS 16","BX76",5
"7187",75012,"PARIS 12","BX77",4
"7188",75016,"PARIS 16","BX77",7
"7189",75012,"PARIS 12","BX78",2
"7190",75012,"PARIS 12","BX8",2
"7191",75016,"PARIS 16","BX83",2
"7192",31830,"PLAISANCE DU TOUCH","BX839",2
"7193",75016,"PARIS 16","BX89",2
"7194",55100,"VERDUN","BX98",1
"7195",55100,"VERDUN","BX99",1
"7196",13100,"AIX EN PROVENCE","BY103",2
"7197",75012,"PARIS 12","BY104",2
"7198",75012,"PARIS 12","BY105",5
"7199",75012,"PARIS 12","BY106",4
"7200",75016,"PARIS 16","BY11",2
"7201",93700,"DRANCY","BY112",7
"7202",33800,"BORDEAUX","BY114",3
"7203",75012,"PARIS 12","BY12",2
"7204",31830,"PLAISANCE DU TOUCH","BY123",1
"7205",75012,"PARIS 12","BY13",2
"7206",75015,"PARIS 15","BY13",4
"7207",75012,"PARIS 12","BY14",2
"7208",75015,"PARIS 15","BY14",2
"7209",75016,"PARIS 16","BY15",3
"7210",75020,"PARIS 20","BY15",1
"7211",55100,"VERDUN","BY157",2
"7212",75015,"PARIS 15","BY16",1
"7213",85000,"ROCHE SUR YON (LA)","BY164",7
"7214",75016,"PARIS 16","BY17",18
"7215",33800,"BORDEAUX","BY185",1
"7216",13100,"AIX EN PROVENCE","BY186",3
"7217",42300,"VILLEREST","BY189",1
"7218",93220,"GAGNY","BY199",1
"7219",75012,"PARIS 12","BY20",1
"7220",75020,"PARIS 20","BY20",2
"7221",75016,"PARIS 16","BY21",3
"7222",75012,"PARIS 12","BY22",2
"7223",75016,"PARIS 16","BY22",1
"7224",75016,"PARIS 16","BY24",3
"7225",75015,"PARIS 15","BY25",2
"7226",75016,"PARIS 16","BY25",2
"7227",33800,"BORDEAUX","BY26",2
"7228",30900,"NIMES","BY262",3
"7229",30900,"NIMES","BY268",3
"7230",30900,"NIMES","BY271",1
"7231",33800,"BORDEAUX","BY285",12
"7232",93220,"GAGNY","BY291",10
"7233",75016,"PARIS 16","BY3",2
"7234",75012,"PARIS 12","BY30",2
"7235",33800,"BORDEAUX","BY301",1
"7236",13100,"AIX EN PROVENCE","BY31",2
"7237",75015,"PARIS 15","BY31",2
"7238",75016,"PARIS 16","BY31",2
"7239",93220,"GAGNY","BY310",3
"7240",93220,"GAGNY","BY316",3
"7241",93220,"GAGNY","BY32",7
"7242",75016,"PARIS 16","BY32",7
"7243",33800,"BORDEAUX","BY320",2
"7244",93160,"NOISY-LE-GRAND","BY34",1
"7245",75016,"PARIS 16","BY34",2
"7246",93220,"GAGNY","BY362",1
"7247",55100,"VERDUN","BY378",1
"7248",75012,"PARIS 12","BY38",1
"7249",42300,"VILLEREST","BY39",2
"7250",75020,"PARIS 20","BY4",6
"7251",75016,"PARIS 16","BY41",3
"7252",33800,"BORDEAUX","BY432",1
"7253",93220,"GAGNY","BY435",3
"7254",33800,"BORDEAUX","BY436",9
"7255",93220,"GAGNY","BY440",2
"7256",75015,"PARIS 15","BY45",25
"7257",85000,"ROCHE SUR YON (LA)","BY457",1
"7258",55100,"VERDUN","BY468",1
"7259",75012,"PARIS 12","BY47",2
"7260",93220,"GAGNY","BY470",1
"7261",85000,"ROCHE SUR YON (LA)","BY471",2
"7262",55100,"VERDUN","BY473",2
"7263",55100,"VERDUN","BY474",2
"7264",93700,"DRANCY","BY48",6
"7265",93220,"GAGNY","BY490",1
"7266",75015,"PARIS 15","BY5",18
"7267",75012,"PARIS 12","BY50",3
"7268",75012,"PARIS 12","BY51",2
"7269",85000,"ROCHE SUR YON (LA)","BY512",2
"7270",75012,"PARIS 12","BY53",1
"7271",93220,"GAGNY","BY538",38
"7272",55100,"VERDUN","BY541",2
"7273",75012,"PARIS 12","BY57",1
"7274",75015,"PARIS 15","BY6",2
"7275",75020,"PARIS 20","BY6",1
"7276",75012,"PARIS 12","BY64",2
"7277",75012,"PARIS 12","BY66",3
"7278",93220,"GAGNY","BY71",3
"7279",85000,"ROCHE SUR YON (LA)","BY714",1
"7280",55100,"VERDUN","BY750",1
"7281",75012,"PARIS 12","BY77",2
"7282",55100,"VERDUN","BY772",1
"7283",55100,"VERDUN","BY784",1
"7284",75012,"PARIS 12","BY8",2
"7285",75012,"PARIS 12","BY81",8
"7286",75012,"PARIS 12","BY82",2
"7287",93220,"GAGNY","BY83",9
"7288",75012,"PARIS 12","BY84",1
"7289",55100,"VERDUN","BY881",1
"7290",75012,"PARIS 12","BY89",2
"7291",75020,"PARIS 20","BY9",1
"7292",75012,"PARIS 12","BY94",2
"7293",75012,"PARIS 12","BY97",2
"7294",75012,"PARIS 12","BY98",1
"7295",13100,"AIX EN PROVENCE","BZ1",11
"7296",75015,"PARIS 15","BZ1",6
"7297",75016,"PARIS 16","BZ1",1
"7298",75020,"PARIS 20","BZ1",1
"7299",75016,"PARIS 16","BZ10",3
"7300",75016,"PARIS 16","BZ101",1
"7301",93160,"NOISY-LE-GRAND","BZ109",2
"7302",93160,"NOISY-LE-GRAND","BZ110",2
"7303",93700,"DRANCY","BZ111",4
"7304",93160,"NOISY-LE-GRAND","BZ113",4
"7305",93160,"NOISY-LE-GRAND","BZ114",4
"7306",30900,"NIMES","BZ1189",1
"7307",30900,"NIMES","BZ1194",1
"7308",30900,"NIMES","BZ1195",1
"7309",30900,"NIMES","BZ1196",1
"7310",30900,"NIMES","BZ1197",1
"7311",30900,"NIMES","BZ1198",1
"7312",13100,"AIX EN PROVENCE","BZ12",4
"7313",93700,"DRANCY","BZ12",1
"7314",30900,"NIMES","BZ1207",1
"7315",30900,"NIMES","BZ1218",1
"7316",30900,"NIMES","BZ1219",1
"7317",30900,"NIMES","BZ1248",1
"7318",30900,"NIMES","BZ1275",2
"7319",30900,"NIMES","BZ1276",1
"7320",30900,"NIMES","BZ1277",1
"7321",30900,"NIMES","BZ1278",1
"7322",30900,"NIMES","BZ1279",1
"7323",30900,"NIMES","BZ1280",1
"7324",75020,"PARIS 20","BZ131",5
"7325",30900,"NIMES","BZ1340",1
"7326",30900,"NIMES","BZ1341",1
"7327",30900,"NIMES","BZ1343",1
"7328",30900,"NIMES","BZ1344",1
"7329",30900,"NIMES","BZ1345",1
"7330",30900,"NIMES","BZ1347",1
"7331",30900,"NIMES","BZ1348",1
"7332",30900,"NIMES","BZ1349",1
"7333",30900,"NIMES","BZ1351",1
"7334",30900,"NIMES","BZ1352",1
"7335",30900,"NIMES","BZ1353",1
"7336",30900,"NIMES","BZ1354",1
"7337",30900,"NIMES","BZ1359",1
"7338",30900,"NIMES","BZ1360",1
"7339",30900,"NIMES","BZ1361",1
"7340",30900,"NIMES","BZ1362",1
"7341",30900,"NIMES","BZ1363",1
"7342",30900,"NIMES","BZ1364",1
"7343",30900,"NIMES","BZ1365",1
"7344",93160,"NOISY-LE-GRAND","BZ154",1
"7345",75012,"PARIS 12","BZ17",2
"7346",75016,"PARIS 16","BZ17",2
"7347",93160,"NOISY-LE-GRAND","BZ179",4
"7348",75016,"PARIS 16","BZ18",4
"7349",55100,"VERDUN","BZ180",1
"7350",30900,"NIMES","BZ184",10
"7351",75015,"PARIS 15","BZ19",4
"7352",75015,"PARIS 15","BZ20",3
"7353",31830,"PLAISANCE DU TOUCH","BZ207",3
"7354",75016,"PARIS 16","BZ21",3
"7355",33800,"BORDEAUX","BZ210",11
"7356",33800,"BORDEAUX","BZ217",1
"7357",55100,"VERDUN","BZ23",1
"7358",33800,"BORDEAUX","BZ232",2
"7359",33800,"BORDEAUX","BZ237",2
"7360",13090,"AIX EN PROVENCE","BZ24",3
"7361",75016,"PARIS 16","BZ24",3
"7362",93220,"GAGNY","BZ247",2
"7363",33800,"BORDEAUX","BZ262",6
"7364",75016,"PARIS 16","BZ28",1
"7365",75012,"PARIS 12","BZ29",2
"7366",75015,"PARIS 15","BZ29",2
"7367",75016,"PARIS 16","BZ3",2
"7368",75016,"PARIS 16","BZ30",2
"7369",55100,"VERDUN","BZ30",1
"7370",33800,"BORDEAUX","BZ303",10
"7371",75012,"PARIS 12","BZ31",2
"7372",75012,"PARIS 12","BZ32",1
"7373",75015,"PARIS 15","BZ35",2
"7374",33800,"BORDEAUX","BZ350",1
"7375",93220,"GAGNY","BZ37",1
"7376",13100,"AIX EN PROVENCE","BZ38",5
"7377",75012,"PARIS 12","BZ38",4
"7378",75012,"PARIS 12","BZ39",3
"7379",30900,"NIMES","BZ398",5
"7380",13100,"AIX EN PROVENCE","BZ4",2
"7381",75020,"PARIS 20","BZ4",1
"7382",75012,"PARIS 12","BZ40",6
"7383",75016,"PARIS 16","BZ40",1
"7384",75012,"PARIS 12","BZ41",3
"7385",75012,"PARIS 12","BZ42",9
"7386",75016,"PARIS 16","BZ42",3
"7387",75012,"PARIS 12","BZ43",4
"7388",13100,"AIX EN PROVENCE","BZ45",1
"7389",75016,"PARIS 16","BZ45",1
"7390",75012,"PARIS 12","BZ49",6
"7391",75016,"PARIS 16","BZ49",1
"7392",75016,"PARIS 16","BZ5",4
"7393",75012,"PARIS 12","BZ50",1
"7394",75020,"PARIS 20","BZ52",1
"7395",30900,"NIMES","BZ529",2
"7396",75016,"PARIS 16","BZ54",3
"7397",75016,"PARIS 16","BZ55",2
"7398",75016,"PARIS 16","BZ58",4
"7399",30900,"NIMES","BZ590",2
"7400",30900,"NIMES","BZ594",2
"7401",75016,"PARIS 16","BZ6",2
"7402",75016,"PARIS 16","BZ61",2
"7403",75015,"PARIS 15","BZ62",5
"7404",30900,"NIMES","BZ678",2
"7405",75020,"PARIS 20","BZ75",2
"7406",75016,"PARIS 16","BZ81",3
"7407",75020,"PARIS 20","BZ81",2
"7408",75020,"PARIS 20","BZ82",6
"7409",30900,"NIMES","BZ848",1
"7410",93160,"NOISY-LE-GRAND","BZ86",3
"7411",75016,"PARIS 16","BZ88",2
"7412",93160,"NOISY-LE-GRAND","BZ89",2
"7413",75016,"PARIS 16","BZ9",2
"7414",75020,"PARIS 20","BZ91",2
"7415",75020,"PARIS 20","BZ92",2
"7416",75016,"PARIS 16","BZ95",2
"7417",75016,"PARIS 16","BZ98",9
"7418",77230,"LONGPERRIER","C1086",1
"7419",77230,"LONGPERRIER","C1087",1
"7420",85000,"MOUILLERON-LE-CAPTIF","C1096",1
"7421",77230,"THIEUX","C114",1
"7422",77230,"LONGPERRIER","C1195",1
"7423",77230,"LONGPERRIER","C1208",1
"7424",77230,"LONGPERRIER","C1225",1
"7425",55100,"MONTZEVILLE","C1226",1
"7426",77230,"THIEUX","C124",1
"7427",55100,"MONTZEVILLE","C1250",1
"7428",55100,"MONTZEVILLE","C1253",1
"7429",55100,"MONTZEVILLE","C1255",1
"7430",77230,"LONGPERRIER","C1313",1
"7431",55100,"BETHELAINVILLE","C1322",1
"7432",55100,"BETHELAINVILLE","C1355",1
"7433",55100,"BETHELAINVILLE","C1356",1
"7434",92140,"CLAMART","C140",1
"7435",77230,"THIEUX","C144",1
"7436",77230,"THIEUX","C147",1
"7437",94600,"CHOISY-LE-ROI","C15",2
"7438",77230,"THIEUX","C161",1
"7439",93310,"LE PRE-SAINT-GERVAIS","C165",4
"7440",93310,"LE PRE-SAINT-GERVAIS","C166",3
"7441",77230,"LONGPERRIER","C1661",1
"7442",77230,"LONGPERRIER","C1667",1
"7443",77230,"LONGPERRIER","C1669",1
"7444",77230,"LONGPERRIER","C1670",1
"7445",77230,"LONGPERRIER","C1671",1
"7446",77230,"LONGPERRIER","C1672",158
"7447",77230,"LONGPERRIER","C1680",2
"7448",93310,"LE PRE-SAINT-GERVAIS","C174",2
"7449",93700,"DRANCY","C181",2
"7450",91220,"BRETIGNY SUR ORGE","C1874",1
"7451",93800,"EPINAY SUR SEINE","C193",4
"7452",94320,"THIAIS","C2",1
"7453",93310,"LE PRE-SAINT-GERVAIS","C200",2
"7454",93700,"DRANCY","C203",2
"7455",93310,"LE PRE-SAINT-GERVAIS","C208",3
"7456",93800,"EPINAY SUR SEINE","C211",7
"7457",93800,"EPINAY SUR SEINE","C212",2
"7458",93800,"EPINAY SUR SEINE","C219",6
"7459",93800,"EPINAY SUR SEINE","C228",4
"7460",93700,"DRANCY","C237",1
"7461",93700,"DRANCY","C249",1
"7462",94600,"CHOISY-LE-ROI","C25",2
"7463",22400,"HENANSAL","C25",1
"7464",93310,"LE PRE-SAINT-GERVAIS","C25",4
"7465",92140,"CLAMART","C261",21
"7466",93310,"LE PRE-SAINT-GERVAIS","C269",15
"7467",22400,"HENANSAL","C27",1
"7468",77230,"THIEUX","C280",1
"7469",77230,"THIEUX","C281",1
"7470",77230,"THIEUX","C287",1
"7471",77230,"THIEUX","C288",1
"7472",29120,"COMBRIT","C313",1
"7473",91220,"BRETIGNY SUR ORGE","C3263",1
"7474",91220,"BRETIGNY SUR ORGE","C3264",1
"7475",91220,"BRETIGNY SUR ORGE","C3331",1
"7476",77230,"LONGPERRIER","C361",1
"7477",42300,"MABLY","C3678",1
"7478",42300,"MABLY","C3680",1
"7479",42300,"MABLY","C3681",1
"7480",77230,"LONGPERRIER","C371",2
"7481",77230,"THIEUX","C379",1
"7482",77230,"THIEUX","C38",1
"7483",29120,"PONT L ABBE","C396",1
"7484",77230,"LONGPERRIER","C430",1
"7485",77230,"LONGPERRIER","C432",1
"7486",77230,"LONGPERRIER","C437",2
"7487",77230,"LONGPERRIER","C439",1
"7488",94600,"CHOISY-LE-ROI","C47",4
"7489",94320,"THIAIS","C5",1
"7490",93310,"LE PRE-SAINT-GERVAIS","C51",3
"7491",77230,"DAMMARTIN-EN-GOELE","C537",1
"7492",93700,"DRANCY","C55",1
"7493",77230,"DAMMARTIN-EN-GOELE","C553",1
"7494",77230,"LONGPERRIER","C595",2
"7495",55100,"MONTZEVILLE","C609",1
"7496",55100,"MONTZEVILLE","C610",2
"7497",55100,"MONTZEVILLE","C611",1
"7498",29120,"PONT L ABBE","C612",2
"7499",77230,"LONGPERRIER","C635",1
"7500",77230,"LONGPERRIER","C637",1
"7501",77230,"THIEUX","C67",1
"7502",77230,"ROUVRES","C691",1
"7503",77230,"LONGPERRIER","C702",1
"7504",77230,"LONGPERRIER","C703",3
"7505",77230,"THIEUX","C711",1
"7506",77230,"THIEUX","C714",1
"7507",77230,"ROUVRES","C721",2
"7508",77230,"THIEUX","C726",1
"7509",77230,"THIEUX","C727",1
"7510",77230,"THIEUX","C728",1
"7511",77230,"LONGPERRIER","C731",1
"7512",77230,"LONGPERRIER","C734",1
"7513",77230,"LONGPERRIER","C735",1
"7514",77230,"ROUVRES","C743",2
"7515",77230,"ROUVRES","C746",1
"7516",94600,"CHOISY-LE-ROI","C8",2
"7517",94320,"THIAIS","C8",3
"7518",77230,"LONGPERRIER","C816",2
"7519",22400,"HENANSAL","C828",2
"7520",22400,"HENANSAL","C831",2
"7521",77230,"DAMMARTIN-EN-GOELE","C835",1
"7522",77230,"DAMMARTIN-EN-GOELE","C836",1
"7523",77230,"DAMMARTIN-EN-GOELE","C839",1
"7524",77230,"DAMMARTIN-EN-GOELE","C840",2
"7525",77230,"DAMMARTIN-EN-GOELE","C841",1
"7526",77230,"DAMMARTIN-EN-GOELE","C842",1
"7527",77230,"DAMMARTIN-EN-GOELE","C844",4
"7528",77230,"LONGPERRIER","C849",1
"7529",93250,"VILLEMOMBLE","C85",2
"7530",77230,"LONGPERRIER","C854",1
"7531",93250,"VILLEMOMBLE","C86",6
"7532",77230,"LONGPERRIER","C890",1
"7533",93800,"EPINAY SUR SEINE","C9",2
"7534",77230,"ROUVRES","C907",1
"7535",77230,"LONGPERRIER","C917",1
"7536",77230,"LONGPERRIER","C918",1
"7537",77230,"LONGPERRIER","C919",1
"7538",93310,"LE PRE-SAINT-GERVAIS","C92",1
"7539",77230,"LONGPERRIER","C920",1
"7540",29120,"COMBRIT","C941",1
"7541",29120,"COMBRIT","C942",1
"7542",29120,"COMBRIT","C945",1
"7543",77230,"LONGPERRIER","C971",1
"7544",75016,"PARIS 16","CA1",2
"7545",30900,"NIMES","CA107",6
"7546",33800,"BORDEAUX","CA111",2
"7547",75016,"PARIS 16","CA13",4
"7548",13090,"AIX EN PROVENCE","CA131",1
"7549",30900,"NIMES","CA1338",1
"7550",33800,"BORDEAUX","CA139",1
"7551",33800,"BORDEAUX","CA141",2
"7552",13090,"AIX EN PROVENCE","CA143",1
"7553",30900,"NIMES","CA178",2
"7554",75016,"PARIS 16","CA19",1
"7555",13100,"AIX EN PROVENCE","CA2",1
"7556",75016,"PARIS 16","CA2",5
"7557",75018,"PARIS 18","CA2",5
"7558",75012,"PARIS 12","CA21",8
"7559",75012,"PARIS 12","CA22",9
"7560",30900,"NIMES","CA2274",3
"7561",75016,"PARIS 16","CA23",2
"7562",13090,"AIX EN PROVENCE","CA25",3
"7563",30900,"NIMES","CA274",2
"7564",75016,"PARIS 16","CA3",1
"7565",75016,"PARIS 16","CA30",2
"7566",31830,"PLAISANCE DU TOUCH","CA333",3
"7567",75016,"PARIS 16","CA38",2
"7568",93160,"NOISY-LE-GRAND","CA4",2
"7569",75016,"PARIS 16","CA4",2
"7570",13090,"AIX EN PROVENCE","CA40",4
"7571",13090,"AIX EN PROVENCE","CA42",4
"7572",13090,"AIX EN PROVENCE","CA43",2
"7573",93220,"GAGNY","CA46",16
"7574",75012,"PARIS 12","CA46",4
"7575",75016,"PARIS 16","CA46",1
"7576",75012,"PARIS 12","CA48",3
"7577",75012,"PARIS 12","CA5",2
"7578",75016,"PARIS 16","CA50",4
"7579",93220,"GAGNY","CA52",10
"7580",31830,"PLAISANCE DU TOUCH","CA534",1
"7581",30900,"NIMES","CA546",5
"7582",75016,"PARIS 16","CA59",3
"7583",13090,"AIX EN PROVENCE","CA65",2
"7584",75020,"PARIS 20","CA66",2
"7585",75016,"PARIS 16","CA8",1
"7586",13090,"AIX EN PROVENCE","CA9",6
"7587",93160,"NOISY-LE-GRAND","CB102",2
"7588",13090,"AIX EN PROVENCE","CB13",1
"7589",75016,"PARIS 16","CB14",2
"7590",75020,"PARIS 20","CB14",3
"7591",13090,"AIX EN PROVENCE","CB16",3
"7592",75012,"PARIS 12","CB16",2
"7593",75016,"PARIS 16","CB16",2
"7594",75020,"PARIS 20","CB17",3
"7595",75016,"PARIS 16","CB18",4
"7596",75020,"PARIS 20","CB18",4
"7597",93220,"GAGNY","CB184",1
"7598",75012,"PARIS 12","CB20",2
"7599",75020,"PARIS 20","CB20",1
"7600",75016,"PARIS 16","CB22",3
"7601",75012,"PARIS 12","CB23",1
"7602",75016,"PARIS 16","CB23",3
"7603",75012,"PARIS 12","CB24",3
"7604",30900,"NIMES","CB262",6
"7605",93220,"GAGNY","CB267",2
"7606",75012,"PARIS 12","CB27",2
"7607",93220,"GAGNY","CB29",1
"7608",75012,"PARIS 12","CB31",3
"7609",75012,"PARIS 12","CB32",5
"7610",93220,"GAGNY","CB337",1
"7611",93220,"GAGNY","CB348",1
"7612",30900,"NIMES","CB368",4
"7613",93220,"GAGNY","CB375",3
"7614",93220,"GAGNY","CB385",3
"7615",75012,"PARIS 12","CB39",2
"7616",93160,"NOISY-LE-GRAND","CB44",2
"7617",75012,"PARIS 12","CB48",2
"7618",75012,"PARIS 12","CB52",2
"7619",93220,"GAGNY","CB54",1
"7620",75012,"PARIS 12","CB58",1
"7621",30900,"NIMES","CB586",4
"7622",75012,"PARIS 12","CB62",6
"7623",93220,"GAGNY","CB63",3
"7624",75012,"PARIS 12","CB63",1
"7625",75012,"PARIS 12","CB69",1
"7626",13090,"AIX EN PROVENCE","CB7",3
"7627",75012,"PARIS 12","CB75",7
"7628",75012,"PARIS 12","CB76",4
"7629",75012,"PARIS 12","CB78",4
"7630",30900,"NIMES","CB780",2
"7631",93220,"GAGNY","CB80",3
"7632",75012,"PARIS 12","CB84",2
"7633",13090,"AIX EN PROVENCE","CB85",8
"7634",75012,"PARIS 12","CB86",1
"7635",33800,"BORDEAUX","CB88",15
"7636",93220,"GAGNY","CB98",1
"7637",75020,"PARIS 20","CC10",17
"7638",75020,"PARIS 20","CC107",2
"7639",31830,"PLAISANCE DU TOUCH","CC109",11
"7640",75012,"PARIS 12","CC11",1
"7641",75020,"PARIS 20","CC110",1
"7642",75012,"PARIS 12","CC13",1
"7643",93220,"GAGNY","CC140",2
"7644",42300,"VILLEREST","CC156",2
"7645",31830,"PLAISANCE DU TOUCH","CC165",1
"7646",93220,"GAGNY","CC17",1
"7647",75012,"PARIS 12","CC21",2
"7648",75020,"PARIS 20","CC23",3
"7649",31830,"PLAISANCE DU TOUCH","CC247",6
"7650",75020,"PARIS 20","CC25",5
"7651",75020,"PARIS 20","CC28",2
"7652",75020,"PARIS 20","CC30",3
"7653",75020,"PARIS 20","CC31",4
"7654",75020,"PARIS 20","CC34",11
"7655",93220,"GAGNY","CC348",2
"7656",75020,"PARIS 20","CC39",6
"7657",75012,"PARIS 12","CC40",1
"7658",75012,"PARIS 12","CC41",2
"7659",75020,"PARIS 20","CC41",7
"7660",93220,"GAGNY","CC450",2
"7661",93220,"GAGNY","CC507",3
"7662",93220,"GAGNY","CC523",2
"7663",75012,"PARIS 12","CC57",2
"7664",75012,"PARIS 12","CC58",2
"7665",75012,"PARIS 12","CC6",1
"7666",93220,"GAGNY","CC624",2
"7667",93220,"GAGNY","CC645",1
"7668",75020,"PARIS 20","CC72",1
"7669",75020,"PARIS 20","CC73",2
"7670",93220,"GAGNY","CC749",1
"7671",93220,"GAGNY","CC750",1
"7672",75020,"PARIS 20","CC78",1
"7673",93220,"GAGNY","CC82",1
"7674",75020,"PARIS 20","CC82",23
"7675",93220,"GAGNY","CC840",1
"7676",75020,"PARIS 20","CC88",1
"7677",75020,"PARIS 20","CC9",1
"7678",75015,"PARIS 15","CD10",2
"7679",75020,"PARIS 20","CD10",4
"7680",33800,"BORDEAUX","CD101",1
"7681",30000,"NIMES","CD1017",2
"7682",30000,"NIMES","CD1018",1
"7683",30000,"NIMES","CD1029",1
"7684",33800,"BORDEAUX","CD104",1
"7685",75020,"PARIS 20","CD114",1
"7686",33800,"BORDEAUX","CD117",1
"7687",13090,"AIX EN PROVENCE","CD118",3
"7688",75015,"PARIS 15","CD12",2
"7689",42300,"ROANNE","CD129",1
"7690",75016,"PARIS 16","CD13",2
"7691",33800,"BORDEAUX","CD131",5
"7692",13090,"AIX EN PROVENCE","CD133",3
"7693",33800,"BORDEAUX","CD15",1
"7694",33800,"BORDEAUX","CD159",1
"7695",75016,"PARIS 16","CD16",5
"7696",93700,"DRANCY","CD17",1
"7697",92000,"NANTERRE","CD205",1
"7698",13090,"AIX EN PROVENCE","CD209",1
"7699",75016,"PARIS 16","CD21",4
"7700",13090,"AIX EN PROVENCE","CD210",4
"7701",75020,"PARIS 20","CD23",2
"7702",13090,"AIX EN PROVENCE","CD236",2
"7703",30000,"NIMES","CD238",3
"7704",93220,"GAGNY","CD25",3
"7705",75016,"PARIS 16","CD25",2
"7706",75016,"PARIS 16","CD26",2
"7707",75020,"PARIS 20","CD26",5
"7708",75020,"PARIS 20","CD27",2
"7709",13090,"AIX EN PROVENCE","CD28",2
"7710",75016,"PARIS 16","CD29",2
"7711",93160,"NOISY-LE-GRAND","CD3",3
"7712",75018,"PARIS 18","CD3",6
"7713",75016,"PARIS 16","CD30",4
"7714",30000,"NIMES","CD31",4
"7715",75020,"PARIS 20","CD31",3
"7716",13090,"AIX EN PROVENCE","CD317",4
"7717",30000,"NIMES","CD322",8
"7718",75012,"PARIS 12","CD34",1
"7719",13090,"AIX EN PROVENCE","CD341",1
"7720",85000,"ROCHE SUR YON (LA)","CD357",1
"7721",75015,"PARIS 15","CD36",1
"7722",75015,"PARIS 15","CD37",8
"7723",75016,"PARIS 16","CD37",2
"7724",75020,"PARIS 20","CD38",5
"7725",42300,"ROANNE","CD380",7
"7726",92000,"NANTERRE","CD39",3
"7727",75015,"PARIS 15","CD39",1
"7728",30000,"NIMES","CD391",3
"7729",30000,"NIMES","CD392",1
"7730",75015,"PARIS 15","CD4",2
"7731",75016,"PARIS 16","CD4",4
"7732",75015,"PARIS 15","CD42",14
"7733",75020,"PARIS 20","CD42",1
"7734",75015,"PARIS 15","CD45",3
"7735",75020,"PARIS 20","CD47",1
"7736",93700,"DRANCY","CD48",2
"7737",75015,"PARIS 15","CD48",2
"7738",75020,"PARIS 20","CD48",2
"7739",75020,"PARIS 20","CD49",1
"7740",85000,"ROCHE SUR YON (LA)","CD490",1
"7741",85000,"ROCHE SUR YON (LA)","CD498",1
"7742",75020,"PARIS 20","CD5",2
"7743",75020,"PARIS 20","CD51",2
"7744",75020,"PARIS 20","CD52",3
