"","cp","ville","cle","nb"
"1",93250,"VILLEMOMBLE","A10",8
"2",55100,"SAMOGNEUX","A100",2
"3",55100,"MARRE","A1008",1
"4",22400,"LAMBALLE-ARMOR","A1057",1
"5",29120,"COMBRIT","A1089",1
"6",93140,"BONDY","A109",1
"7",29120,"COMBRIT","A1103",1
"8",29120,"COMBRIT","A1104",1
"9",13100,"LE THOLONET","A1117",4
"10",91220,"BRETIGNY SUR ORGE","A1122",1
"11",91220,"BRETIGNY SUR ORGE","A1124",1
"12",29120,"ST JEAN TROLIMON","A1125",1
"13",29120,"ST JEAN TROLIMON","A1131",1
"14",29120,"ST JEAN TROLIMON","A1132",1
"15",29120,"COMBRIT","A1133",1
"16",29120,"ST JEAN TROLIMON","A1135",1
"17",29120,"COMBRIT","A1139",1
"18",29120,"ST JEAN TROLIMON","A1140",1
"19",29120,"ST JEAN TROLIMON","A1146",1
"20",29120,"ST JEAN TROLIMON","A1159",1
"21",29120,"COMBRIT","A1161",1
"22",91220,"LE PLESSIS PATE","A1184",1
"23",22400,"HENANSAL","A1185",1
"24",29120,"ST JEAN TROLIMON","A1191",1
"25",91220,"LE PLESSIS PATE","A1199",2
"26",93310,"LE PRE-SAINT-GERVAIS","A12",1
"27",29120,"COMBRIT","A1201",1
"28",93310,"LE PRE-SAINT-GERVAIS","A121",1
"29",93250,"VILLEMOMBLE","A121",7
"30",91220,"LE PLESSIS PATE","A1214",1
"31",77230,"DAMMARTIN-EN-GOELE","A1266",2
"32",13100,"LE THOLONET","A1285",1
"33",29120,"ST JEAN TROLIMON","A1292",1
"34",92140,"CLAMART","A133",1
"35",13100,"LE THOLONET","A1345",2
"36",29120,"COMBRIT","A1360",1
"37",22400,"LAMBALLE-ARMOR","A1361",2
"38",29120,"COMBRIT","A1364",1
"39",29120,"COMBRIT","A1368",1
"40",29120,"COMBRIT","A1423",1
"41",29120,"COMBRIT","A1424",1
"42",29120,"COMBRIT","A1464",1
"43",29120,"COMBRIT","A1466",1
"44",29120,"COMBRIT","A1468",1
"45",85000,"MOUILLERON-LE-CAPTIF","A1515",2
"46",85000,"MOUILLERON-LE-CAPTIF","A1518",1
"47",93700,"DRANCY","A152",1
"48",22400,"LAMBALLE-ARMOR","A1542",1
"49",22400,"LAMBALLE-ARMOR","A1543",1
"50",22400,"LAMBALLE-ARMOR","A1548",1
"51",29120,"COMBRIT","A1610",1
"52",29120,"COMBRIT","A1611",1
"53",29120,"COMBRIT","A1614",1
"54",29120,"COMBRIT","A1616",1
"55",77230,"DAMMARTIN-EN-GOELE","A1638",3
"56",29120,"COMBRIT","A1641",1
"57",22400,"LAMBALLE-ARMOR","A1654",1
"58",22400,"LAMBALLE-ARMOR","A1658",2
"59",22400,"LAMBALLE-ARMOR","A1676",1
"60",77230,"VILLENEUVE SOUS DAMMARTIN","A168",4
"61",22400,"LAMBALLE-ARMOR","A1687",1
"62",77230,"DAMMARTIN-EN-GOELE","A1689",1
"63",77230,"VILLENEUVE SOUS DAMMARTIN","A169",1
"64",77230,"DAMMARTIN-EN-GOELE","A1690",1
"65",22400,"LAMBALLE-ARMOR","A1690",1
"66",22400,"LAMBALLE-ARMOR","A1691",1
"67",22400,"LAMBALLE-ARMOR","A1692",1
"68",22400,"LAMBALLE-ARMOR","A1693",1
"69",22400,"LAMBALLE-ARMOR","A1694",1
"70",22400,"LAMBALLE-ARMOR","A1695",1
"71",22400,"LAMBALLE-ARMOR","A1696",1
"72",22400,"LAMBALLE-ARMOR","A1697",1
"73",22400,"LAMBALLE-ARMOR","A1698",1
"74",22400,"LAMBALLE-ARMOR","A1699",1
"75",22400,"QUINTENIC","A17",1
"76",93310,"LE PRE-SAINT-GERVAIS","A170",1
"77",77230,"VILLENEUVE SOUS DAMMARTIN","A170",1
"78",22400,"LAMBALLE-ARMOR","A1700",1
"79",22400,"LAMBALLE-ARMOR","A1701",1
"80",22400,"LAMBALLE-ARMOR","A1702",1
"81",22400,"LAMBALLE-ARMOR","A1703",1
"82",22400,"LAMBALLE-ARMOR","A1704",1
"83",22400,"LAMBALLE-ARMOR","A1705",1
"84",22400,"LAMBALLE-ARMOR","A1706",1
"85",22400,"LAMBALLE-ARMOR","A1707",1
"86",22400,"LAMBALLE-ARMOR","A1708",1
"87",22400,"LAMBALLE-ARMOR","A1709",1
"88",22400,"LAMBALLE-ARMOR","A1710",1
"89",22400,"LAMBALLE-ARMOR","A1711",1
"90",22400,"LAMBALLE-ARMOR","A1712",1
"91",22400,"LAMBALLE-ARMOR","A1713",1
"92",22400,"LAMBALLE-ARMOR","A1714",1
"93",94000,"CRETEIL","A172",4
"94",77230,"VILLENEUVE SOUS DAMMARTIN","A173",1
"95",93700,"DRANCY","A174",1
"96",55100,"SAMOGNEUX","A174",6
"97",13100,"LE THOLONET","A1758",3
"98",13100,"LE THOLONET","A1761",1
"99",93250,"VILLEMOMBLE","A19",1
"100",55100,"SAMOGNEUX","A190",1
"101",93310,"LE PRE-SAINT-GERVAIS","A21",10
"102",93140,"BONDY","A212",3
"103",77230,"DAMMARTIN-EN-GOELE","A2141",3
"104",60440,"BOISSY FRESNOY","A221",1
"105",93140,"BONDY","A224",10
"106",29120,"COMBRIT","A23",1
"107",93800,"EPINAY SUR SEINE","A23",3
"108",60440,"BOISSY FRESNOY","A230",1
"109",13100,"LE THOLONET","A2340",1
"110",13100,"LE THOLONET","A2448",8
"111",29120,"COMBRIT","A2500",1
"112",29120,"COMBRIT","A2532",1
"113",29120,"COMBRIT","A2533",1
"114",29120,"COMBRIT","A2535",1
"115",29120,"COMBRIT","A2536",1
"116",29120,"COMBRIT","A2538",1
"117",29120,"COMBRIT","A2539",1
"118",93310,"LE PRE-SAINT-GERVAIS","A27",4
"119",60440,"BOISSY FRESNOY","A271",1
"120",93140,"BONDY","A287",1
"121",94320,"THIAIS","A29",2
"122",55100,"BELRUPT EN VERDUNOIS","A314",1
"123",77820,"CHATILLON-LA-BORDE","A348",1
"124",77820,"CHATILLON-LA-BORDE","A350",2
"125",93140,"BONDY","A38",2
"126",42300,"MABLY","A413",1
"127",91220,"BRETIGNY SUR ORGE","A448",2
"128",91220,"BRETIGNY SUR ORGE","A458",3
"129",94000,"CRETEIL","A46",2
"130",91220,"BRETIGNY SUR ORGE","A460",2
"131",93310,"LE PRE-SAINT-GERVAIS","A47",4
"132",94320,"THIAIS","A47",1
"133",91220,"BRETIGNY SUR ORGE","A472",1
"134",77820,"CHATILLON-LA-BORDE","A48",3
"135",42300,"MABLY","A489",2
"136",93800,"EPINAY SUR SEINE","A49",4
"137",22400,"QUINTENIC","A538",1
"138",93250,"VILLEMOMBLE","A56",3
"139",77820,"ECRENNES (LES)","A566",1
"140",77820,"ECRENNES (LES)","A570",1
"141",22400,"QUINTENIC","A589",1
"142",22400,"QUINTENIC","A608",1
"143",77820,"CHATILLON-LA-BORDE","A609",1
"144",22400,"QUINTENIC","A611",1
"145",22400,"QUINTENIC","A612",1
"146",77820,"CHATILLON-LA-BORDE","A613",1
"147",22400,"QUINTENIC","A614",1
"148",22400,"QUINTENIC","A615",1
"149",60440,"BOISSY FRESNOY","A635",1
"150",29120,"PONT L ABBE","A660",1
"151",60440,"BOISSY FRESNOY","A683",1
"152",93700,"DRANCY","A72",2
"153",22400,"LAMBALLE-ARMOR","A72",1
"154",91220,"LE PLESSIS PATE","A737",1
"155",77230,"VILLENEUVE SOUS DAMMARTIN","A742",1
"156",77230,"VILLENEUVE SOUS DAMMARTIN","A754",1
"157",77230,"VILLENEUVE SOUS DAMMARTIN","A756",1
"158",13100,"LE THOLONET","A783",1
"159",29120,"PONT L ABBE","A795",3
"160",29120,"PONT L ABBE","A796",1
"161",29120,"PONT L ABBE","A798",1
"162",29120,"PONT L ABBE","A799",1
"163",93250,"VILLEMOMBLE","A8",2
"164",55100,"BELRUPT EN VERDUNOIS","A839",1
"165",55100,"BELRUPT EN VERDUNOIS","A840",1
"166",55100,"BELRUPT EN VERDUNOIS","A841",1
"167",55100,"BELRUPT EN VERDUNOIS","A843",1
"168",29120,"PONT L ABBE","A853",1
"169",55100,"MARRE","A893",1
"170",93250,"VILLEMOMBLE","A91",1
"171",93310,"LE PRE-SAINT-GERVAIS","A92",2
"172",94000,"CRETEIL","A93",6
"173",93310,"LE PRE-SAINT-GERVAIS","A94",2
"174",94000,"CRETEIL","A95",4
"175",93700,"DRANCY","A95",3
"176",93800,"EPINAY SUR SEINE","A95",3
"177",93310,"LE PRE-SAINT-GERVAIS","A95",3
"178",93800,"EPINAY SUR SEINE","A97",3
"179",55100,"SAMOGNEUX","A99",1
"180",55100,"BELRUPT EN VERDUNOIS","A992",1
"181",75020,"PARIS 20","AA100",2
"182",75020,"PARIS 20","AA107",3
"183",75012,"PARIS 12","AA13",1
"184",55100,"VACHERAUVILLE","AA13",1
"185",75012,"PARIS 12","AA14",4
"186",29120,"PLOMEUR","AA149",2
"187",75012,"PARIS 12","AA17",2
"188",75012,"PARIS 12","AA19",4
"189",91080,"EVRY-COURCOURONNES","AA197",1
"190",75012,"PARIS 12","AA21",4
"191",55100,"VERDUN","AA217",1
"192",55100,"VERDUN","AA230",1
"193",55100,"VERDUN","AA231",1
"194",60440,"OGNES","AA235",1
"195",60440,"OGNES","AA238",1
"196",75012,"PARIS 12","AA29",8
"197",75012,"PARIS 12","AA33",15
"198",75012,"PARIS 12","AA37",1
"199",75012,"PARIS 12","AA4",1
"200",75020,"PARIS 20","AA40",2
"201",75012,"PARIS 12","AA41",2
"202",75020,"PARIS 20","AA45",1
"203",75020,"PARIS 20","AA48",1
"204",75012,"PARIS 12","AA50",2
"205",75012,"PARIS 12","AA52",2
"206",91080,"EVRY-COURCOURONNES","AA62",1
"207",75012,"PARIS 12","AA63",2
"208",91080,"EVRY-COURCOURONNES","AA66",1
"209",75012,"PARIS 12","AA70",3
"210",75020,"PARIS 20","AA73",2
"211",75012,"PARIS 12","AA74",1
"212",75020,"PARIS 20","AA79",3
"213",55100,"VACHERAUVILLE","AA83",1
"214",75020,"PARIS 20","AA85",1
"215",55100,"BELRUPT EN VERDUNOIS","AA87",1
"216",75012,"PARIS 12","AA9",3
"217",75020,"PARIS 20","AA98",2
"218",75020,"PARIS 20","AB10",1
"219",13100,"AIX EN PROVENCE","AB100",1
"220",55100,"VERDUN","AB100",3
"221",91800,"BRUNOY","AB101",2
"222",93160,"NOISY-LE-GRAND","AB101",83
"223",93160,"NOISY-LE-GRAND","AB1020",2
"224",93800,"EPINAY SUR SEINE","AB105",1
"225",13100,"AIX EN PROVENCE","AB106",1
"226",94320,"THIAIS","AB106",4
"227",55100,"BELRUPT EN VERDUNOIS","AB107",4
"228",92130,"ISSY-LES-MOULINEAUX","AB107",3
"229",42300,"ROANNE","AB108",4
"230",60440,"OGNES","AB11",1
"231",75012,"PARIS 12","AB11",7
"232",75015,"PARIS 15","AB11",1
"233",92140,"CLAMART","AB111",1
"234",29120,"PLOMEUR","AB111",1
"235",42300,"ROANNE","AB111",2
"236",95870,"BEZONS","AB114",4
"237",75015,"ISSY-LES-MOULINEAUX","AB114",2
"238",77230,"DAMMARTIN-EN-GOELE","AB115",3
"239",95870,"BEZONS","AB117",2
"240",77230,"DAMMARTIN-EN-GOELE","AB117",2
"241",91220,"BRETIGNY SUR ORGE","AB119",1
"242",22400,"LAMBALLE-ARMOR","AB119",6
"243",91800,"BRUNOY","AB12",2
"244",75015,"ISSY-LES-MOULINEAUX","AB12",2
"245",17132,"MESCHERS-SUR-GIRONDE","AB12",4
"246",29120,"PLOMEUR","AB120",1
"247",77230,"ROUVRES","AB121",1
"248",92130,"ISSY-LES-MOULINEAUX","AB125",12
"249",42300,"ROANNE","AB125",1
"250",93700,"DRANCY","AB126",1
"251",22400,"LAMBALLE-ARMOR","AB127",2
"252",22400,"SAINT-ALBAN","AB127",1
"253",42300,"ROANNE","AB128",2
"254",22400,"LAMBALLE-ARMOR","AB129",1
"255",29120,"PLOMEUR","AB129",1
"256",42300,"ROANNE","AB129",2
"257",13100,"AIX EN PROVENCE","AB130",1
"258",92230,"GENNEVILLIERS","AB130",2
"259",29120,"PLOMEUR","AB130",1
"260",22400,"LAMBALLE-ARMOR","AB131",1
"261",94000,"CRETEIL","AB132",1
"262",95880,"ENGHIEN LES BAINS","AB132",1
"263",93250,"VILLEMOMBLE","AB132",3
"264",42300,"ROANNE","AB133",5
"265",77230,"DAMMARTIN-EN-GOELE","AB135",2
"266",42300,"ROANNE","AB137",1
"267",91800,"BRUNOY","AB140",1
"268",22400,"LAMBALLE-ARMOR","AB142",1
"269",22400,"LAMBALLE-ARMOR","AB143",2
"270",91080,"EVRY-COURCOURONNES","AB149",1
"271",95880,"ENGHIEN LES BAINS","AB150",1
"272",92130,"ISSY-LES-MOULINEAUX","AB150",3
"273",13100,"AIX EN PROVENCE","AB154",2
"274",55100,"VERDUN","AB155",3
"275",91800,"BRUNOY","AB156",6
"276",93160,"NOISY-LE-GRAND","AB157",1
"277",13100,"AIX EN PROVENCE","AB16",1
"278",95870,"BEZONS","AB160",1
"279",75015,"ISSY-LES-MOULINEAUX","AB161",3
"280",22400,"NOYAL","AB161",2
"281",55100,"BELRUPT EN VERDUNOIS","AB162",2
"282",91800,"BRUNOY","AB162",3
"283",94320,"THIAIS","AB162",1
"284",92130,"ISSY-LES-MOULINEAUX","AB163",3
"285",77230,"DAMMARTIN-EN-GOELE","AB164",1
"286",55100,"VERDUN","AB164",7
"287",22400,"SAINT-DENOUAL","AB166",1
"288",91220,"LE PLESSIS PATE","AB168",2
"289",22400,"SAINT-DENOUAL","AB168",1
"290",55100,"CHARNY SUR MEUSE","AB17",4
"291",92130,"ISSY-LES-MOULINEAUX","AB17",4
"292",75012,"PARIS 12","AB17",2
"293",93160,"NOISY-LE-GRAND","AB171",2
"294",91080,"EVRY-COURCOURONNES","AB172",1
"295",55100,"BELRUPT EN VERDUNOIS","AB174",2
"296",91000,"EVRY-COURCOURONNES","AB175",6
"297",91000,"EVRY-COURCOURONNES","AB176",1
"298",91000,"EVRY-COURCOURONNES","AB177",2
"299",91080,"EVRY-COURCOURONNES","AB178",1
"300",13100,"AIX EN PROVENCE","AB179",1
"301",94320,"THIAIS","AB179",2
"302",13100,"AIX EN PROVENCE","AB180",1
"303",42300,"ROANNE","AB180",1
"304",42300,"ROANNE","AB181",7
"305",42300,"ROANNE","AB182",4
"306",42300,"ROANNE","AB184",2
"307",92230,"GENNEVILLIERS","AB187",1
"308",29120,"ST JEAN TROLIMON","AB187",1
"309",94320,"THIAIS","AB187",1
"310",95880,"ENGHIEN LES BAINS","AB19",1
"311",92230,"GENNEVILLIERS","AB190",1
"312",95880,"ENGHIEN LES BAINS","AB191",3
"313",42300,"ROANNE","AB193",5
"314",91800,"BRUNOY","AB194",3
"315",92230,"GENNEVILLIERS","AB194",1
"316",95880,"ENGHIEN LES BAINS","AB198",2
"317",91220,"LE PLESSIS PATE","AB198",3
"318",75012,"PARIS 12","AB2",1
"319",92130,"ISSY-LES-MOULINEAUX","AB20",2
"320",95880,"ENGHIEN LES BAINS","AB203",4
"321",77230,"VINANTES","AB203",1
"322",95880,"ENGHIEN LES BAINS","AB204",2
"323",95880,"ENGHIEN LES BAINS","AB207",3
"324",95880,"ENGHIEN LES BAINS","AB209",2
"325",42300,"ROANNE","AB21",1
"326",29120,"ST JEAN TROLIMON","AB211",1
"327",42300,"ROANNE","AB212",3
"328",29120,"ST JEAN TROLIMON","AB212",1
"329",22400,"SAINT-ALBAN","AB213",3
"330",95880,"ENGHIEN LES BAINS","AB214",1
"331",42300,"ROANNE","AB215",4
"332",92000,"NANTERRE","AB216",3
"333",22400,"LAMBALLE-ARMOR","AB217",1
"334",55100,"BELLERAY","AB221",2
"335",77230,"DAMMARTIN-EN-GOELE","AB222",1
"336",13100,"AIX EN PROVENCE","AB223",2
"337",91000,"EVRY-COURCOURONNES","AB223",1
"338",95880,"ENGHIEN LES BAINS","AB227",3
"339",42300,"ROANNE","AB229",4
"340",91220,"LE PLESSIS PATE","AB235",2
"341",55100,"BELLERAY","AB236",2
"342",95880,"ENGHIEN LES BAINS","AB236",3
"343",22400,"NOYAL","AB238",2
"344",75012,"PARIS 12","AB24",3
"345",93160,"NOISY-LE-GRAND","AB240",1
"346",91000,"EVRY-COURCOURONNES","AB241",3
"347",77230,"ROUVRES","AB25",2
"348",29120,"ST JEAN TROLIMON","AB251",1
"349",13100,"BEAURECUEIL","AB252",1
"350",95880,"ENGHIEN LES BAINS","AB253",1
"351",92000,"NANTERRE","AB258",1
"352",13100,"AIX EN PROVENCE","AB259",1
"353",55100,"HAUDAINVILLE","AB26",1
"354",77230,"MOUSSY-LE-VIEUX","AB261",5
"355",22400,"LANDEHEN","AB262",1
"356",93160,"NOISY-LE-GRAND","AB262",2
"357",42300,"ROANNE","AB262",5
"358",92230,"GENNEVILLIERS","AB263",2
"359",13100,"AIX EN PROVENCE","AB265",1
"360",22400,"LANDEHEN","AB265",1
"361",42300,"ROANNE","AB266",2
"362",13100,"AIX EN PROVENCE","AB268",2
"363",75015,"PARIS 15","AB27",1
"364",92230,"GENNEVILLIERS","AB272",1
"365",42300,"ROANNE","AB272",2
"366",77230,"DAMMARTIN-EN-GOELE","AB275",1
"367",42300,"ROANNE","AB275",2
"368",77230,"DAMMARTIN-EN-GOELE","AB276",1
"369",77230,"DAMMARTIN-EN-GOELE","AB277",1
"370",22400,"LAMBALLE-ARMOR","AB278",2
"371",95870,"BEZONS","AB28",1
"372",91080,"EVRY-COURCOURONNES","AB28",1
"373",92130,"ISSY-LES-MOULINEAUX","AB28",2
"374",93160,"NOISY-LE-GRAND","AB280",1
"375",91800,"BRUNOY","AB283",2
"376",77230,"DAMMARTIN-EN-GOELE","AB283",8
"377",75015,"PARIS 15","AB29",9
"378",93160,"NOISY-LE-GRAND","AB290",1
"379",42300,"ROANNE","AB290",6
"380",13100,"AIX EN PROVENCE","AB291",1
"381",42300,"ROANNE","AB291",4
"382",22400,"LAMBALLE-ARMOR","AB294",1
"383",91220,"LE PLESSIS PATE","AB297",4
"384",13100,"AIX EN PROVENCE","AB3",1
"385",42300,"ROANNE","AB300",8
"386",13100,"AIX EN PROVENCE","AB302",8
"387",13100,"AIX EN PROVENCE","AB304",2
"388",22400,"LANDEHEN","AB307",1
"389",22400,"LANDEHEN","AB308",1
"390",13100,"AIX EN PROVENCE","AB310",1
"391",13100,"AIX EN PROVENCE","AB311",1
"392",13100,"AIX EN PROVENCE","AB312",1
"393",13100,"AIX EN PROVENCE","AB314",3
"394",13100,"AIX EN PROVENCE","AB316",1
"395",85000,"ROCHE SUR YON (LA)","AB320",2
"396",95870,"BEZONS","AB325",8
"397",42300,"ROANNE","AB33",3
"398",13100,"AIX EN PROVENCE","AB332",1
"399",95880,"ENGHIEN LES BAINS","AB334",8
"400",42300,"ROANNE","AB334",2
"401",93160,"NOISY-LE-GRAND","AB335",4
"402",91800,"BOUSSY-SAINT-ANTOINE","AB336",1
"403",13100,"AIX EN PROVENCE","AB338",2
"404",93160,"NOISY-LE-GRAND","AB339",2
"405",13100,"AIX EN PROVENCE","AB34",1
"406",13100,"AIX EN PROVENCE","AB341",3
"407",93160,"NOISY-LE-GRAND","AB347",2
"408",60440,"BOISSY FRESNOY","AB349",1
"409",95880,"ENGHIEN LES BAINS","AB351",2
"410",77230,"VINANTES","AB351",1
"411",77230,"VINANTES","AB352",2
"412",93160,"NOISY-LE-GRAND","AB357",10
"413",60440,"BOISSY FRESNOY","AB366",4
"414",42300,"ROANNE","AB374",1
"415",13100,"AIX EN PROVENCE","AB376",1
"416",42300,"ROANNE","AB378",1
"417",42300,"ROANNE","AB379",1
"418",91800,"BRUNOY","AB381",1
"419",42300,"ROANNE","AB385",5
"420",91800,"BRUNOY","AB387",4
"421",95870,"BEZONS","AB390",10
"422",42300,"ROANNE","AB391",7
"423",95880,"ENGHIEN LES BAINS","AB394",1
"424",13100,"AIX EN PROVENCE","AB396",3
"425",77820,"CHATELET-EN-BRIE (LE)","AB398",1
"426",95880,"ENGHIEN LES BAINS","AB399",2
"427",91080,"EVRY-COURCOURONNES","AB40",1
"428",13100,"AIX EN PROVENCE","AB401",1
"429",13100,"AIX EN PROVENCE","AB403",1
"430",42300,"ROANNE","AB41",2
"431",93160,"NOISY-LE-GRAND","AB411",1
"432",13100,"AIX EN PROVENCE","AB415",3
"433",77230,"MOUSSY-LE-VIEUX","AB419",1
"434",42300,"ROANNE","AB419",3
"435",13100,"AIX EN PROVENCE","AB42",1
"436",75015,"PARIS 15","AB42",4
"437",77820,"CHATELET-EN-BRIE (LE)","AB421",1
"438",91800,"BRUNOY","AB422",4
"439",42300,"ROANNE","AB43",2
"440",13100,"AIX EN PROVENCE","AB430",5
"441",91800,"BRUNOY","AB437",4
"442",42300,"ROANNE","AB439",1
"443",95870,"BEZONS","AB44",3
"444",75015,"PARIS 15","AB44",4
"445",42300,"ROANNE","AB44",1
"446",91800,"BRUNOY","AB440",6
"447",77820,"CHATELET-EN-BRIE (LE)","AB440",1
"448",42300,"ROANNE","AB441",3
"449",13100,"AIX EN PROVENCE","AB443",1
"450",42300,"ROANNE","AB444",1
"451",55100,"CHARNY SUR MEUSE","AB46",2
"452",91800,"BRUNOY","AB464",3
"453",92130,"ISSY-LES-MOULINEAUX","AB47",5
"454",75012,"PARIS 12","AB47",1
"455",75015,"PARIS 15","AB47",2
"456",60440,"BOISSY FRESNOY","AB474",2
"457",17132,"MESCHERS-SUR-GIRONDE","AB474",1
"458",92130,"ISSY-LES-MOULINEAUX","AB48",4
"459",93160,"NOISY-LE-GRAND","AB482",2
"460",75015,"PARIS 15","AB49",2
"461",42300,"ROANNE","AB49",7
"462",60440,"BOISSY FRESNOY","AB495",1
"463",60440,"BOISSY FRESNOY","AB497",1
"464",93700,"DRANCY","AB5",90
"465",75020,"PARIS 20","AB50",2
"466",95870,"BEZONS","AB509",1
"467",75015,"PARIS 15","AB51",4
"468",42300,"ROANNE","AB514",5
"469",77230,"MOUSSY-LE-VIEUX","AB522",1
"470",77230,"MOUSSY-LE-VIEUX","AB523",1
"471",77230,"MOUSSY-LE-VIEUX","AB524",1
"472",77230,"MOUSSY-LE-VIEUX","AB527",1
"473",91000,"EVRY-COURCOURONNES","AB53",11
"474",42300,"ROANNE","AB534",1
"475",42300,"ROANNE","AB536",3
"476",94320,"THIAIS","AB54",5
"477",95880,"ENGHIEN LES BAINS","AB551",9
"478",75020,"PARIS 20","AB56",20
"479",95880,"ENGHIEN LES BAINS","AB565",5
"480",42300,"ROANNE","AB569",21
"481",92000,"NANTERRE","AB57",5
"482",75015,"PARIS 15","AB57",2
"483",42300,"ROANNE","AB570",1
"484",22400,"LAMBALLE-ARMOR","AB571",1
"485",95870,"BEZONS","AB572",1
"486",75015,"PARIS 15","AB58",3
"487",22400,"LAMBALLE-ARMOR","AB580",1
"488",95880,"ENGHIEN LES BAINS","AB584",3
"489",22400,"LAMBALLE-ARMOR","AB587",5
"490",75015,"PARIS 15","AB6",1
"491",42300,"ROANNE","AB6",1
"492",13100,"AIX EN PROVENCE","AB60",1
"493",95870,"BEZONS","AB600",1
"494",13100,"AIX EN PROVENCE","AB61",1
"495",22400,"LAMBALLE-ARMOR","AB615",2
"496",13100,"AIX EN PROVENCE","AB63",1
"497",75015,"PARIS 15","AB63",1
"498",22400,"LANDEHEN","AB64",1
"499",75020,"PARIS 20","AB64",2
"500",13100,"AIX EN PROVENCE","AB65",1
"501",29120,"PLOMEUR","AB66",1
"502",29120,"PLOMEUR","AB67",1
"503",22400,"LAMBALLE-ARMOR","AB685",1
"504",93160,"NOISY-LE-GRAND","AB695",1
"505",91220,"LE PLESSIS PATE","AB7",2
"506",77230,"JUILLY","AB70",1
"507",75012,"PARIS 12","AB70",2
"508",42300,"ROANNE","AB71",4
"509",13100,"AIX EN PROVENCE","AB72",1
"510",75012,"PARIS 12","AB72",2
"511",91000,"EVRY-COURCOURONNES","AB73",3
"512",29120,"ST JEAN TROLIMON","AB73",1
"513",94320,"THIAIS","AB75",1
"514",42300,"ROANNE","AB76",5
"515",42300,"ROANNE","AB77",2
"516",95870,"BEZONS","AB785",1
"517",95870,"BEZONS","AB786",1
"518",95870,"BEZONS","AB797",2
"519",75020,"PARIS 20","AB8",2
"520",13100,"BEAURECUEIL","AB80",1
"521",22400,"SAINT-DENOUAL","AB80",1
"522",94600,"CHOISY-LE-ROI","AB82",2
"523",13100,"BEAURECUEIL","AB83",3
"524",94320,"THIAIS","AB83",2
"525",13100,"BEAURECUEIL","AB84",1
"526",13100,"BEAURECUEIL","AB85",1
"527",91080,"EVRY-COURCOURONNES","AB86",1
"528",55100,"VERDUN","AB86",1
"529",22400,"SAINT-DENOUAL","AB87",2
"530",22400,"SAINT-DENOUAL","AB89",1
"531",75015,"PARIS 15","AB9",2
"532",55100,"VERDUN","AB9",1
"533",95870,"BEZONS","AB90",2
"534",22400,"SAINT-DENOUAL","AB90",1
"535",94320,"THIAIS","AB92",5
"536",22400,"SAINT-DENOUAL","AB93",4
"537",77820,"CHATELET-EN-BRIE (LE)","AB94",2
"538",75012,"PARIS 12","AB94",2
"539",29120,"ST JEAN TROLIMON","AB95",2
"540",55100,"VERDUN","AB95",2
"541",93160,"NOISY-LE-GRAND","AB959",2
"542",93160,"NOISY-LE-GRAND","AB96",220
"543",29120,"ST JEAN TROLIMON","AB96",1
"544",93160,"NOISY-LE-GRAND","AB967",9
"545",13100,"AIX EN PROVENCE","AB98",1
"546",13100,"AIX EN PROVENCE","AB99",1
"547",13100,"AIX EN PROVENCE","AC1",3
"548",75020,"PARIS 20","AC10",3
"549",13100,"AIX EN PROVENCE","AC100",1
"550",17132,"MESCHERS-SUR-GIRONDE","AC1029",1
"551",60440,"BOISSY FRESNOY","AC103",1
"552",60440,"BOISSY FRESNOY","AC104",1
"553",93160,"NOISY-LE-GRAND","AC1043",2
"554",93160,"NOISY-LE-GRAND","AC1054",1
"555",93160,"NOISY-LE-GRAND","AC1061",3
"556",92130,"ISSY-LES-MOULINEAUX","AC11",19
"557",92000,"NANTERRE","AC11",3
"558",42300,"ROANNE","AC112",2
"559",95870,"BEZONS","AC1165",1
"560",95870,"BEZONS","AC1178",1
"561",29120,"PONT L ABBE","AC119",2
"562",75020,"PARIS 20","AC12",2
"563",60440,"CHEVREVILLE","AC120",2
"564",75020,"PARIS 20","AC121",5
"565",51100,"REIMS","AC122",1
"566",91220,"LE PLESSIS PATE","AC123",1
"567",17132,"MESCHERS-SUR-GIRONDE","AC1241",1
"568",13100,"AIX EN PROVENCE","AC125",1
"569",22400,"LAMBALLE-ARMOR","AC125",4
"570",95870,"BEZONS","AC1280",1
"571",17132,"MESCHERS-SUR-GIRONDE","AC1292",1
"572",75020,"PARIS 20","AC13",3
"573",91800,"BRUNOY","AC135",6
"574",17132,"MESCHERS-SUR-GIRONDE","AC1354",1
"575",55100,"DUGNY SUR MEUSE","AC136",1
"576",77230,"DAMMARTIN-EN-GOELE","AC138",2
"577",75020,"PARIS 20","AC14",2
"578",60440,"BOISSY FRESNOY","AC141",1
"579",60440,"BOISSY FRESNOY","AC144",1
"580",55100,"CHARNY SUR MEUSE","AC144",8
"581",95880,"ENGHIEN LES BAINS","AC144",3
"582",13100,"SAINT-MARC-JAUMEGARDE","AC144",1
"583",95880,"ENGHIEN LES BAINS","AC145",1
"584",93160,"NOISY-LE-GRAND","AC145",1
"585",13100,"SAINT-MARC-JAUMEGARDE","AC145",1
"586",91000,"EVRY-COURCOURONNES","AC147",1
"587",13100,"SAINT-MARC-JAUMEGARDE","AC147",1
"588",60440,"BOISSY FRESNOY","AC148",1
"589",13100,"SAINT-MARC-JAUMEGARDE","AC149",1
"590",17132,"MESCHERS-SUR-GIRONDE","AC1496",1
