"","X","cp","ville","cle","montantMoyen","montantCourt","dpt","nb"
"15359",15359,94000,"CRETEIL","A172",359115,35.9115,"94",4
"15360",15360,94000,"CRETEIL","A46",410000,41,"94",2
"15361",15361,94000,"CRETEIL","A93",442098.5,44.20985,"94",6
"15362",15362,94000,"CRETEIL","A95",216000,21.6,"94",4
"15363",15363,94000,"CRETEIL","AB132",334000,33.4,"94",1
"15364",15364,94000,"CRETEIL","AE173",74000,7.4,"94",4
"15365",15365,94000,"CRETEIL","AE183",285000,28.5,"94",4
"15366",15366,94000,"CRETEIL","AE24",390000,39,"94",2
"15367",15367,94000,"CRETEIL","AF1",215000,21.5,"94",2
"15368",15368,94000,"CRETEIL","AF131",327000,32.7,"94",2
"15369",15369,94000,"CRETEIL","AF33",140550,14.055,"94",1
"15370",15370,94000,"CRETEIL","AF48",165000,16.5,"94",6
"15371",15371,94000,"CRETEIL","AF49",244000,24.4,"94",6
"15372",15372,94000,"CRETEIL","AF75",19000,1.9,"94",1
"15373",15373,94000,"CRETEIL","AG141",169370.5,16.93705,"94",4
"15374",15374,94000,"CRETEIL","AG148",396505.86,39.650586,"94",8
"15375",15375,94000,"CRETEIL","AG156",330833.333333333,33.0833333333333,"94",6
"15376",15376,94000,"CRETEIL","AG157",188400,18.84,"94",6
"15377",15377,94000,"CRETEIL","AG18",210000,21,"94",3
"15378",15378,94000,"CRETEIL","AH136",281000,28.1,"94",1
"15379",15379,94000,"CRETEIL","AH137",10000,1,"94",1
"15380",15380,94000,"CRETEIL","AH20",105000,10.5,"94",2
"15381",15381,94000,"CRETEIL","AH37",181500,18.15,"94",7
"15382",15382,94000,"CRETEIL","AH57",220000,22,"94",2
"15383",15383,94000,"CRETEIL","AI123",172500,17.25,"94",6
"15384",15384,94000,"CRETEIL","AJ181",137199,13.7199,"94",2
"15385",15385,94000,"CRETEIL","AJ185",271952.631578947,27.1952631578947,"94",38
"15386",15386,94000,"CRETEIL","AJ407",288218.181818182,28.8218181818182,"94",11
"15387",15387,94000,"CRETEIL","AJ411",2101794.61935484,210.179461935484,"94",31
"15388",15388,94000,"CRETEIL","AJ412",11152016.255814,1115.2016255814,"94",86
"15389",15389,94000,"CRETEIL","AL298",167914.5,16.79145,"94",4
"15390",15390,94000,"CRETEIL","AL308",2e+05,20,"94",2
"15391",15391,94000,"CRETEIL","AL309",168000,16.8,"94",4
"15392",15392,94000,"CRETEIL","AL329",151500,15.15,"94",4
"15393",15393,94000,"CRETEIL","AL350",185000,18.5,"94",4
"15394",15394,94000,"CRETEIL","AM178",233942.5,23.39425,"94",4
"15395",15395,94000,"CRETEIL","AO101",190000,19,"94",2
"15396",15396,94000,"CRETEIL","AO106",194000,19.4,"94",4
"15397",15397,94000,"CRETEIL","AO73",4381500,438.15,"94",1
"15398",15398,94000,"CRETEIL","AO78",550000,55,"94",1
"15399",15399,94000,"CRETEIL","AO90",216216.666666667,21.6216666666667,"94",9
"15400",15400,94000,"CRETEIL","AO96",230000,23,"94",2
"15401",15401,94000,"CRETEIL","AP323",221750,22.175,"94",3
"15402",15402,94000,"CRETEIL","AP382",2188000,218.8,"94",1
"15403",15403,94000,"CRETEIL","AP414",3e+05,30,"94",1
"15404",15404,94000,"CRETEIL","AP439",221000,22.1,"94",2
"15405",15405,94000,"CRETEIL","AP473",9500,0.95,"94",1
"15406",15406,94000,"CRETEIL","AP474",181000,18.1,"94",3
"15407",15407,94000,"CRETEIL","AP475",172640,17.264,"94",2
"15408",15408,94000,"CRETEIL","AP513",223180,22.318,"94",5
"15409",15409,94000,"CRETEIL","AP543",315000,31.5,"94",1
"15410",15410,94000,"CRETEIL","AP608",192200,19.22,"94",2
"15411",15411,94000,"CRETEIL","AQ246",151702,15.1702,"94",4
"15412",15412,94000,"CRETEIL","AS19",170000,17,"94",2
"15413",15413,94000,"CRETEIL","AS197",221000,22.1,"94",6
"15414",15414,94000,"CRETEIL","AS47",204200,20.42,"94",2
"15415",15415,94000,"CRETEIL","AS48",215050,21.505,"94",1
"15416",15416,94000,"CRETEIL","AT172",216139,21.6139,"94",2
"15417",15417,94000,"CRETEIL","AT176",110569.5,11.05695,"94",4
"15418",15418,94000,"CRETEIL","AU21",171210,17.121,"94",8
"15419",15419,94000,"CRETEIL","AV31",186000,18.6,"94",2
