"","X","cp","ville","cle","montantMoyen","montantCourt","dpt","nb"
"7426",7426,75012,"PARIS 12","AA13",166070,16.607,"75",1
"7427",7427,75012,"PARIS 12","AA14",223500,22.35,"75",4
"7428",7428,75012,"PARIS 12","AA17",310500,31.05,"75",2
"7429",7429,75012,"PARIS 12","AA19",1250000,125,"75",4
"7430",7430,75012,"PARIS 12","AA21",319375,31.9375,"75",4
"7431",7431,75012,"PARIS 12","AA29",537831.25,53.783125,"75",8
"7432",7432,75012,"PARIS 12","AA33",385733.333333333,38.5733333333333,"75",15
"7433",7433,75012,"PARIS 12","AA37",193000,19.3,"75",1
"7434",7434,75012,"PARIS 12","AA4",6e+05,60,"75",1
"7435",7435,75012,"PARIS 12","AA41",420000,42,"75",2
"7436",7436,75012,"PARIS 12","AA50",540300,54.03,"75",2
"7437",7437,75012,"PARIS 12","AA52",350000,35,"75",2
"7438",7438,75012,"PARIS 12","AA63",184312.9,18.43129,"75",2
"7439",7439,75012,"PARIS 12","AA70",549300,54.93,"75",3
"7440",7440,75012,"PARIS 12","AA74",270000,27,"75",1
"7441",7441,75012,"PARIS 12","AA9",510706.666666667,51.0706666666667,"75",3
"7442",7442,75012,"PARIS 12","AB11",358000,35.8,"75",7
"7443",7443,75012,"PARIS 12","AB17",585000,58.5,"75",2
"7444",7444,75012,"PARIS 12","AB2",234000,23.4,"75",1
"7445",7445,75012,"PARIS 12","AB24",670000,67,"75",3
"7446",7446,75012,"PARIS 12","AB47",88000,8.8,"75",1
"7447",7447,75012,"PARIS 12","AB70",802500,80.25,"75",2
"7448",7448,75012,"PARIS 12","AB72",1247900,124.79,"75",2
"7449",7449,75012,"PARIS 12","AB94",398000,39.8,"75",2
"7450",7450,75012,"PARIS 12","AC16",281000,28.1,"75",5
"7451",7451,75012,"PARIS 12","AC19",263724,26.3724,"75",2
"7452",7452,75012,"PARIS 12","AC21",195000,19.5,"75",1
"7453",7453,75012,"PARIS 12","AC24",386700,38.67,"75",4
"7454",7454,75012,"PARIS 12","AC29",3e+05,30,"75",2
"7455",7455,75012,"PARIS 12","AC41",150000,15,"75",2
"7456",7456,75012,"PARIS 12","AC65",494818.75,49.481875,"75",16
"7457",7457,75012,"PARIS 12","AC7",230000,23,"75",2
"7458",7458,75012,"PARIS 12","AC73",392333.333333333,39.2333333333333,"75",6
"7459",7459,75012,"PARIS 12","AC75",254807,25.4807,"75",2
"7460",7460,75012,"PARIS 12","AC77",1025000,102.5,"75",2
"7461",7461,75012,"PARIS 12","AD20",109000,10.9,"75",3
"7462",7462,75012,"PARIS 12","AD25",384816.75,38.481675,"75",8
"7463",7463,75012,"PARIS 12","AD29",199800,19.98,"75",2
"7464",7464,75012,"PARIS 12","AD65",314314.285714286,31.4314285714286,"75",7
"7465",7465,75012,"PARIS 12","AD68",429241.666666667,42.9241666666667,"75",6
"7466",7466,75012,"PARIS 12","AD82",169665,16.9665,"75",4
"7467",7467,75012,"PARIS 12","AD9",138500,13.85,"75",2
"7468",7468,75012,"PARIS 12","AE10",231600,23.16,"75",2
"7469",7469,75012,"PARIS 12","AE11",48625,4.8625,"75",4
"7470",7470,75012,"PARIS 12","AE15",75000,7.5,"75",1
"7471",7471,75012,"PARIS 12","AE17",166183.333333333,16.6183333333333,"75",6
"7472",7472,75012,"PARIS 12","AE18",212980,21.298,"75",1
"7473",7473,75012,"PARIS 12","AE31",490000,49,"75",2
"7474",7474,75012,"PARIS 12","AE36",475000,47.5,"75",1
"7475",7475,75012,"PARIS 12","AE42",22000,2.2,"75",1
"7476",7476,75012,"PARIS 12","AE46",6e+05,60,"75",2
"7477",7477,75012,"PARIS 12","AE52",475700,47.57,"75",2
"7478",7478,75012,"PARIS 12","AE60",440000,44,"75",2
"7479",7479,75012,"PARIS 12","AE64",31000,3.1,"75",1
"7480",7480,75012,"PARIS 12","AH11",2000,0.2,"75",2
"7481",7481,75012,"PARIS 12","AH16",8000,0.8,"75",1
"7482",7482,75012,"PARIS 12","AH19",659750,65.975,"75",8
"7483",7483,75012,"PARIS 12","AH20",305625,30.5625,"75",8
"7484",7484,75012,"PARIS 12","AH23",1040000,104,"75",1
"7485",7485,75012,"PARIS 12","AH29",332733.333333333,33.2733333333333,"75",3
"7486",7486,75012,"PARIS 12","AH31",7500,0.75,"75",1
"7487",7487,75012,"PARIS 12","AH39",435000,43.5,"75",1
"7488",7488,75012,"PARIS 12","AH4",40000,4,"75",1
"7489",7489,75012,"PARIS 12","AH54",45000,4.5,"75",1
"7490",7490,75012,"PARIS 12","AH58",485000,48.5,"75",2
"7491",7491,75012,"PARIS 12","AI1",5e+05,50,"75",1
"7492",7492,75012,"PARIS 12","AI103",116295,11.6295,"75",1
"7493",7493,75012,"PARIS 12","AI105",226000,22.6,"75",1
"7494",7494,75012,"PARIS 12","AI113",790000,79,"75",3
"7495",7495,75012,"PARIS 12","AI117",248000,24.8,"75",1
"7496",7496,75012,"PARIS 12","AI126",220000,22,"75",1
"7497",7497,75012,"PARIS 12","AI13",601571.428571429,60.1571428571429,"75",7
"7498",7498,75012,"PARIS 12","AI14",471833.333333333,47.1833333333333,"75",3
"7499",7499,75012,"PARIS 12","AI142",488150,48.815,"75",1
"7500",7500,75012,"PARIS 12","AI149",796830,79.683,"75",2
"7501",7501,75012,"PARIS 12","AI15",285000,28.5,"75",1
"7502",7502,75012,"PARIS 12","AI152",85933.3333333333,8.59333333333333,"75",6
"7503",7503,75012,"PARIS 12","AI156",27666.6666666667,2.76666666666667,"75",3
"7504",7504,75012,"PARIS 12","AI16",28000,2.8,"75",2
"7505",7505,75012,"PARIS 12","AI2",255725,25.5725,"75",2
"7506",7506,75012,"PARIS 12","AI3",560000,56,"75",2
"7507",7507,75012,"PARIS 12","AI43",310000,31,"75",2
"7508",7508,75012,"PARIS 12","AI46",328000,32.8,"75",2
"7509",7509,75012,"PARIS 12","AI58",708000,70.8,"75",3
"7510",7510,75012,"PARIS 12","AI6",125500,12.55,"75",2
"7511",7511,75012,"PARIS 12","AI64",820000,82,"75",1
"7512",7512,75012,"PARIS 12","AI7",345773.333333333,34.5773333333333,"75",6
"7513",7513,75012,"PARIS 12","AI70",629480,62.948,"75",5
"7514",7514,75012,"PARIS 12","AI74",248000,24.8,"75",2
"7515",7515,75012,"PARIS 12","AI8",764000,76.4,"75",2
