"","code_commune_ref","reconstitution_code_commune","id_brut_bv_reu","id","geo_adresse","geo_type","geo_score","longitude","latitude","api_line","nb_bv_commune","nb_adresses"
"15499121","95199",1,"95199_1","95199_0595_00001","1 Allée des Noisetiers 95330 Domont","housenumber",0.96,2.333096,49.028482,"BANG",10,1
"15499122","95199",1,"95199_1","95199_0600_00001","1 Allée Normande 95330 Domont","housenumber",0.96,2.333402,49.030587,"BANG",10,1
"15499123","95199",1,"95199_1","95199_0373_00001","1 Avenue du 8 mai 1945 95330 Domont","housenumber",0.96,2.329329,49.028086,"BANG",10,1
"15499124","95199",1,"95199_1","95199_0400_00001","1 Avenue Jean Jaurés 95330 Domont","housenumber",0.97,2.33035,49.029774,"BANG",10,1
"15499125","95199",1,"95199_1","95199_0385_00001","1 Rue Jacques Prévert 95330 Domont","housenumber",0.96,2.337265,49.0305,"BANG",10,1
"15499126","95199",1,"95199_1","95199_0530_00001","1 Rue Maxime Ménard 95330 Domont","housenumber",0.96,2.331563,49.030135,"BANG",10,2
"15499127","95199",1,"95199_1","95199_0750_00001","1 Rue Robert Meunier 95330 Domont","housenumber",0.96,2.328737,49.025862,"BANG",10,2
"15499128","95199",1,"95199_1","95199_0820_00001","1 Rue Victor Hugo 95330 Domont","housenumber",0.96,2.328955,49.027976,"BANG",10,1
"15499129","95199",1,"95199_1","95199_0520_00010","10 Allée des Marlières 95330 Domont","housenumber",0.96,2.332256,49.031274,"BANG",10,1
"15499130","95199",1,"95199_1","95199_0790_00010","10 Allée des Tilleuls 95330 Domont","housenumber",0.96,2.330586,49.031083,"BANG",10,1
"15499131","95199",1,"95199_1","95199_0360_00010","10 Avenue Glandaz 95330 Domont","housenumber",0.96,2.328866,49.028798,"BANG",10,1
"15499132","95199",1,"95199_1","95199_0010_00010","10 Rue Albert Meunier 95330 Domont","housenumber",0.96,2.328524,49.026112,"BANG",10,1
"15499133","95199",1,"95199_1","95199_0070_00010","10 Rue Bergonié 95330 Domont","housenumber",0.96,2.329534,49.030526,"BANG",10,1
"15499134","95199",1,"95199_1","95199_0380_00010","10 Rue de l'Indépendance 95330 Domont","housenumber",0.96,2.333443,49.028761,"BANG",10,1
"15499135","95199",1,"95199_1","95199_0530_00010","10 Rue Maxime Ménard 95330 Domont","housenumber",0.96,2.331447,49.030867,"BANG",10,1
"15499136","95199",1,"95199_1","95199_0170_00100","100 Rue du Chemin Vert 95330 Domont","housenumber",0.97,2.332159,49.029739,"BANG",10,1
"15499137","95199",1,"95199_1","95199_0170_00102","102 Rue du Chemin Vert 95330 Domont","housenumber",0.97,2.332218,49.029819,"BANG",10,1
"15499138","95199",1,"95199_1","95199_0170_00104","104 Rue du Chemin Vert 95330 Domont","housenumber",0.97,2.332277,49.029898,"BANG",10,1
"15499139","95199",1,"95199_1","95199_0170_00106","106 Rue du Chemin Vert 95330 Domont","housenumber",0.97,2.332337,49.029978,"BANG",10,1
"15499140","95199",1,"95199_1","95199_0170_00108","108 Rue du Chemin Vert 95330 Domont","housenumber",0.97,2.332402,49.030065,"BANG",10,1
"15499141","95199",1,"95199_1","95199_0830_00010_bis","10bis Rue Voltaire 95330 Domont","housenumber",0.96,2.32808,49.027883,"BANG",10,1
"15499142","95199",1,"95199_1","95199_0520_00011","11 Allée des Marlières 95330 Domont","housenumber",0.96,2.332157,49.031288,"BANG",10,1
"15499143","95199",1,"95199_1","95199_0400_00011","11 Avenue Jean Jaurés 95330 Domont","housenumber",0.97,2.332727,49.030325,"BANG",10,1
"15499144","95199",1,"95199_1","95199_0380_00011","11 Rue de l'Indépendance 95330 Domont","housenumber",0.96,2.332898,49.029061,"BANG",10,1
"15499145","95199",1,"95199_1","95199_0385_00011","11 Rue Jacques Prévert 95330 Domont","housenumber",0.96,2.337579,49.030622,"BANG",10,2
"15499146","95199",1,"95199_1","95199_0530_00011","11 Rue Maxime Ménard 95330 Domont","housenumber",0.96,2.331366,49.030844,"BANG",10,1
"15499147","95199",1,"95199_1","95199_0830_00011","11 Rue Voltaire 95330 Domont","housenumber",0.96,2.328615,49.027859,"BANG",10,1
"15499148","95199",1,"95199_1","95199_0790_00011_bis","11bis Allée des Tilleuls 95330 Domont","housenumber",0.96,2.329935,49.031309,"BANG",10,1
"15499149","95199",1,"95199_1","95199_0520_00012","12 Allée des Marlières 95330 Domont","housenumber",0.96,2.332289,49.03125,"BANG",10,1
"15499150","95199",1,"95199_1","95199_0790_00012","12 Allée des Tilleuls 95330 Domont","housenumber",0.96,2.330543,49.031192,"BANG",10,1
"15499151","95199",1,"95199_1","95199_0360_00012","12 Avenue Glandaz 95330 Domont","housenumber",0.96,2.329127,49.028953,"BANG",10,1
"15499152","95199",1,"95199_1","95199_0010_00012","12 Rue Albert Meunier 95330 Domont","housenumber",0.96,2.328415,49.026273,"BANG",10,1
"15499153","95199",1,"95199_1","95199_0070_00012","12 Rue Bergonié 95330 Domont","housenumber",0.96,2.329498,49.030625,"BANG",10,1
"15499154","95199",1,"95199_1","95199_0380_00012","12 Rue de l'Indépendance 95330 Domont","housenumber",0.96,2.333594,49.028694,"BANG",10,1
"15499155","95199",1,"95199_1","95199_0200_00012","12 Rue des Coquelicots 95330 Domont","housenumber",0.96,2.328964,49.032477,"BANG",10,1
"15499156","95199",1,"95199_1","95199_0530_00012","12 Rue Maxime Ménard 95330 Domont","housenumber",0.96,2.331405,49.031011,"BANG",10,1
"15499157","95199",1,"95199_1","95199_0520_00013","13 Allée des Marlières 95330 Domont","housenumber",0.96,2.332116,49.031541,"BANG",10,1
"15499158","95199",1,"95199_1","95199_0380_00013","13 Rue de l'Indépendance 95330 Domont","housenumber",0.96,2.333017,49.029017,"BANG",10,1
"15499159","95199",1,"95199_1","95199_0530_00013","13 Rue Maxime Ménard 95330 Domont","housenumber",0.96,2.331323,49.030995,"BANG",10,1
"15499160","95199",1,"95199_1","95199_0520_00014","14 Allée des Marlières 95330 Domont","housenumber",0.96,2.332173,49.031703,"BANG",10,1
"15499161","95199",1,"95199_1","95199_0790_00014","14 Allée des Tilleuls 95330 Domont","housenumber",0.96,2.330525,49.031302,"BANG",10,1
"15499162","95199",1,"95199_1","95199_0770_00014","14 Allée Sainte-Thérèse 95330 Domont","housenumber",0.96,2.334029,49.029563,"BANG",10,2
"15499163","95199",1,"95199_1","95199_0400_00014","14 Avenue Jean Jaurés 95330 Domont","housenumber",0.97,2.33264,49.030186,"BANG",10,1
"15499164","95199",1,"95199_1","95199_0010_00014","14 Rue Albert Meunier 95330 Domont","housenumber",0.96,2.328467,49.026337,"BANG",10,1
"15499165","95199",1,"95199_1","95199_0070_00014","14 Rue Bergonié 95330 Domont","housenumber",0.96,2.329467,49.03071,"BANG",10,1
"15499166","95199",1,"95199_1","95199_0380_00014","14 Rue de l'Indépendance 95330 Domont","housenumber",0.96,2.333719,49.028637,"BANG",10,1
"15499167","95199",1,"95199_1","95199_0200_00014","14 Rue des Coquelicots 95330 Domont","housenumber",0.96,2.328948,49.032582,"BANG",10,1
"15499168","95199",1,"95199_1","95199_0830_00014","14 Rue Voltaire 95330 Domont","housenumber",0.96,2.328173,49.027877,"BANG",10,1
"15499169","95199",1,"95199_1","95199_0520_00015","15 Allée des Marlières 95330 Domont","housenumber",0.96,2.331952,49.031729,"BANG",10,1
"15499170","95199",1,"95199_1","95199_0400_00015","15 Avenue Jean Jaurés 95330 Domont","housenumber",0.97,2.333556,49.030607,"BANG",10,1
"15499171","95199",1,"95199_1","95199_0380_00015","15 Rue de l'Indépendance 95330 Domont","housenumber",0.96,2.333089,49.028986,"BANG",10,2
"15499172","95199",1,"95199_1","95199_0530_00015","15 Rue Maxime Ménard 95330 Domont","housenumber",0.96,2.331299,49.031089,"BANG",10,1
"15499173","95199",1,"95199_1","95199_0520_00016","16 Allée des Marlières 95330 Domont","housenumber",0.96,2.332132,49.031918,"BANG",10,1
"15499174","95199",1,"95199_1","95199_0010_00016","16 Rue Albert Meunier 95330 Domont","housenumber",0.96,2.328594,49.026302,"BANG",10,1
"15499175","95199",1,"95199_1","95199_0070_00016","16 Rue Bergonié 95330 Domont","housenumber",0.96,2.329425,49.030825,"BANG",10,1
"15499176","95199",1,"95199_1","95199_0480_00016","16 Rue de la Mairie 95330 Domont","housenumber",0.97,2.326587,49.02609,"BANG",10,1
