"Code","LIB","mono","enf","Dipl","voit"
"18126","Levet",11.9,7.1,5,93
"18127","Lignières",6.6,3.9,7.5,85.1
"18128","Limeux",9.1,0,2.4,95.7
"18129","Lissay-Lochy",6.7,6.7,3.9,98.8
"18130","Loye-sur-Arnon",5.3,10.3,3.8,93.6
"18131","Lugny-Bourbonnais",0,0,0,100
"18132","Lugny-Champagne",0,11.1,3.4,94.4
"18133","Lunery",8.6,11,4,90.6
"18134","Lury-sur-Arnon",15.4,5.1,5.1,85.2
"18135","Maisonnais",7.7,0,3.9,92.6
"18136","Marçais",5.3,10.5,2.9,97.1
"18137","Mareuil-sur-Arnon",35.5,3.2,3.7,89.6
"18138","Marmagne",11.6,5.5,5.2,94.1
"18139","Marseilles-lès-Aubigny",16.4,2.6,4.1,89.8
"18140","Massay",13.6,6.2,5.2,91.7
"18141","Mehun-sur-Yèvre",13.6,4.6,4.9,86.6
"18142","Meillant",4.8,4.8,7.5,93.6
"18143","Menetou-Couture",8.6,9.8,4.5,92.7
"18144","Menetou-Râtel",17.2,3.4,6.4,90
"18145","Menetou-Salon",11.3,5.2,5.7,86.6
"18146","Ménétréol-sous-Sancerre",31.2,12.5,4.8,88.2
"18147","Ménétréol-sur-Sauldre",18.2,9.1,3.7,96.9
"18148","Méreau",10.8,4.8,4.9,96.7
"18149","Méry-ès-Bois",20.4,5.3,4.8,85.4
"18150","Méry-sur-Cher",11.4,9.1,4.8,95.9
"18151","Montigny",5.3,0,4.7,89.8
"18152","Montlouis",12.5,12.5,5.7,92.3
"18153","Morlac",15.6,0,6.3,88.2
"18154","Mornay-Berry",0,10,5.4,93.4
"18155","Mornay-sur-Allier",4.4,4.4,6.6,92.4
"18156","Morogues",11.1,7.2,6.9,92.7
"18157","Morthomiers",10,6,4.9,97.8
"18158","Moulins-sur-Yèvre",9.8,7.1,3.4,98.4
"18159","Nançay",12.2,7.5,5.5,92.6
"18160","Nérondes",14.8,7.8,5.7,81.8
"18161","Neuilly-en-Dun",7.2,0,8.4,94.4
"18162","Neuilly-en-Sancerre",6.2,0,3.4,94.5
"18163","Neuvy-Deux-Clochers",12.5,0,3.6,93.3
"18164","Neuvy-le-Barrois",0,11.1,6.4,95.2
"18165","Neuvy-sur-Barangeon",9.1,4.4,6.7,90.9
"18166","Nohant-en-Goût",3.4,0,2.7,98.4
"18167","Nohant-en-Graçay",10.6,4.8,5.8,93.5
"18168","Le Noyer",0,0,3.1,95.8
"18169","Nozières",23.1,7.7,3.1,95.5
"18170","Oizon",7.1,0,6.4,95
"18171","Orcenais",12.1,5.3,7.1,97
"18172","Orval",11.9,5.9,5.9,83.8
"18173","Osmery",20,6.7,7,95.2
"18174","Osmoy",15.4,7.7,6.8,98.7
"18175","Ourouer-les-Bourdelins",10,0,4.6,83.9
"18176","Parassy",4,4,7.9,98.4
"18177","Parnay",33.3,33.3,5.3,90.9
"18178","La Perche",0,0,5.9,91.3
"18179","Pigny",3.5,7.2,4.9,97.9
"18180","Plaimpied-Givaudins",9.3,8.5,5.5,96.2
"18181","Plou",9.1,9.2,4.6,95
"18182","Poisieux",0,7.1,2.4,96
"18183","Le Pondy",10,10,6.1,95.5
"18184","Précy",23.5,5.9,3.5,94.7
"18185","Presly",21.5,14.4,4.5,91.5
"18186","Preuilly",4.1,3.2,4.4,90.9
"18187","Préveranges",15.9,2.6,8.8,85.7
"18188","Primelles",16.7,8.7,2.6,93.5
"18189","Quantilly",6.5,9.7,5.5,97.6
"18190","Quincy",7.4,5.3,3.6,95
"18191","Raymond",0,18.2,6.6,94.5
"18192","Reigny",0,7.1,8.2,92.2
"18193","Rezay",16.8,8,2.2,93.4
"18194","Rians",12.9,6.4,4.7,93.5
"18195","Sagonne",8.3,8.3,7.5,91.5
"18196","Saint-Aignan-des-Noyers",16.7,0,9.9,79.1
"18197","Saint-Amand-Montrond",17.4,6.8,7.1,77.6
"18198","Saint-Ambroix",0,4.5,6.8,93.6
"18199","Saint-Baudel",33.3,6.7,3.8,91.5
"18200","Saint-Bouize",23.4,5.5,6.8,84.3
"18201","Saint-Caprais",6.3,10.2,3.7,98.2
"18202","Saint-Céols",100,0,9.1,100
"18203","Saint-Christophe-le-Chaudry",20,0,2.7,100
"18204","Saint-Denis-de-Palin",25.5,12.9,3.1,94.1
"18205","Saint-Doulchard",14.3,6.9,5,88.4
"18206","Saint-Éloy-de-Gy",10.2,6,3.7,96.6
"18207","Saint-Florent-sur-Cher",18.3,7,5,84.2
"18208","Sainte-Gemme-en-Sancerrois",20,8,7.8,93.9
"18209","Saint-Georges-de-Poisieux",13.8,6.9,5.7,98.9
"18210","Saint-Georges-sur-la-Prée",16.3,7.7,5.8,95.9
"18211","Saint-Georges-sur-Moulon",4.6,2,4.6,95.4
"18212","Saint-Germain-des-Bois",2.6,5.4,6.7,96.8
"18213","Saint-Germain-du-Puy",16.3,6.9,5.9,88.3
"18214","Saint-Hilaire-de-Court",10.8,5.4,4.1,95.9
"18215","Saint-Hilaire-de-Gondilly",0,12.5,5.5,95.4
"18216","Saint-Hilaire-en-Lignières",7.2,3.3,6.2,95.9
"18217","Saint-Jeanvrin",22.2,0,3.1,86.4
"18218","Saint-Just",7.8,8,4.5,96.3
"18219","Saint-Laurent",6.1,6.1,3.8,98
"18220","Saint-Léger-le-Petit",0,4.6,6.9,92.4
"18221","Saint-Loup-des-Chaumes",25,5,5.7,96
"18223","Saint-Martin-d'Auxigny",10.2,7.3,5.3,94.3
"18224","Saint-Martin-des-Champs",15,4.6,5,89.5
"18225","Saint-Maur",13.3,6.7,7.7,90.5
"18226","Saint-Michel-de-Volangis",3.2,3.2,6.2,95.7
"18227","Sainte-Montaine",9.1,0,5.6,92
"18228","Saint-Outrille",7.7,0,8,85.1
"18229","Saint-Palais",5,5,5.2,95
"18230","Saint-Pierre-les-Bois",16.7,5.5,3.8,94.4
"18231","Saint-Pierre-les-Étieux",4.2,4.2,4.4,95.7
"18232","Saint-Priest-la-Marche",0,5.9,6,91.2
"18233","Saint-Satur",13.3,4.4,6.6,85.8
"18234","Saint-Saturnin",6.8,3.8,5.6,91.9
"18235","Sainte-Solange",15.1,5.5,5.1,94.9
"18236","Saint-Symphorien",0,0,8.7,98.3
"18237","Sainte-Thorette",10.5,3.4,5.7,97.5
"18238","Saint-Vitte",0,0,9.3,92.3
"18240","Sancergues",19.4,16.3,9.7,83.5
"18241","Sancerre",19.1,4.4,5.8,83.5
"18242","Sancoins",17.2,6.1,7,80
"18243","Santranges",20.4,6.7,5.1,93.2
"18244","Saugy",25,0,0,94.3
"18245","Saulzais-le-Potier",16.2,9.4,4.4,75.8
"18246","Savigny-en-Sancerre",12.3,10.8,6.3,91.5
"18247","Savigny-en-Septaine",6.8,6.9,7.5,97.2
"18248","Senneçay",0,6.3,5.3,97.2
"18249","Sens-Beaujeu",3.6,0,7.5,94.7
"18250","Serruelles",0,0,3.9,100
"18251","Sévry",0,33.3,0,96.3
"18252","Sidiailles",4.5,0,7.5,80.2
"18253","Soulangis",10.3,6.9,2.9,95.9
"18254","Soye-en-Septaine",7.5,2.4,5.2,95.7
"18255","Le Subdray",3.6,4.4,4.4,98.1
"18256","Subligny",0,10.1,4.7,89.6
"18257","Sury-près-Léré",15,10,6.8,94.1
"18258","Sury-en-Vaux",5.3,5,6.6,93
"18259","Sury-ès-Bois",10.8,0,2.2,88.6
"18260","Tendron",40,20,14.3,94.9
"18261","Thaumiers",4.5,4,4.5,90.6
"18262","Thauvenay",9.9,14.8,8.7,93.9
"18263","Thénioux",18.4,10.5,4.8,91.7
"18264","Thou",0,0,1.7,91.2
"18265","Torteron",14.9,6.4,5.2,90.7
"18266","Touchay",7.7,7.7,5.3,92.9
"18267","Trouy",6.6,4.6,4.9,95.9
"18268","Uzay-le-Venon",8.7,13,5.7,93.3
"18269","Vailly-sur-Sauldre",11.1,2.8,6,78
"18270","Vallenay",20.5,6.8,7.3,85.1
"18271","Vasselay",7.2,5.2,4,96.8
"18272","Veaugues",5.9,8.7,4.3,87
"18273","Venesmes",2.1,4,5.3,92.6
"18274","Verdigny",5.6,5.6,7.2,94.1
"18275","Vereaux",0,0,7.4,97.2
"18276","Vernais",23.1,0,4.8,96.3
"18277","Verneuil",100,0,6.2,100
"18278","Vesdun",15.1,14,3.3,76.8
"18279","Vierzon",19,9.8,5.6,77.8
"18280","Vignoux-sous-les-Aix",10.2,4,4.8,97.7
"18281","Vignoux-sur-Barangeon",11.1,7.8,4.8,95.5
"18282","Villabon",21.2,6.2,6.5,96.6
"18283","Villecelin",0,0,2.8,95.1
"18284","Villegenon",28.6,7.1,5.5,99
"18285","Villeneuve-sur-Cher",3.7,3.7,5.3,93.6
"18286","Villequiers",17.5,6,4.4,92.1
"18287","Vinon",15.8,5.2,9.2,97.1
"18288","Vorly",0,6.7,5.5,94.1
"18289","Vornay",11.1,8.3,4.5,96.3
"18290","Vouzeron",17.6,3.2,7,97.2
"19001","Affieux",12.1,0,7.1,93
"19002","Aix",4.6,9,4.8,94.1
"19003","Albignac",13.3,0,2.6,94.5
"19004","Albussac",8.7,6.5,6.5,94.2
"19005","Allassac",18.1,6.3,5.9,92.4
"19006","Alleyrat",0,0,5.1,95.7
"19007","Altillac",17.3,1.9,7.6,94.4
"19008","Ambrugeat",7.2,0,4.5,94.7
"19009","Les Angles-sur-Corrèze",11.1,0,10.6,92.3
"19010","Argentat-sur-Dordogne",19.5,4.1,8,85.2
"19011","Arnac-Pompadour",18.8,1.4,6.5,85.9
"19012","Astaillac",14.3,0,8.4,96.3
"19013","Aubazines",14.5,3.6,5.7,94.1
"19014","Auriac",7.7,0,8.1,92.7
"19015","Ayen",12.2,4.9,5.7,90.6
"19016","Bar",5.2,5.1,4.6,91.5
"19017","Bassignac-le-Bas",0,0,6.6,91.3
"19018","Bassignac-le-Haut",18.2,0,9.5,86.7
"19019","Beaulieu-sur-Dordogne",21.6,6,11.2,84.7
"19020","Beaumont",0,0,8.6,96.2
"19021","Bellechassagne",16.7,16.7,10.7,97.9
"19022","Benayes",6.7,6.5,3.4,88.6
"19023","Beynat",13.3,5.2,6.4,92.4
"19024","Beyssac",9.7,0,4.2,92.7
"19025","Beyssenac",9.1,4.5,4.9,91.5
"19026","Bilhac",0,14.5,4.7,95.6
"19027","Bonnefond",0,0,12.8,86.9
"19028","Bort-les-Orgues",19.1,4.2,7.3,79.6
"19029","Branceilles",10.5,5.2,8.2,95.2
"19030","Brignac-la-Plaine",6.5,6.5,6.4,93.1
"19031","Brive-la-Gaillarde",17.8,8.2,6.9,79.7
"19033","Bugeat",5.1,2.3,10,86.1
"19034","Camps-Saint-Mathurin-Léobazel",0,7.7,6.7,92
"19035","Chabrignac",9.1,3,5.8,94.5
"19036","Chamberet",10.8,4.2,8.1,86.8
"19037","Chamboulive",17.4,4.3,6.4,91.4
"19038","Chameyrat",7.2,2.8,7.2,93.2
"19039","Champagnac-la-Noaille",21.5,0,9.2,93.9
"19040","Champagnac-la-Prune",12.5,0,7,86.1
"19041","Chanac-les-Mines",6.7,0,5.2,93
"19042","Chanteix",15.7,5.4,5.8,93.1
"19043","La Chapelle-aux-Brocs",19.4,0,4.9,96.8
"19044","La Chapelle-aux-Saints",11.7,6.3,7.7,90.5
"19045","La Chapelle-Saint-Géraud",27.3,9.1,7.5,86.9
"19046","Chapelle-Spinasse",0,0,11.7,96.3
"19047","Chartrier-Ferrière",13,0,5.4,93.9
"19048","Le Chastang",9.2,4.3,4.8,95.5
"19049","Chasteaux",13.3,4.4,5.7,95.5
"19050","Chauffour-sur-Vell",10.3,0,8.3,94.5
"19051","Chaumeil",20,10,12.7,94.6
"19052","Chavanac",0,0,14.3,96.2
"19053","Chaveroche",20,6.7,4.5,93.9
"19054","Chenailler-Mascheix",0,7.1,6.1,98.1
"19055","Chirac-Bellevue",5.8,5.8,2.8,96.1
"19056","Clergoux",16,4,7.3,90.6
"19057","Collonges-la-Rouge",6.3,3,8.1,92.9
"19058","Combressol",5.2,8.8,5.6,94.9
"19059","Concèze",8,4,2.8,94.9
"19060","Condat-sur-Ganaveix",13,2.9,6.2,92.8
"19061","Cornil",12.3,3,5.5,91.9
"19062","Corrèze",16.9,6.9,8.8,87.1
"19063","Cosnac",7,4.4,5.6,96.9
"19064","Couffy-sur-Sarsonne",0,0,3,91.9
"19065","Courteix",25,25,4.3,92
"19066","Cublac",10.2,7.4,7.2,93.5
"19067","Curemonte",0,0,7.8,95.1
"19068","Dampniat",14,4.5,3.5,91.9
"19069","Darazac",11.1,0,7.4,94.9
"19070","Darnets",15,5,8.1,94.4
"19071","Davignac",27.5,5.7,10.1,90.6
"19072","Donzenac",9.6,5.7,4.4,92.9
"19073","Égletons",18.4,10.6,7.1,87.6
"19074","L'Église-aux-Bois",0,0,10,96.6
"19075","Espagnac",20.8,4.2,7.4,93
"19076","Espartignac",3.6,3.6,5.7,92.1
"19077","Estivals",0,12.5,0,94.5
"19078","Estivaux",8.7,4.3,5.4,95.4
"19079","Eyburie",6.7,6.7,4.7,91.1
"19080","Eygurande",8.6,5.7,7.7,81.3
"19081","Eyrein",3,3,9.1,91.3
"19082","Favars",8.6,2.9,6,96.8
"19083","Feyt",22.2,0,12.3,93.4
"19084","Forgès",11.9,4.8,11.6,88.1
"19085","Gimel-les-Cascades",22.9,6.2,7.5,95.9
"19086","Goulles",13.7,8.9,8,85.7
"19087","Gourdon-Murat",20,0,5.6,97.9
"19088","Grandsaigne",50,0,12.8,83.9
"19089","Gros-Chastang",9.1,0,5.9,90.6
"19090","Gumond",14.3,14.3,3.4,92.2
"19091","Hautefage",5,5,6,93.8
"19093","Jugeals-Nazareth",10.9,4.7,3.9,95.9
"19094","Juillac",13.8,2.8,7.6,89.9
"19095","Lacelle",12.5,0,9.2,86.7
"19096","Ladignac-sur-Rondelles",7.7,3.7,7,97.1
"19097","Lafage-sur-Sombre",0,0,7,98.6
"19098","Lagarde-Marc-la-Tour",16.5,4.7,6.1,91.7
"19099","Lagleygeolle",0,7.7,6,95.8
"19100","Lagraulière",14.9,4.2,7.3,93.6
"19101","Laguenne-sur-Avalouze",9,6.7,7.8,88.5
"19102","Lamazière-Basse",25.1,5.8,9.7,92
"19103","Lamazière-Haute",50,0,8.5,91.4
"19104","Lamongerie",0,0,8.5,98.1
"19105","Lanteuil",19.3,7.8,4.8,88.6
"19106","Lapleau",16,7.9,9,87.4
"19107","Larche",15.1,2.9,5.9,95.1
"19108","Laroche-près-Feyt",0,0,3.7,90.9
"19109","Lascaux",7.1,0,3.7,96.8
"19110","Latronche",14.3,0,1.8,91.8
"19111","Laval-sur-Luzège",0,0,1.2,92.6
"19112","Lestards",0,0,4.4,97.8
"19113","Liginiac",8.1,10.8,6.3,87.7
"19114","Lignareix",25,8.3,6.2,95.9
"19115","Ligneyrac",6.3,0,3.3,93.1
"19116","Liourdres",12.5,6.3,5.6,97.2
"19117","Lissac-sur-Couze",13.8,2,5.8,95.9
"19118","Le Lonzac",4.2,2.1,4.9,88.7
"19119","Lostanges",22.2,0,10.3,95.8
"19120","Louignac",12.5,0,6,94.1
"19121","Lubersac",15.9,3,6.8,87.4
"19122","Madranges",16.7,0,8,86.4
"19123","Malemort",13.5,6.2,5.9,92.9
"19124","Mansac",8.5,8.5,5.1,92.9
"19125","Marcillac-la-Croisille",17.6,1.9,6.8,90.2
"19126","Marcillac-la-Croze",9.1,0,3.2,94.6
"19128","Margerides",11.8,17.8,4.1,95
"19129","Masseret",16.7,4.6,6.4,87.8
"19130","Maussac",6.9,10.1,7.8,92.6
"19131","Meilhards",21.9,12.5,4.8,92.9
"19132","Ménoire",25,12.5,3.1,96.4
"19133","Mercœur",14.3,7.1,8,92.7
"19134","Merlines",17.4,0,8,80.8
"19135","Mestes",4.5,0,7.9,97.3
"19136","Meymac",17.4,8.9,8.1,89
"19137","Meyrignac-l'Église",0,0,10.2,96.8
"19138","Meyssac",13.3,4.3,6.5,85
"19139","Millevaches",0,0,5.5,86
"19140","Monceaux-sur-Dordogne",7.3,4.4,9.4,88.3
"19141","Monestier-Merlines",16.7,8.3,10.9,94.3
"19142","Monestier-Port-Dieu",0,0,3.2,98.3
"19143","Montaignac-sur-Doustre",10.2,3.2,8.4,91.8
"19144","Montgibaud",7.1,7.1,6.1,97.1
"19145","Moustier-Ventadour",7.4,7.4,6.3,94.1
"19146","Naves",9.5,5.8,6.8,94.1
"19147","Nespouls",5.3,4.3,5.5,95.4
"19148","Neuvic",13.9,5.9,6.6,89.2
"19149","Neuville",0,8.3,6.6,96.1
"19150","Noailhac",4.3,4.3,4.6,96.5
"19151","Noailles",12.9,6.5,4.5,95.5
"19152","Nonards",14.1,2.9,6.8,97.5
"19153","Objat",17.8,6.2,6.6,83.6
"19154","Orgnac-sur-Vézère",15,5,5,92.5
"19155","Orliac-de-Bar",12.5,12.5,5.8,92.4
"19156","Palazinges",0,0,5.1,93.8
"19157","Palisse",7.7,15.4,5.8,91.5
"19158","Pandrignes",9.1,9.1,7,96.5
"19159","Péret-Bel-Air",25,25,5.5,86
"19160","Pérols-sur-Vézère",9.1,0,9.8,94.1
"19161","Perpezac-le-Blanc",6.6,3,5,94
"19162","Perpezac-le-Noir",7,7.2,6.1,94
"19163","Le Pescher",23.4,6.1,3.4,95.5
"19164","Peyrelevade",5.6,0,4.9,93.7
"19165","Peyrissac",0,0,7.3,91
"19166","Pierrefitte",0,0,8.3,95.5
"19167","Confolent-Port-Dieu",0,0,0,96.3
"19168","Pradines",0,0,2.5,85.7
"19169","Puy-d'Arnac",5.6,5.5,6.5,95.7
"19170","Queyssac-les-Vignes",0,9.1,2.6,91.2
"19171","Reygade",0,0,8.8,96.3
"19172","Rilhac-Treignac",12.5,0,4.8,89.5
"19173","Rilhac-Xaintrie",11.1,0,12.4,88.7
"19174","La Roche-Canillac",11.1,0,10.3,88.2
"19175","Roche-le-Peyroux",33.3,0,4.1,97.9
"19176","Rosiers-d'Égletons",7.3,4.3,6.8,92.7
"19177","Rosiers-de-Juillac",8.3,8.3,5.8,96.3
"19178","Sadroc",13.1,4.9,4.8,95
"19179","Saillac",15.4,0,4.3,95.8
"19180","Saint-Angel",9.8,2.4,4.9,97.2
"19181","Saint-Augustin",7.7,3.8,12.7,91.2
"19182","Saint-Aulaire",15.2,5.9,7.4,92.6
"19184","Saint-Bazile-de-Meyssac",0,0,9.7,94.2
"19186","Saint-Bonnet-Elvert",0,7.1,8.1,94.3
"19187","Saint-Bonnet-la-Rivière",16,8.2,6.5,98.8
"19188","Saint-Bonnet-l'Enfantier",0,4,4.9,94.1
"19189","Saint-Bonnet-les-Tours-de-Merle",0,0,2.9,86.4
"19190","Saint-Bonnet-près-Bort",18.2,9.1,5.4,95.4
"19191","Saint-Cernin-de-Larche",7.7,4.8,7.4,96.1
"19192","Saint-Chamant",3.4,3.4,6.6,90
"19193","Saint-Cirgues-la-Loutre",27.3,0,7.5,87.8
"19194","Saint-Clément",8.5,5.4,5,93.6
"19195","Saint-Cyprien",8.7,4.3,3.7,98
"19196","Saint-Cyr-la-Roche",19.4,6.5,3.7,97
"19198","Saint-Éloy-les-Tuileries",0,14.3,7.1,89.8
"19199","Saint-Étienne-aux-Clos",20,6.7,3.7,91.5
"19200","Saint-Étienne-la-Geneste",0,0,4.4,97.4
"19201","Saint-Exupéry-les-Roches",5.6,5.4,6,91.4
"19202","Sainte-Féréole",8.8,5.5,5.5,94.1
"19203","Sainte-Fortunade",5.3,3.4,7.9,93.6
"19204","Saint-Fréjoux",11.1,5.6,7.2,96.8
"19205","Saint-Geniez-ô-Merle",20,0,10.4,89.4
"19206","Saint-Germain-Lavolps",50,0,4.1,92.1
"19207","Saint-Germain-les-Vergnes",8.6,8.6,6,93.3
"19208","Saint-Hilaire-Foissac",8.3,8.3,5.8,89.4
"19209","Saint-Hilaire-les-Courbes",0,9.1,4.3,97.6
"19210","Saint-Hilaire-Luc",0,0,12.9,94.6
"19211","Saint-Hilaire-Peyroux",8.6,7,5.1,91.1
"19212","Saint-Hilaire-Taurieux",16.7,0,2.6,84.1
"19213","Saint-Jal",4.9,6.8,7.2,92.7
"19214","Saint-Julien-aux-Bois",7.1,7.1,9,90.9
"19215","Saint-Julien-le-Pèlerin",0,0,6.8,95
"19216","Saint-Julien-le-Vendômois",11.7,5.6,7.5,91.4
"19217","Saint-Julien-Maumont",10,0,3.9,89.9
"19219","Sainte-Marie-Lapanouze",0,0,0,95.5
"19220","Saint-Martial-de-Gimel",14.8,3.7,7.6,94.2
"19221","Saint-Martial-Entraygues",25,0,11.3,90
"19222","Saint-Martin-la-Méanne",9.1,0,9.4,92
"19223","Saint-Martin-Sepert",5,0,7.5,93.6
"19225","Saint-Merd-de-Lapleau",10,10,5.8,89.3
"19226","Saint-Merd-les-Oussines",22.2,0,6.1,90.3
"19227","Saint-Mexant",3.6,3.6,4.7,95.5
"19228","Saint-Pantaléon-de-Lapleau",25,0,3.7,94.1
"19229","Saint-Pantaléon-de-Larche",12.7,4.7,6.6,96.1
"19230","Saint-Pardoux-Corbier",0,3.8,4.1,92.9
"19231","Saint-Pardoux-la-Croisille",7.7,0,5.2,92
"19232","Saint-Pardoux-le-Neuf",16.7,0,4.6,94.6
"19233","Saint-Pardoux-le-Vieux",5.6,5.6,5.7,94.5
"19234","Saint-Pardoux-l'Ortigier",10.7,3.6,5.8,94.9
"19235","Saint-Paul",6.2,6.2,6.8,92
"19236","Saint-Priest-de-Gimel",10,3.3,8.5,92.7
"19237","Saint-Privat",10.9,5.5,7.2,89.1
"19238","Saint-Rémy",0,0,5.6,93.3
"19239","Saint-Robert",9.5,4.4,3.6,91.7
"19240","Saint-Salvadour",11.2,10.2,7.1,96.9
"19241","Saint-Setiers",0,0,5.6,93.8
"19242","Saint-Solve",14.2,10.3,4.5,96.2
"19243","Saint-Sornin-Lavolps",3.5,3.4,4,92.7
"19244","Saint-Sulpice-les-Bois",0,16.7,3.1,97.3
"19245","Saint-Sylvain",22.2,22.2,12,90
"19246","Saint-Viance",12.3,5.8,6.4,95.2
"19247","Saint-Victour",21.4,7.1,5.4,96.4
"19248","Saint-Ybard",13.3,2.2,6.3,92.2
"19249","Saint-Yrieix-le-Déjalat",9.7,4.8,3.9,88.6
"19250","Salon-la-Tour",5.2,2.7,7.7,88.9
"19251","Sarran",12.5,0,7.2,93.4
"19252","Sarroux - Saint Julien",12.1,7.8,6.1,96.5
"19253","Segonzac",0,0,5,92.1
"19254","Ségur-le-Château",8.3,0,6.2,91.6
"19255","Seilhac",7.9,4,6.5,91.7
"19256","Sérandon",18.1,4.3,7,92.5
"19257","Sérilhac",12.6,6.1,5.2,84.4
"19258","Servières-le-Château",17.7,10.1,7.1,83.5
"19259","Sexcles",6.7,0,7,95
"19260","Sioniac",14,0,7.2,95.4
"19261","Sornac",10.7,0,5,87.1
"19262","Soudaine-Lavinadière",0,0,7.8,94.7
"19263","Soudeilles",6.3,0,4.2,94.5
"19264","Soursac",2.8,0,6.8,87.9
"19265","Tarnac",33.8,0,5,89.7
"19266","Thalamy",16.7,0,5.6,95
"19268","Toy-Viam",0,0,9.1,76.2
"19269","Treignac",9.4,3.1,5.8,89.2
"19270","Troche",5.9,5.9,7.9,92.5
"19271","Tudeils",40.1,0,5.6,92
"19272","Tulle",19.3,6.2,7.5,79.6
"19273","Turenne",10.2,4.1,4,94.1
"19274","Ussac",6.8,4.1,4.9,96
"19275","Ussel",11.1,8.3,6.3,85.1
"19276","Uzerche",12.1,5.1,13.8,85
"19277","Valiergues",11.1,0,8.6,94.1
"19278","Varetz",9.3,6.9,5.3,94.8
"19279","Vars-sur-Roseix",12.5,0,5.3,97.6
"19280","Végennes",16.7,8.3,7.6,93.9
"19281","Veix",0,0,15.9,87.8
"19283","Veyrières",20,0,8.9,93.5
"19284","Viam",50,0,11.3,93.7
"19285","Vigeois",10.9,4.7,7,89.5
"19286","Vignols",3,6.1,6.5,89.5
"19287","Vitrac-sur-Montane",12.6,12.2,11,90
"19288","Voutezac",2.9,4.4,7.5,89.8
"19289","Yssandon",8.8,3.7,5.1,94.4
"21001","Agencourt",3.7,6.9,3.7,97.3
"21002","Agey",5.7,11.2,5.9,94.7
"21003","Ahuy",17,5,4.8,92.4
"21004","Aignay-le-Duc",15.4,0,4.3,82.2
"21005","Aiserey",7,7.4,6,94.3
"21006","Aisey-sur-Seine",30,10,1.4,90.1
"21007","Aisy-sous-Thil",16.7,8.3,7.5,94.9
"21008","Alise-Sainte-Reine",9.1,8.9,3.9,89.9
"21009","Allerey",0,10,8.3,92
"21010","Aloxe-Corton",0,12.5,3.6,93.7
"21011","Ampilly-les-Bordes",0,0,9.1,90
"21012","Ampilly-le-Sec",4.6,4.3,5.1,91.7
"21013","Ancey",7.7,3.8,3.3,98.3
"21014","Antheuil",0,0,5.5,97.1
"21015","Antigny-la-Ville",20,0,2.9,94.9
"21016","Arceau",5.2,5.2,2.9,96.4
"21017","Arcenant",6.1,5.8,6.4,98
"21018","Arcey",0,0,4.5,100
"21020","Arconcey",8.3,16.7,5.9,94.7
"21021","Arc-sur-Tille",8.4,4.2,4.1,96.7
"21022","Argilly",12.9,10.2,2.7,99
"21023","Arnay-le-Duc",13.5,2.6,7.1,79.3
"21024","Arnay-sous-Vitteaux",0,14.3,10.3,97.9
"21025","Arrans",0,25,5.5,93.5
"21026","Asnières-en-Montagne",9.1,0,4.2,95
"21027","Asnières-lès-Dijon",7.2,11.5,6.3,97.8
"21028","Athée",11.6,7,3.7,93.4
"21029","Athie",0,0,3.9,93.5
"21030","Aubaine",0,0,7.4,97.9
"21031","Aubigny-en-Plaine",3.1,6.4,2.6,99
"21032","Aubigny-la-Ronce",9.1,0,3.7,90.9
"21033","Aubigny-lès-Sombernon",0,11.1,10.3,97
"21034","Autricourt",11.1,22.2,4.7,95.3
"21035","Auvillars-sur-Saône",5.6,5.5,3,96
"21036","Auxant",0,0,3.4,90.9
"21037","Auxey-Duresses",0,0,4.9,93.6
"21038","Auxonne",19.2,11.7,6.6,83.7
"21039","Avelanges",0,0,3,85
"21040","Avosnes",0,20,4.7,91.7
"21041","Avot",0,8.3,3.6,96.1
"21042","Bagnot",11.1,0,6.2,95.5
"21043","Baigneux-les-Juifs",9.1,18.2,6.6,77.1
"21044","Balot",0,0,6.2,97.7
"21045","Barbirey-sur-Ouche",7.1,0,5.6,94.2
"21046","Bard-le-Régulier",50,0,3.7,88.6
"21047","Bard-lès-Époisses",0,0,3.4,85.3
"21048","Barges",10.2,7.7,5.1,97.4
"21049","Barjon",0,0,0,89.5
"21050","Baubigny",0,14.3,5.7,93.4
"21051","Baulme-la-Roche",0,0,5.4,90.9
"21052","Beaulieu",0,0,0,100
"21053","Beaumont-sur-Vingeanne",16.7,0,5.1,94.4
"21054","Beaune",17.4,7,5.6,81.6
"21055","Beaunotte",0,0,0,77.8
"21056","Beire-le-Châtel",10.6,13.1,3.8,97.9
"21057","Beire-le-Fort",9.5,4.8,2.4,94.5
"21058","Belan-sur-Ource",12.6,0,1,86.3
"21059","Bellefond",5.2,5.2,4.1,98.1
"21060","Belleneuve",8,7.6,5.6,95.8
"21061","Bellenod-sur-Seine",0,0,3.8,100
"21062","Bellenot-sous-Pouilly",7.6,7.1,5.9,93.1
"21063","Beneuvre",14.3,0,3.8,95.5
"21064","Benoisey",0,0,2.5,91.1
"21065","Bessey-en-Chaume",14.3,0,4,91.1
"21066","Bessey-la-Cour",0,0,4.1,96.4
"21067","Bessey-lès-Cîteaux",6.8,6.8,4.6,96.7
"21068","Beurey-Bauguay",40,20,5,95.7
"21069","Beurizot",16.7,16.7,5.8,92
"21070","Bévy",25,12.5,8.9,93.2
"21071","Bèze",9.1,8.4,5.3,93.8
"21072","Bézouotte",0,0,1.7,77.6
"21074","Billey",18.8,6.2,5.9,96.1
