"Code","LIB","mono","enf","Dipl","voit"
"69256","Vaulx-en-Velin",23,26.4,4.7,73.4
"69257","Vaux-en-Beaujolais",7.9,7.2,14.6,95.8
"69258","Vauxrenard",21.1,10.5,17,97.7
"69259","Vénissieux",23.6,21.5,5.6,71.8
"69260","Vernaison",12.1,10.6,4.4,92.3
"69261","Vernay",0,20,2.2,95.8
"69263","Villechenève",13.9,9,5,92.8
"69264","Villefranche-sur-Saône",22.7,15,5.9,78.6
"69265","Ville-sur-Jarnioux",6.7,8.6,6.1,97.8
"69266","Villeurbanne",19.6,12,4.5,62.8
"69267","Villié-Morgon",9.7,10.5,4.5,94
"69268","Vourles",16.4,9.9,4.6,96
"69269","Yzeron",14.7,8.5,4.1,95.5
"69270","Chaponnay",12.5,6.9,4.6,96
"69271","Chassieu",14.5,10.4,4.6,93.4
"69272","Communay",9.3,6.5,4.6,95.4
"69273","Corbas",14.8,11.2,4.6,93.1
"69275","Décines-Charpieu",19.2,13.2,5.4,83.5
"69276","Feyzin",21,12.9,5.3,86.3
"69277","Genas",10.4,7.1,4,94.1
"69278","Genay",14.3,10.9,4.4,93
"69279","Jonage",9.9,8.8,5.1,95.5
"69280","Jons",9.8,8.7,4.6,96.5
"69281","Marennes",9.6,5.4,3.4,95.6
"69282","Meyzieu",15.6,12.7,4.8,90.2
"69283","Mions",15,11,4.9,91.7
"69284","Montanay",11.6,10.6,3.1,96.6
"69285","Pusignan",14.2,12.4,4.7,96.8
"69286","Rillieux-la-Pape",22.4,18.8,5.5,77.9
"69287","Saint-Bonnet-de-Mure",11.5,9.2,4.6,94.8
"69288","Saint-Laurent-de-Mure",12.4,10.3,5.5,94.9
"69289","Saint-Pierre-de-Chandieu",13.6,7.5,5.6,95.7
"69290","Saint-Priest",17.4,15,5.1,84.2
"69291","Saint-Symphorien-d'Ozon",19.2,8.1,4.2,92.8
"69292","Sathonay-Camp",15.4,10.4,5.7,86.8
"69293","Sathonay-Village",10.9,9.9,4.6,96.9
"69294","Sérézin-du-Rhône",8.7,8.5,4.2,94.5
"69295","Simandres",9,6,4.6,96.6
"69296","Solaize",8,7.4,4.5,93.9
"69297","Ternay",10.9,8.5,4.3,94.8
"69298","Toussieu",12,9.3,3.7,95.1
"69299","Colombier-Saugnieu",11.8,7.5,5.6,96.2
"70001","Abelcourt",13.1,4.2,5.1,95.7
"70002","Aboncourt-Gesincourt",13.4,0,4.7,90.9
"70003","Achey",0,0,5.9,96.8
"70004","Adelans-et-le-Val-de-Bithaine",0,10.5,8.2,96.9
"70005","Aillevans",12.5,12.5,5,96.7
"70006","Aillevillers-et-Lyaumont",17.2,6.9,7.5,89.8
"70007","Ailloncourt",10.5,10.5,7.9,97.6
"70008","Ainvelle",20,0,5.4,91.5
"70009","Aisey-et-Richecourt",0,0,1.3,91.3
"70010","Alaincourt",12.5,0,9.4,94
"70011","Amage",10.5,10.5,6.1,91
"70012","Amance",29.8,12.7,6.9,88.5
"70013","Ambiévillers",25,0,12.7,90
"70014","Amblans-et-Velotte",4.3,8.6,3,95.6
"70015","Amoncourt",16.5,5.3,3.2,91.4
"70016","Amont-et-Effreney",9.1,9.1,5,92.6
"70017","Anchenoncourt-et-Chazel",13.3,6.6,6.5,91.6
"70018","Ancier",12.9,9.6,9.1,95.7
"70019","Andelarre",11.1,11.1,3.8,100
"70020","Andelarrot",7.1,7.1,5.6,96.8
"70021","Andornay",23.1,7.7,4.8,93.6
"70022","Angirey",25,12.5,3.9,95.2
"70023","Anjeux",10,10,8.7,95.5
"70024","Apremont",24,12,8.2,94.7
"70025","Arbecey",13.3,6.7,3.8,93.3
"70026","Arc-lès-Gray",15.7,8.7,6.2,82
"70027","Argillières",0,0,5.7,91.2
"70028","Aroz",0,12.5,4.3,100
"70029","Arpenans",21.5,13.6,2.9,92.4
"70030","Arsans",0,0,2.8,85
"70031","Athesans-Étroitefontaine",12.5,10,7.5,94.5
"70032","Attricourt",50,0,2.7,95.7
"70035","Augicourt",10,0,5.5,90.5
"70036","Aulx-lès-Cromary",12.5,0,5.1,92.8
"70037","Autet",13.3,0,8.9,91.5
"70038","Authoison",11.1,11.1,7.2,92.3
"70039","Autoreille",5,15,4.3,94.9
"70040","Autrey-lès-Cerre",0,6.7,6.9,97.9
"70041","Autrey-lès-Gray",25,4.2,9.6,94.1
"70042","Autrey-le-Vay",33.3,33.3,9.2,89.2
"70043","Auvet-et-la-Chapelotte",7.7,15.4,5,90
"70044","Auxon",3.8,3.8,5.9,94.2
"70045","Avrigney-Virey",8,8,4.4,94.9
"70046","Les Aynans",4.9,10.3,6.4,89.6
"70047","Baignes",28.6,28.6,11.4,95.7
"70048","Bard-lès-Pesmes",11.1,0,10.6,92.1
"70049","Barges",20,20,9.1,89.7
"70050","La Barre",0,0,2.7,95.1
"70051","La Basse-Vaivre",66.7,0,8.8,90.9
"70052","Bassigney",12.5,0,4.1,89.8
"70053","Les Bâties",20,20,4.6,79.4
"70054","Battrans",13.3,13.3,8.1,95.9
"70055","Baudoncourt",16.7,6.7,5.3,92.2
"70056","Baulay",0,5.3,5.6,85.6
"70057","Bay",0,11.1,5.8,98.3
"70058","Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur",5.7,9.2,6,93.9
"70059","Beaumotte-Aubertans",17.2,10.3,4.7,97.4
"70060","Beaumotte-lès-Pin",0,11.8,7.3,96
"70061","Belfahy",0,20,5.5,96
"70062","Belmont",0,12.5,3.9,96.7
"70063","Belonchamp",25,0,2.9,88.3
"70064","Belverne",12.5,25,4.7,95
"70065","Besnans",0,0,8.8,85.3
"70066","Betaucourt",12.5,12.5,6.3,90.4
"70067","Betoncourt-lès-Brotte",0,12.5,1.2,93.9
"70069","Betoncourt-Saint-Pancras",0,0,7.5,83.3
"70070","Betoncourt-sur-Mance",0,0,10.3,94.7
"70071","Beulotte-Saint-Laurent",0,0,6.3,90
"70072","Beveuge",20,20,9.1,94.7
"70074","Blondefontaine",31.2,0,8.9,89.8
"70075","Bonboillon",16.7,8.3,6.9,97.2
"70076","Bonnevent-Velloreille",0,7.3,4.4,96.6
"70077","Borey",14.3,7.1,5.6,96.2
"70078","Bougey",16.7,16.7,0,97.3
"70079","Bougnon",6.1,6.1,7,96
"70080","Bouhans-et-Feurg",7.1,14.3,7.8,92.6
"70081","Bouhans-lès-Lure",21.2,10.3,5.3,95.1
"70082","Bouhans-lès-Montbozon",14.3,14.3,5.6,98
"70083","Bouligney",7.8,6.4,3.4,91
"70084","Boulot",5,7.5,5,94.5
"70085","Boult",7.7,7.7,4.3,95.3
"70086","Bourbévelle",0,0,7.8,91.7
"70087","Bourguignon-lès-Conflans",0,12.5,3.2,91.1
"70088","Bourguignon-lès-la-Charité",25,0,1.1,98
"70089","Bourguignon-lès-Morey",0,0,12.2,89.3
"70090","Boursières",0,0,8.2,96.6
"70091","Bousseraucourt",25,0,17.1,92.6
"70092","Bresilley",18.2,18.2,6.7,98.8
"70093","Breuches",10.8,2.7,6.7,87.3
"70094","Breuchotte",11,5.9,7.7,89.6
"70095","Breurey-lès-Faverney",5.2,10.7,6.9,94.3
"70096","Brevilliers",10,9.7,4.2,93
"70097","Briaucourt",0,6.3,3.7,89.9
"70098","Brotte-lès-Luxeuil",0,0,4.3,96.6
"70099","Brotte-lès-Ray",0,20,8.2,93.9
"70100","Broye-les-Loups-et-Verfontaine",40,20,3.6,97.6
"70101","Broye-Aubigney-Montseugny",18.2,3.6,5.3,95.9
"70102","Brussey",6.2,6.2,3,93.2
"70103","La Bruyère",15.4,15.4,5.7,95.6
"70104","Bucey-lès-Gy",8.9,5.3,6.4,92.4
"70105","Bucey-lès-Traves",0,11.1,6.2,94.9
"70106","Buffignécourt",0,0,4.4,96.4
"70107","Bussières",0,12.6,4.5,95.5
"70109","Buthiers",5.1,15.1,4.3,97.6
"70111","Calmoutier",19.9,13.6,4.1,92.3
"70112","Cemboing",0,0,7.9,91.4
"70113","Cenans",10,0,8.7,92.1
"70114","Cendrecourt",15.4,7.7,7.3,93.8
"70115","Cerre-lès-Noroy",21.4,14.3,4.8,95.6
"70116","Chagey",19.5,2.3,5,94.6
"70117","Châlonvillars",12.3,3.6,4,95.5
"70118","Chambornay-lès-Bellevaux",0,0,6.3,93.6
"70119","Chambornay-lès-Pin",23,4.1,1.4,98.1
"70120","Champagney",13.3,8.8,5.1,91.5
"70121","Champey",18.3,8.8,4.7,93.6
"70122","Champlitte",19.1,6.9,7,87.8
"70124","Champtonnay",33.3,66.7,3.3,87.8
"70125","Champvans",27.3,9.1,9.7,90.1
"70126","Chancey",8.3,16.7,3,95
"70127","Chantes",16.7,16.7,5.1,87.8
"70128","La Chapelle-lès-Luxeuil",9.1,13.6,4.7,91.6
"70129","La Chapelle-Saint-Quillain",11.1,11.1,4.6,94.8
"70130","Charcenne",4.8,4.8,2.5,92.6
"70132","Chargey-lès-Gray",17.1,12.2,7.2,95.3
"70133","Chargey-lès-Port",8.3,8.3,2.8,85.3
"70134","Chariez",8.3,8.3,4.7,93.6
"70135","Charmes-Saint-Valbert",0,0,2.9,90.5
"70136","Charmoille",16.1,9.7,7.8,97
"70137","Chassey-lès-Montbozon",15.3,7.6,6,94.2
"70138","Chassey-lès-Scey",14.3,0,6.9,100
"70140","Châteney",20,0,4.3,100
"70141","Châtenois",11.1,0,6.5,94.3
"70142","Chaumercenne",9.1,0,4.8,95.3
"70143","Chauvirey-le-Châtel",0,0,11.3,92.9
"70144","Chauvirey-le-Vieil",0,0,3.4,66.7
"70145","Chaux-la-Lotière",6.9,7,3.5,97.7
"70146","Chaux-lès-Port",0,10,4.9,94.5
"70147","Chavanne",0,0,6.4,90.4
"70148","Chemilly",16.7,16.7,2.9,100
"70149","Chenebier",15.3,2.1,4,93.8
"70150","Chenevrey-et-Morogne",27.5,17.2,3.3,97.6
"70151","Chevigney",0,0,9.1,100
"70152","Choye",11.8,4.2,7.9,97
"70153","Cintrey",0,0,4.7,96.2
"70154","Cirey",22.4,16.4,5.2,94.9
"70155","Citers",2.1,10.4,3.4,93.9
"70156","Citey",14.3,14.3,7.4,93.5
"70157","Clairegoutte",16,4,3.6,95.7
"70158","Clans",14.3,0,6.5,93.3
"70159","Cognières",0,0,11.5,93.2
"70160","Coisevaux",10,5,5.8,97.7
"70162","Colombe-lès-Vesoul",17.2,3.4,7.3,97.7
"70163","Colombier",15.4,7.7,4.3,96.2
"70164","Colombotte",0,20,3.3,96.6
"70165","Combeaufontaine",10.8,6.9,7,86.9
"70166","Comberjon",10,0,8.2,93.5
"70167","Conflandey",13.9,4.3,6.2,88.6
"70168","Conflans-sur-Lanterne",17.9,4.9,5.9,89
"70169","Confracourt",0,8.3,3.9,94.4
"70170","Contréglise",0,0,10.3,95.8
"70171","Corbenay",20.8,5.9,5.3,89.5
"70172","La Corbière",0,0,4.9,91.5
"70174","Cordonnet",10,10,4.8,96.6
"70175","Cornot",0,0,4.5,96.9
"70176","Corravillers",0,9.1,5.6,89.4
"70177","Corre",14.3,5.5,5.9,90.2
"70178","La Côte",12.1,6.1,4.2,90.8
"70179","Coulevon",27.3,0,5.9,96.4
"70180","Courchaton",7,5.7,4,88.4
"70181","Courcuire",0,12.5,4.2,100
"70182","Courmont",0,12.5,5.4,100
"70183","Courtesoult-et-Gatey",25,25,1.9,84.8
"70184","Couthenans",11.4,4.5,4.1,95.4
"70185","Cresancey",0,0,5.7,96.3
"70186","La Creuse",25,25,3.9,93.1
"70187","Crevans-et-la-Chapelle-lès-Granges",12.5,6.2,4.2,93.7
"70188","Creveney",0,0,2.3,95.2
"70189","Cromary",6.6,19.9,2.8,95.2
"70190","Cubry-lès-Faverney",0,10,7.9,95.8
"70192","Cugney",8.3,0,3.6,95
"70193","Cult",14.3,14.3,6.7,96.5
"70194","Cuve",25,12.5,11.9,90.8
"70195","Dambenoît-lès-Colombe",0,11.1,6.4,96.5
"70196","Dampierre-lès-Conflans",13.9,0,5.6,91.2
"70197","Dampierre-sur-Linotte",11.2,15.1,6.6,92.7
"70198","Dampierre-sur-Salon",18.8,6.2,6.7,87.1
"70199","Dampvalley-lès-Colombe",14.3,14.3,11.4,89.8
"70200","Dampvalley-Saint-Pancras",0,0,12.1,95.2
"70201","Delain",0,10,6,92.9
"70202","Demangevelle",10.7,4.9,7,87.1
"70203","La Demie",0,11.1,4.9,96.6
"70204","Denèvre",0,0,5.1,98.4
"70205","Échavanne",23.1,0,4.3,94.7
"70206","Échenans-sous-Mont-Vaudois",5.9,11.8,5.8,96.8
"70207","Échenoz-la-Méline",20,8.8,6.5,92.3
"70208","Échenoz-le-Sec",15.8,5.3,3,96.2
"70210","Écromagny",0,0,4.4,90
"70211","Écuelle",25,0,10.7,86.1
"70213","Éhuns",7,0,7.7,96.1
"70214","Équevilley",14.3,0,7.1,93.4
"70215","Errevet",13.4,6.3,2.7,97.2
"70216","Esboz-Brest",7.4,11.1,2.7,96.3
"70217","Esmoulières",0,0,3.6,91.8
"70218","Esmoulins",11.1,0,4.8,100
"70219","Esprels",16.4,6.8,6.5,92.5
"70220","Essertenne-et-Cecey",3.7,10.7,5.5,94.2
"70221","Étobon",16.7,5.6,4.9,93.3
"70222","Étrelles-et-la-Montbleuse",0,0,6.3,86.1
"70224","Étuz",14.3,7,6.9,95.1
"70225","Fahy-lès-Autrey",16.7,16.7,9.9,93.3
"70226","Fallon",0,10,7,94.1
"70227","Faucogney-et-la-Mer",22.6,6.5,5.2,89.3
"70228","Faverney",14.8,15.3,5.8,88.3
"70229","Faymont",11.8,5.9,2.9,95
"70230","Fédry",42.9,28.6,7.8,94.3
"70231","Ferrières-lès-Ray",33.3,0,0,88.2
"70232","Ferrières-lès-Scey",0,11.1,6.5,96
"70233","Les Fessey",12.5,0,2.9,89.7
"70234","Filain",7.7,7.7,8.3,94.7
"70235","Flagy",25,0,1.9,93.5
"70236","Fleurey-lès-Faverney",9.7,6.3,7,93.7
"70237","Fleurey-lès-Lavoncourt",16.7,0,4.7,94
"70238","Fleurey-lès-Saint-Loup",11.1,11.1,4.8,100
"70239","Fondremand",16.7,8.3,6.2,91.9
"70240","Fontaine-lès-Luxeuil",10.8,8,5.3,86.1
"70242","Fontenois-la-Ville",11.1,11.1,5.7,93.5
"70243","Fontenois-lès-Montbozon",0,10.6,6.3,91.2
"70244","Fouchécourt",0,16.7,6.2,84.3
"70245","Fougerolles-Saint-Valbert",13.2,7.1,7.1,90.5
"70247","Fouvent-Saint-Andoche",21.5,6.7,5.2,92
"70248","Frahier-et-Chatebier",11.2,6.7,3.4,96.5
"70249","Francalmont",0,12.5,11.8,96.5
"70250","Franchevelle",10,3.3,5.4,95.6
"70251","Francourt",0,16.7,1.3,93.2
"70252","Framont",8.3,0,9.2,92.8
"70253","Frasne-le-Château",0,12.5,8,95.7
"70254","Frédéric-Fontaine",19,5.9,3.2,95.1
"70255","Fresne-Saint-Mamès",6.9,9.5,8.5,86.8
"70256","Fresse",16.7,9.4,4.6,95.4
"70257","Fretigney-et-Velloreille",18.2,6.8,5.5,91.7
"70258","Froideconche",18.3,6.3,7.1,91.4
"70259","Froideterre",4.5,9.1,5.5,93.4
"70260","Frotey-lès-Lure",7.1,8.9,6.6,96.5
"70261","Frotey-lès-Vesoul",8.4,6,6,91.4
"70262","Genevreuille",40,20,2.5,95.6
"70263","Genevrey",13.3,6.7,4.4,98
"70264","Georfans",0,0,0,92.9
"70265","Germigney",0,0,7,90.5
"70267","Gevigney-et-Mercey",3.9,7.6,8,90.2
"70268","Gézier-et-Fontenelay",8.3,8.3,1.4,94.1
"70269","Girefontaine",0,0,3.6,83.3
"70271","Gouhenans",17.4,4.3,5.7,94.2
"70272","Gourgeon",0,0,4.9,87.2
"70273","Grammont",25,0,0,92.9
"70274","Grandecourt",0,0,5.9,100
"70275","Grandvelle-et-le-Perrenot",4.2,4.4,3.5,95.6
"70276","Granges-la-Ville",10,10,1.4,96.2
"70277","Granges-le-Bourg",32.4,3.5,2.8,91.7
"70278","Grattery",0,7.1,6.7,96.6
"70279","Gray",23.3,11.7,6.6,71.6
"70280","Gray-la-Ville",12.9,5.8,7.5,93.3
"70282","Gy",8.5,6.6,7,90.5
"70283","Haut-du-Them-Château-Lambert",7.1,3.6,5.9,91.2
"70284","Hautevelle",14.2,14.6,6.8,92.6
"70285","Héricourt",17.8,9.5,4.9,85.9
"70286","Hugier",42.9,28.6,6.1,96.1
"70287","Hurecourt",0,0,2.7,100
"70288","Hyet",0,12.5,2.3,92
"70289","Igny",18.2,9.1,10.9,98.9
"70290","Jasney",0,0,6.8,90.5
"70291","Jonvelle",16.7,0,7.5,92.4
"70292","Jussey",16.3,9.3,8,79.9
"70293","Lambrey",25,0,8.5,97.4
"70294","Lantenot",4.5,8.9,4.2,98
"70295","La Lanterne-et-les-Armonts",7.7,15.4,8.7,90.1
"70296","Larians-et-Munans",17.9,5.7,2.7,96.5
"70297","Larret",0,0,10.9,96
"70298","Lavigney",14.3,14.3,5.6,95.9
"70299","Lavoncourt",11.3,4.3,6.2,76.2
"70301","Lieffrans",0,0,0,96
"70302","Lieucourt",0,25,2,100
"70303","Liévans",22.2,11.1,4,96.7
"70304","Linexert",25,0,11,93.1
"70305","Lœuilley",0,0,6.7,95.6
"70306","Lomont",6.9,6.9,1.9,92.9
"70307","Longevelle",14.3,14.3,4.3,94.2
"70308","La Longine",23.9,6.4,4.8,80.2
"70309","Loulans-Verchamp",7.7,15.4,5.6,93.6
"70310","Lure",18.3,9.7,6.1,78.2
"70311","Luxeuil-les-Bains",22.3,8.1,6.8,77.5
"70312","Luze",5.9,5.9,4.8,96.6
"70313","Lyoffans",13.9,7.4,3.5,89.2
"70314","Magnivray",10,20,6.5,92.6
"70315","Magnoncourt",14.2,3.5,6.6,88.9
"70316","Le Magnoray",14.3,14.3,2.8,92.3
"70317","Les Magny",11.1,11.1,5.6,94.8
"70318","Magny-Danigon",11.6,17.5,8.4,90.7
"70319","Magny-Jobert",12.5,12.5,1.1,96.1
"70320","Magny-lès-Jussey",0,0,7.5,91.5
"70321","Magny-Vernois",16.3,5.2,6.9,94.9
"70322","Mailleroncourt-Charette",5.5,5.3,5.7,91.9
"70323","Mailleroncourt-Saint-Pancras",16.7,8.3,7.3,93.5
"70324","Mailley-et-Chazelot",0,6.8,4.6,92.7
"70325","Maizières",9.8,15.9,4.9,93.4
"70326","La Malachère",11.1,16.3,4.3,96.5
"70327","Malans",22.2,0,5.4,98.5
"70328","Malbouhans",10.2,0,3.8,91
"70329","Malvillers",0,0,1.9,83.3
"70330","Mandrevillars",10,5,3.6,95.9
"70331","Mantoche",7.6,3.2,9.3,89.5
"70332","Marast",0,0,7,95.2
"70334","Marnay",21.5,8.6,7.9,89.9
"70335","Maussans",0,0,3.9,100
"70336","Mélecey",22.2,0,2.6,91.3
"70337","Melin",33.3,0,6.7,93.8
"70338","Melincourt",23.1,7.7,3.5,92.1
"70339","Mélisey",16.9,7.4,6.6,87.1
"70340","Membrey",16.7,8.3,6.4,95.9
"70341","Menoux",11.1,11.1,3.6,94.7
"70342","Mercey-sur-Saône",37.5,25,5.1,90.2
"70343","Mersuay",15.8,10.5,6.6,96.1
"70344","Meurcourt",4.8,9.5,7.4,93.6
"70347","Mignavillers",9.1,9.1,3.8,94.5
"70348","Moffans-et-Vacheresse",14,0,4.6,97.4
"70349","Moimay",0,7.1,5.5,92.6
"70350","Molay",0,25,6.1,96.8
"70351","Mollans",23,7.3,4.8,96.1
"70352","La Montagne",0,0,0,100
"70353","Montagney",18.5,7.4,2.3,91.3
"70355","Montarlot-lès-Rioz",5.3,5.3,4.3,97.4
"70356","Montboillon",6.2,12.7,2,95.6
"70357","Montbozon",10,13.3,6.8,92.3
"70358","Montcey",11.1,11.1,3.9,96.4
"70359","Montcourt",0,0,4.4,83.3
"70360","Montdoré",40,20,0,91.2
"70361","Montessaux",0,11.1,2.5,97
"70362","Montigny-lès-Cherlieu",11.1,0,12.6,98.5
"70363","Montigny-lès-Vesoul",17.5,12.5,5.5,96.8
"70364","Montjustin-et-Velotte",0,0,4.8,88.7
"70366","Villers-Chemin-et-Mont-lès-Étrelles",14.3,14.3,9.1,91.1
"70367","Mont-le-Vernois",0,18.2,3.1,94.3
"70368","Montot",12.5,0,4.7,89.3
"70369","Mont-Saint-Léger",33.3,0,4.9,74.1
"70371","Montureux-et-Prantigny",0,0,6.6,96.6
"70372","Montureux-lès-Baulay",11.1,0,10.2,93.2
"70373","La Roche-Morey",12.5,6.3,8.7,84.7
"70374","Motey-Besuche",0,0,7.9,97.9
"70376","Nantilly",10,6.7,6.4,96.5
"70378","Navenne",13,7.6,6.5,90.7
"70380","Neurey-en-Vaux",0,11.1,6.8,93.5
"70381","Neurey-lès-la-Demie",7.1,14.3,1.9,94.5
"70383","Neuvelle-lès-Cromary",4.1,8.4,4.6,99.3
"70384","Neuvelle-lès-la-Charité",0,8.3,5.5,93.7
"70385","La Neuvelle-lès-Lure",0,10.1,5.7,88.1
"70386","La Neuvelle-lès-Scey",0,11.1,9.5,94.3
"70387","Noidans-le-Ferroux",7.5,7.5,4.9,90
"70388","Noidans-lès-Vesoul",20.4,7.4,6.7,89
"70389","Noiron",0,0,0,92
"70390","Noroy-le-Bourg",21.9,6.2,4.8,92.2
"70392","Oigney",50,50,0,87.5
"70393","Oiselay-et-Grachaux",12.1,7.8,7.8,92.1
"70394","Onay",25,0,4.3,100
"70395","Oppenans",0,0,8.5,92.6
"70396","Oricourt",0,0,3.1,88.9
"70397","Ormenans",25,0,4.9,100
"70398","Ormoiche",0,20,1.9,96.6
"70399","Ormoy",15.4,0,7,88
"70400","Ouge",14.3,0,10.9,91.1
"70401","Ovanches",14.3,0,5.1,93.1
"70402","Oyrières",13,4.3,5.6,93.6
"70403","Palante",6.2,6.2,1.2,98.9
"70404","Passavant-la-Rochère",9.1,3,6,86.4
"70405","Pennesières",18.2,9.1,2.2,96.5
"70406","Percey-le-Grand",20,0,5.9,93
"70407","Perrouse",11.1,0,4.2,97.5
"70408","Pesmes",8.2,5.5,9.2,84
"70409","Pierrecourt",14.3,14.3,5.5,90.6
"70410","Pin",2.6,7.5,4.9,94.2
"70411","La Pisseure",0,0,3.8,85.7
"70412","Plainemont",0,20,4.1,100
"70413","Plancher-Bas",6.9,6,3.7,95.3
"70414","Plancher-les-Mines",11.1,11.2,6.3,85
"70415","Polaincourt-et-Clairefontaine",12.9,0,4.9,81.9
"70416","Pomoy",8.3,0,1.3,95.6
"70417","Pontcey",15,10,7.6,97
"70418","La Romaine",3.3,6.7,4.1,92.1
"70419","Pont-du-Bois",14.3,0,4.4,86
"70420","Pont-sur-l'Ognon",0,0,2.5,96
"70421","Port-sur-Saône",13.9,6.1,6.9,88.9
"70422","Poyans",0,10,4.6,98.4
"70423","Preigney",0,14.3,4.2,92.1
"70425","La Proiselière-et-Langle",11.1,11.1,3.5,96.9
"70426","Provenchère",0,11.7,3.1,93.5
"70427","Purgerot",0,10,5.2,89.1
"70428","Pusey",10.1,9.7,5.9,95.7
"70429","Pusy-et-Épenoux",3.1,6.2,5,94.9
"70430","La Quarte",50,25,7.7,100
"70431","Quenoche",21.4,14.3,2.4,93.8
"70432","Quers",15.2,4.6,4.8,94.3
"70433","Quincey",12.2,6.4,8.3,94.9
"70435","Raddon-et-Chapendu",9.9,4.5,6,90.5
"70436","Raincourt",57.1,14.3,6.5,84.6
"70437","Ranzevelle",0,0,0,77.8
"70438","Ray-sur-Saône",8.3,16.7,6.5,96.7
"70439","Raze",14.3,9.4,5.6,94.9
"70440","Recologne",0,0,0,95
"70441","Recologne-lès-Rioz",0,13,2.4,94
"70442","Renaucourt",0,0,4.8,93.9
"70443","La Grande-Résie",0,25,4.6,94.6
"70444","La Résie-Saint-Martin",11.1,22.2,7.1,90.3
"70445","Rignovelle",0,22.2,9.9,100
"70446","Rigny",5.3,7.9,5.7,90.4
"70447","Rioz",18.8,9.8,4.8,93.4
"70448","Roche-et-Raucourt",11.1,22.2,3.6,97
"70449","Roche-sur-Linotte-et-Sorans-les-Cordiers",0,0,6.9,96.9
"70450","La Rochelle",0,50,0,75
"70451","Ronchamp",11.9,10.6,7.3,85.9
"70452","Rosey",26.7,13.3,6.5,95.1
"70453","La Rosière",0,0,4.6,91.7
"70454","Rosières-sur-Mance",0,0,2.1,100
"70455","Roye",16.1,9.2,5.3,95.5
"70456","Ruhans",11.1,0,3.7,96.7
"70457","Rupt-sur-Saône",14.3,0,13,89.8
"70459","Saint-Barthélemy",6,5.5,6.2,93.6
"70460","Saint-Bresson",4.1,7,6,87.5
"70461","Saint-Broing",0,0,6.1,98.2
"70462","Saint-Ferjeux",25,0,3.2,94.1
"70463","Saint-Gand",0,14.3,8.8,96.2
"70464","Saint-Germain",9.2,4.5,6.6,92.5
"70466","Saint-Loup-Nantouard",0,0,5.3,100
"70467","Saint-Loup-sur-Semouse",12.6,12.9,5.7,79
"70468","Saint-Marcel",16.7,0,8.1,95
"70469","Sainte-Marie-en-Chanois",0,16,8.2,93.9
"70470","Sainte-Marie-en-Chaux",0,12.5,5.1,87.3
"70471","Sainte-Reine",0,0,9.1,100
"70472","Saint-Rémy-en-Comté",18.7,6.2,6.5,89.4
"70473","Saint-Sauveur",14.9,6.9,5.2,88.7
"70474","Saint-Sulpice",27.3,9.1,5.9,98.2
"70476","Saponcourt",0,0,9.3,90
"70477","Saulnot",17,10.6,6.1,93
"70478","Saulx",24.8,5.8,5.8,92.6
"70479","Sauvigney-lès-Gray",16.7,0,3.7,97.8
"70480","Sauvigney-lès-Pesmes",0,12.5,12.5,88.2
"70481","Savoyeux",30.8,7.7,8.2,89.7
"70482","Scey-sur-Saône-et-Saint-Albin",11.9,6.3,7,87.9
"70483","Scye",12.5,0,3.9,96.7
"70484","Secenans",9.1,9.1,8.5,98.6
"70485","Selles",0,0,5.2,87.4
"70486","Semmadon",40,20,5.5,93.9
"70487","Senargent-Mignafans",5.6,11.1,2.7,92.4
"70488","Senoncourt",8.3,0,6.5,93
"70489","Servance-Miellin",12.2,6.1,6.2,90.3
"70490","Servigney",0,20,3.7,93.6
"70491","Seveux-Motey",10.7,7.1,6.3,94.6
"70492","Soing-Cubry-Charentenay",12.4,9.7,9.3,94.1
"70493","Sorans-lès-Breurey",3.7,14.8,4.2,97
"70494","Sornay",10.5,10.8,8.8,94
"70496","Tartécourt",50,0,3.7,93.3
"70498","Ternuay-Melay-et-Saint-Hilaire",7.2,6.5,4.8,93.8
"70499","Theuley",0,0,6.2,100
"70500","Thieffrans",0,9.1,4.6,98.7
"70501","Thiénans",0,0,5.1,88.6
"70502","Tincey-et-Pontrebeau",14.3,0,5.4,100
"70503","Traitiéfontaine",22.2,11.1,5.3,91.2
"70504","Traves",8.4,3.9,12.2,91.9
"70505","Le Tremblois",20,10,4.3,97
"70506","Trémoins",17.3,12.8,4.8,94.8
"70507","Trésilley",36.8,5.3,2.6,97.2
"70509","Tromarey",0,16.7,5.3,95.7
"70510","Vadans",28.6,14.3,4.3,96.8
"70511","Vaite",7.1,7.1,10.1,90.1
"70512","La Vaivre",8.3,8.3,5.3,92.1
"70513","Vaivre-et-Montoille",11.4,7.4,7.6,95.2
"70514","Valay",13.9,13.9,4.6,93.2
"70515","Le Val-de-Gouhenans",33.3,0,7.3,91.7
"70516","Vallerois-le-Bois",21.4,7.1,9.1,99.1
"70517","Vallerois-Lorioz",13.3,8.1,2.3,96.4
"70518","Le Val-Saint-Éloi",16.7,0,7.1,97.8
"70519","Vandelans",14.3,0,2.4,89.4
"70520","Vanne",0,14.3,7.2,86.5
"70521","Vantoux-et-Longevelle",20,20,3.7,94.9
"70522","Varogne",0,10,6.7,97.1
"70523","Vars",18.2,0,7.8,90.6
"70524","Vauchoux",0,0,9.1,94.2
