"","code_commune_ref","reconstitution_code_commune","id_brut_bv_reu","id","geo_adresse","geo_type","geo_score","longitude","latitude","api_line","nb_bv_commune","nb_adresses"
"15373432","94058",2,"94058_1","94058_1470_00001","1 Rue Coli 94170 Le Perreux-sur-Marne","housenumber",0.96,2.507511,48.845821,"BANG",20,1
"15373433","94058",2,"94058_1","94058_4610_00001","1 Rue Jean-baptiste Lanoz 94170 Le Perreux-sur-Marne","housenumber",0.96,2.508994,48.840274,"BANG",20,1
"15373434","94058",2,"94058_1","94058_0647_00010","10 Allée de Bellevue 94170 Le Perreux-sur-Marne","housenumber",0.97,2.508735,48.840012,"BANG",20,1
"15373435","94058",2,"94058_1","94058_3590_00010","10 Rue des Fratellini 94170 Le Perreux-sur-Marne","housenumber",0.97,2.506445,48.841458,"BANG",20,1
"15373436","94058",2,"94058_1","94058_0647_00011","11 Allée de Bellevue 94170 Le Perreux-sur-Marne","housenumber",0.97,2.508537,48.840357,"BANG",20,3
"15373437","94058",2,"94058_1","94058_2520_00011","11 Rue Denfert-rochereau 94170 Le Perreux-sur-Marne","housenumber",0.97,2.507126,48.840855,"BANG",20,1
"15373438","94058",2,"94058_1","94058_6670_00011","11 Rue Nungesser 94170 Le Perreux-sur-Marne","housenumber",0.96,2.508421,48.845368,"BANG",20,1
"15373439","94058",2,"94058_1","94058_6120_00116","116 Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.98,2.509494,48.842796,"BANG",20,2
"15373440","94058",2,"94058_1","94058_6120_00118","118 Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.98,2.509506,48.842918,"BANG",20,1
"15373441","94058",2,"94058_1","94058_0647_00012","12 Allée de Bellevue 94170 Le Perreux-sur-Marne","housenumber",0.97,2.508702,48.840147,"BANG",20,1
"15373442","94058",2,"94058_1","94058_3590_00012","12 Rue des Fratellini 94170 Le Perreux-sur-Marne","housenumber",0.97,2.506385,48.841733,"BANG",20,3
"15373443","94058",2,"94058_1","94058_6120_00120","120 Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.98,2.510117,48.843114,"BANG",20,1
"15373444","94058",2,"94058_1","94058_6120_00120_bis","120bis Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.98,2.509525,48.843071,"BANG",20,2
"15373445","94058",2,"94058_1","94058_6120_00121","121 Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.98,2.509398,48.842951,"BANG",20,1
"15373446","94058",2,"94058_1","94058_6120_00122","122 Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.98,2.509542,48.843181,"BANG",20,1
"15373447","94058",2,"94058_1","94058_6120_00124","124 Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.98,2.509556,48.843266,"BANG",20,1
"15373448","94058",2,"94058_1","94058_6120_00126","126 Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.98,2.509575,48.843422,"BANG",20,2
"15373449","94058",2,"94058_1","94058_6120_00127","127 Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.98,2.509425,48.843658,"BANG",20,1
"15373450","94058",2,"94058_1","94058_6120_00128","128 Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.98,2.509563,48.843519,"BANG",20,2
"15373451","94058",2,"94058_1","94058_6120_00128_bis","128bis Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.91,2.509548,48.843619,"BANG",20,1
"15373452","94058",2,"94058_1","94058_6120_00128_ter","128ter Avenue du Maréchal Joffre 94170 Le Perreux-sur-Marne","housenumber",0.91,2.50953,48.843716,"BANG",20,3
