"IRIS","DISP_TP6019"
831370801,20970
831370802,"17.7"
831370803,"22.2"
831370804,"31.1"
831370805,"28.7"
831370806,"11.7"
831370807,18640
831370808,22490
831370809,"18.1"
831370810,"9.1"
831370901,"8.8"
831370902,"42.4"
831370903,"18.6"
831370904,"20.9"
831370905,"12.2"
831370906,28
831370907,11040
831440102,"20.5"
831440103,"10.2"
831440104,"10.1"
831440105,"16.1"
831440106,"12.3"
831440107,21550
831440108,"15.1"
831480101,"14.3"
831480102,"21.1"
831480103,"21.6"
840030101,"39.6"
840030102,"35.8"
840030103,"24.8"
840030201,"20.9"
840030202,"17.4"
840070102,"29.5"
840070103,"15.7"
840070104,"25.8"
840070105,"17.1"
840070106,"32.7"
840070108,26
840070109,"13.9"
840070110,"18.9"
840070111,"23.3"
840070112,23
840070113,"26.3"
840070114,"19.5"
840070115,"21.7"
840070116,"24.6"
840070117,"20.5"
840070118,53
840070119,"20.9"
840070121,"20.8"
840070122,"54.1"
840070123,"56.5"
840070124,"43.2"
840070125,15860
840070126,"48.3"
840070127,"44.7"
840070128,"50.5"
840070129,"27.3"
840070130,"57.8"
840070131,"54.1"
840070132,"33.5"
840070133,"19.6"
840070134,"19.8"
840070135,27
840070136,"40.7"
840190101,"24.2"
840190102,"41.9"
840190103,"35.8"
840190201,"13.8"
840190202,24
840190203,"11.4"
840310101,"11.5"
840310102,"19.5"
840310103,"33.6"
840310104,"20.4"
840310105,"34.4"
840310106,14
840310107,"29.5"
840310108,"50.7"
840310109,"51.1"
840350101,"20.4"
840350102,"33.1"
840350103,"35.4"
840350104,"24.8"
840350201,"61.4"
840350202,"27.3"
840350203,"15.9"
840350301,"18.3"
840350302,"38.2"
840350303,"12.1"
840350304,27
840540101,"35.2"
840540102,"14.8"
840540103,"16.3"
840540104,"10.5"
840540105,"20.9"
840540106,8
840800101,"27.2"
840800102,"13.4"
840800103,"18.9"
840800104,"16.3"
840870101,"48.1"
840870102,27
840870103,"21.7"
840870104,"30.5"
840870105,10010
840870201,"17.5"
840870202,"38.2"
840870203,17510
840870301,"8.6"
840870302,13
840870303,"13.1"
840870304,"11.3"
840880101,"11.9"
840880102,"13.5"
840880103,"12.9"
840880104,"12.5"
840890101,28
840890102,"16.9"
840890103,"10.1"
840890104,"9.6"
840890201,"12.6"
840890202,"13.8"
840890203,"15.5"
840920101,16650
840920102,"18.6"
840920103,25
840920104,"21.8"
840920105,"20.3"
840920106,"50.3"
840920107,13790
841290101,"29.3"
841290102,13600
841290103,"14.5"
841290201,"23.7"
841290301,"15.8"
841290303,"25.1"
841410101,"9.5"
841410102,"10.7"
841410103,"16.2"
841410104,"13.4"
850470101,"15.3"
850470102,"7.3"
850470103,"8.5"
850470104,"9.6"
850470105,"16.3"
850470106,"6.2"
850920101,"13.8"
850920102,"11.4"
850920103,"15.2"
850920104,"25.3"
850920105,12450
850920106,16310
850920107,"11.6"
851090101,18550
851090102,"10.1"
851090103,16240
851090104,"8.2"
851090105,17900
851090106,18110
851460101,17050
851460102,17810
851460201,"5.6"
851460202,18940
851460301,19300
851460302,18630
851910101,17640
851910102,"20.1"
851910103,"15.7"
851910201,"11.1"
851910301,17130
851910302,"18.4"
851910303,"26.5"
851910304,"41.3"
851910402,"7.7"
851910404,"12.7"
851910501,"19.1"
851910502,12490
851910601,"10.7"
851910701,"7.4"
851910801,"9.5"
851910802,"11.1"
851910901,"12.8"
851911003,"8.6"
851911004,18490
851940101,"12.2"
851940102,20060
851940103,"11.5"
851940104,"11.2"
851940105,17940
851940106,"9.8"
851940201,"8.9"
851940203,9
851940204,17390
851940205,"6.5"
851940301,"8.3"
851940302,"6.8"
851940303,"9.3"
851940304,19380
851940305,"7.6"
852260101,"8.4"
852260102,"7.5"
852260103,"9.5"
860410101,"22.7"
860410102,19
860410103,"7.7"
860410104,"11.6"
860660101,"30.5"
860660102,"19.8"
860660103,"28.4"
860660201,"50.7"
860660202,"50.7"
860660203,"19.9"
860660301,"29.9"
860660302,"13.8"
860660401,"25.7"
860660402,"11.7"
860660403,"29.8"
860660501,20340
860660502,"12.3"
860660504,"14.9"
860660505,"14.3"
861940101,"25.2"
861940102,"17.7"
861940103,"20.5"
861940104,"17.1"
861940105,"18.4"
861940106,"18.5"
861940107,"20.6"
861940201,"15.2"
861940202,35
861940203,"10.3"
861940301,"10.7"
861940302,"54.5"
861940303,10050
861940304,"27.3"
861940402,"18.4"
861940404,"18.4"
861940501,35
861940502,"38.9"
861940503,"20.6"
861940604,"36.3"
861940605,"24.6"
861940701,20
861940702,"17.9"
861940703,"14.9"
861940704,20
861940801,"40.6"
861940802,"36.6"
861940803,"53.3"
861940804,"41.1"
861940901,"13.7"
861940902,"12.4"
861940903,"10.6"
861941001,"15.2"
861941002,"39.5"
870850101,"22.9"
870850102,"25.7"
870850103,"17.3"
870850201,"21.7"
870850202,"24.2"
870850203,21
870850204,"31.5"
870850301,"15.8"
870850302,"13.2"
870850303,"29.2"
870850401,"9.6"
870850402,"14.9"
870850403,"14.2"
870850501,"14.6"
870850502,"10.6"
870850503,"21.2"
870850601,"10.7"
870850602,"20.6"
870850603,"39.9"
870850701,"12.5"
870850702,17870
870850703,"23.4"
870850801,"24.7"
870850802,"16.5"
870850803,11230
870850804,23
870850901,"13.5"
870850903,"25.5"
870851001,13120
870851005,"9.4"
870851101,"12.7"
870851102,"36.1"
870851103,18450
870851201,"12.7"
870851202,"25.7"
870851301,13
870851302,"21.6"
870851303,"21.2"
870851401,"18.7"
870851402,53
870851403,9380
870851501,"26.8"
870851502,"50.4"
870851503,9200
870851601,"9.7"
870851602,16480
870851603,53
870851604,"16.1"
870851701,"57.3"
870851702,17190
870851801,10220
870851802,"59.1"
870851901,"21.7"
870851902,"14.1"
870852001,"12.7"
870852002,"8.3"
871140101,19540
871140102,11
871140103,19480
871140104,17540
871540101,"20.2"
871540102,18750
871540201,15740
871540202,"21.1"
871540203,"12.8"
881600101,"26.8"
881600102,"30.5"
881600103,17
881600104,9660
881600105,"57.7"
881600106,"14.7"
881600107,"17.5"
881600108,"25.7"
881600109,17710
881600110,"34.3"
881600111,"19.6"
881600112,"19.9"
881600113,"17.5"
881600114,"18.3"
884130101,"17.8"
884130104,17470
884130107,"20.3"
884130108,"45.6"
884130110,"21.3"
884130111,"17.2"
884130112,"42.4"
884130113,10620
890240101,"18.9"
890240102,"18.1"
890240103,"15.8"
890240104,"14.2"
890240105,"11.6"
890240106,"37.7"
890240107,"21.2"
890240108,"32.1"
890240109,"53.9"
890240110,34
890240111,"48.2"
890240112,17980
890240113,17750
890240114,18600
890240115,18170
893870101,"17.9"
893870102,"18.1"
893870103,"13.9"
893870104,"39.1"
893870105,"55.8"
893870106,"39.4"
893870107,"27.2"
893870108,"49.2"
893870109,10050
893870110,"19.7"
893870111,"14.8"
893870112,16
893870115,15
900100101,"23.3"
900100102,"25.1"
900100103,"23.1"
900100201,"27.1"
900100202,"16.7"
900100203,"55.3"
900100301,"40.1"
900100302,"34.1"
900100303,"31.5"
900100304,"27.8"
900100401,"20.6"
900100402,"12.9"
900100403,"21.7"
900100501,"16.7"
900100502,"12.2"
900100503,11140
900100504,"14.7"
910210101,"13.5"
910210102,"19.1"
910210103,"24.7"
910210104,"11.2"
910270101,"21.4"
910270102,"27.9"
910270103,"9.5"
910270104,"17.2"
910270105,"11.6"
910270106,"12.4"
910270107,"15.8"
910270108,"24.2"
910270109,"20.8"
910270110,"13.8"
910270111,"12.1"
910270112,14620
910270113,"9.8"
911030101,14610
911030102,"11.5"
911030103,"27.2"
911030104,"14.4"
911030105,"17.3"
911030106,19920
911030107,22220
911140101,"7.4"
911140102,"6.3"
911140103,"8.7"
911140104,"6.6"
911140105,"27.6"
911610101,20180
911610102,25
911610103,21330
911610104,"11.8"
911610106,"12.4"
911610107,"18.7"
911610108,"12.8"
911740101,"32.8"
911740102,10090
911740201,"53.5"
911740202,"30.5"
911740203,"15.7"
911740301,"21.9"
911740302,"33.5"
911740401,12260
911740402,"30.1"
911740501,"23.1"
911740502,"21.5"
911740503,"32.6"
911740601,"23.6"
911740602,"15.4"
911740701,"28.1"
911740702,"41.9"
911740801,"20.1"
912000101,"15.4"
912000102,16520
912000103,"17.6"
912000104,20200
912010101,20700
912010102,"24.8"
912010103,"16.6"
912010104,22880
912010105,"7.5"
912010106,24170
912010107,12820
912010108,21490
912010109,"8.7"
912010110,20520
912010111,"11.8"
912150101,"24.3"
912150102,12450
912150103,"28.3"
912150104,19910
912160101,21630
912160102,22880
912160103,21340
912160104,20920
912160105,18030
912230101,12180
912230102,17540
912230103,"17.8"
912230104,"19.6"
912230105,"15.6"
912230106,"11.5"
912230107,13600
912230108,"15.5"
912230109,"24.6"
912280101,"21.6"
912280102,"32.5"
912280103,"33.6"
912280104,"35.6"
912280105,"32.7"
912280106,"21.5"
912280107,"28.1"
912280108,"26.2"
912280109,"23.8"
912280110,"22.6"
912280111,"24.8"
912280112,"13.8"
912280113,12890
912280114,"17.1"
912280115,"14.3"
912280116,"23.5"
912280117,"33.3"
912280118,"11.2"
912280119,12910
912280201,27
912280202,"31.6"
912280203,"29.5"
912280204,21110
912280205,"8.2"
912350101,16650
912350102,14340
912350103,"24.7"
912720101,24220
912720102,24290
912720103,24040
912720104,28250
912720105,"12.7"
912720106,21560
912720107,27970
912720108,31460
912720109,33990
912860102,"19.2"
912860103,41
912860104,9730
912860105,"56.6"
912860106,"54.9"
912860107,"36.2"
912860108,10110
912860109,"49.1"
913120101,16910
913120102,22000
913120103,8
913120104,26910
913260101,"13.2"
913260102,"24.3"
913260103,"17.5"
913260201,"12.2"
913260202,"17.2"
913450101,"17.6"
913450102,"12.5"
913450103,"15.1"
913450104,"19.2"
913450105,"30.4"
913450106,12180
913450107,22920
913450108,24090
913770101,17710
913770102,"8.7"
913770103,"20.6"
913770104,"11.6"
913770105,"18.5"
913770106,"7.5"
913770107,"13.8"
913770108,"21.3"
913770109,"7.6"
913770110,11820
913770111,"18.9"
913770113,"6.7"
913770114,"15.7"
913860101,"10.9"
913860102,15860
913860103,"8.1"
913860104,26560
913860105,25970
914210101,"8.4"
914210102,"13.2"
914210103,"11.8"
914210104,"12.1"
914210105,14
914210106,11500
914210107,21900
914210108,"5.6"
914210109,21690
914210110,"33.7"
914320101,"11.3"
914320102,18870
914320103,"13.8"
914320104,5
914340101,"23.3"
914340102,"18.9"
914340103,"13.1"
914340104,"25.8"
914340105,7
914340106,"8.3"
914340107,"14.2"
914340108,"7.1"
914710101,23100
914710102,26140
914710103,"7.9"
914710104,22060
914710105,25550
914710106,18870
914770101,24520
914770102,"10.6"
914770103,"10.9"
914770104,"9.8"
914770105,"5.7"
914770106,25530
914770107,"7.6"
914770108,"12.7"
914770109,17950
915210101,19730
915210102,19
915210103,"28.9"
915210104,"18.3"
915210105,"18.4"
915210106,"10.4"
915210107,"11.6"
915210108,"35.8"
915210109,33
915210110,"35.6"
915210111,"33.1"
915490101,"11.1"
915490102,24290
915490103,22560
915490104,20540
915490105,22150
915490106,"7.8"
915490107,19480
915490108,"23.9"
915490109,"17.3"
915490110,"14.7"
915490112,"17.3"
915490113,"23.9"
915490114,"29.6"
915490115,"32.6"
915520101,"8.6"
915520102,"14.1"
915520103,16310
915520104,21400
915700101,"11.2"
915700102,"8.2"
915700103,20020
915700104,"22.7"
915700105,"15.4"
915700106,13050
915700107,"12.9"
915700108,10
915730101,16160
915730102,21390
915730103,20970
915730104,8
915730105,18830
915730106,17000
915890101,"16.1"
915890102,13020
915890103,"43.5"
915890104,"14.9"
915890105,"20.7"
915890106,"13.1"
915890107,21580
915890108,25200
915890109,"8.7"
915890110,"11.1"
915890111,20160
915890112,20540
915890113,24630
915890114,22220
915890115,"10.3"
915890116,18780
916450101,"11.2"
916450102,25970
916450103,28720
916450104,20950
916450105,26500
916450106,26500
916450107,18800
916570101,"17.1"
916570102,"19.7"
916570103,13030
916570104,"24.1"
916570105,"29.7"
916570106,"16.1"
916570107,"10.8"
916570108,12430
916570109,8
916570110,"15.2"
916610101,25490
916610102,22250
916610103,18350
916870101,"16.7"
916870102,18
916870103,"10.5"
916870104,"21.3"
916870105,"8.7"
916870106,"10.8"
916870107,"8.9"
916870108,10
916870109,"26.6"
916870110,"47.2"
916870111,"30.4"
916870112,"9.9"
916910101,"6.4"
916910102,"6.7"
916910103,"6.7"
916910104,8
916910105,"10.6"
916910106,"7.4"
916910107,8
916920101,"15.3"
916920102,"17.7"
916920103,"17.1"
916920104,"22.7"
916920105,"39.8"
916920106,13350
916920107,"20.5"
916920108,23750
920020101,30620
920020102,28620
920020103,"10.6"
920020104,24150
920020105,25250
920020106,23760
920020107,26280
920020201,27530
920020202,"10.1"
920020203,25810
920020204,"8.6"
920020205,"12.5"
920020301,"9.7"
920020302,"21.8"
920020303,25520
920020304,25070
920020305,"12.6"
920020306,12210
920020307,"28.7"
920020308,"12.5"
920020401,7
920020402,"10.4"
920020403,24100
920020404,28440
920020405,29590
920020406,20740
920020407,27130
920040101,25030
920040102,"11.3"
920040103,26070
920040104,23980
920040105,25920
920040201,24410
920040202,"10.7"
920040203,24520
920040301,"10.2"
920040302,11
920040303,23080
920040304,"12.3"
920040305,23210
920040401,"7.7"
920040402,"9.4"
920040403,25150
920040404,24770
920040501,21
920040502,"17.2"
920040503,21
920040504,"26.3"
920040601,"31.1"
920040602,"26.4"
920040603,19
920040604,"14.6"
920040701,"24.1"
920040702,"32.8"
920040703,29
920040704,"32.2"
920040705,"27.1"
920040706,14630
920040707,"20.4"
920070101,"16.6"
920070102,"13.9"
920070103,"26.6"
920070104,"20.1"
920070105,"22.7"
920070106,"17.7"
920070107,"27.8"
920070108,"17.2"
920070109,12
920070110,"19.6"
920070111,"13.2"
920070112,"18.7"
920070113,"20.4"
920070114,13210
920070115,"22.1"
920070116,"22.5"
920070117,19530
920090101,"23.1"
920090102,17040
920090103,"10.3"
920090104,"9.5"
920090105,20760
920090106,"9.5"
920090107,22940
920090108,9
920090109,24810
920090110,19790
920090111,24180
920090112,"7.1"
920120101,27680
920120102,28240
920120103,25900
920120105,24310
920120106,23730
920120107,"9.1"
920120201,24810
920120202,24590
920120203,"8.7"
920120204,"9.1"
920120205,"9.3"
920120206,"8.3"
920120207,21930
920120208,"8.5"
920120301,"10.2"
920120302,"9.8"
920120303,"8.4"
920120304,14680
920120305,22160
920120401,"7.7"
920120402,"31.2"
920120403,22890
920120404,21960
920120405,"14.1"
920120406,"9.9"
920120501,"8.1"
920120502,"8.9"
920120503,"9.1"
920120504,"10.7"
920120505,"9.7"
920120506,"9.6"
920120601,"6.9"
920120602,"7.1"
920120603,"7.6"
920120604,"9.3"
920120701,"11.1"
920120702,25560
920120703,30570
920120704,24500
920120705,26960
920120706,26990
920120707,"9.2"
920140101,14290
920140102,27870
920140103,23450
920140104,"9.3"
920140105,"10.9"
920140106,23380
920140107,27920
920140108,26040
920190101,19890
920190102,24370
920190103,24480
920190104,"11.1"
920190105,14240
920190106,"18.5"
920190107,"31.8"
920190108,"28.2"
920190109,"8.3"
920190110,20320
920190111,22190
920190112,24950
920190113,23930
920190114,27000
920200101,"10.3"
920200102,"10.2"
920200103,"17.7"
920200104,22510
920200105,15490
920200106,22730
920200107,"5.2"
920200108,"10.3"
920200109,"7.6"
920200111,21840
920200112,"5.6"
920220101,32040
920220102,21990
920220103,24620
920220104,20840
920220105,15560
920220106,"7.2"
920220107,"9.8"
920220108,"11.7"
920220109,25610
920230101,23150
920230102,"7.9"
920230103,"8.7"
920230104,"7.1"
920230105,24350
920230201,25870
920230202,24100
920230203,25220
920230301,"10.2"
920230302,"9.4"
920230303,25460
920230304,27050
920230401,23540
920230402,"13.3"
920230501,12810
920230502,"24.2"
920230503,26
920230504,"21.8"
920230505,"27.5"
920230506,20980
920230507,19730
920240101,"18.6"
920240102,"20.3"
920240103,"17.9"
920240104,"19.3"
920240201,"18.1"
920240202,"28.6"
920240203,20
920240301,"34.4"
920240302,"25.6"
920240303,"20.6"
920240304,"21.2"
920240401,"22.3"
920240402,"20.8"
920240403,25
920240404,"28.7"
920240405,"30.6"
920240501,"42.3"
920240502,22
920240503,"26.4"
920240504,"18.6"
920240601,"15.8"
920240602,"13.5"
920250101,21660
920250102,"9.6"
920250103,"10.2"
920250104,23790
920250105,23010
920250106,20480
920250107,"8.5"
920250108,25380
920250109,"9.1"
920250110,21270
920250111,"7.9"
920250113,"10.3"
920250201,"28.1"
920250202,"29.8"
920250203,31
920250204,"20.3"
920250205,"22.8"
920250206,"17.3"
920250207,"29.4"
920250208,"18.8"
920250209,"20.3"
920250210,"27.1"
920250211,"30.5"
920250212,"12.4"
920250301,11550
920250302,12
920250303,"14.2"
920250304,8
920250305,"20.7"
920250306,11
920250401,"16.9"
920250402,"30.3"
920250403,"26.8"
920260101,22850
920260102,"11.6"
920260103,"11.9"
920260201,"7.3"
920260202,23380
920260203,"7.1"
920260204,22040
920260301,"10.1"
920260302,25570
920260303,26290
920260304,28680
920260305,23060
920260402,"14.7"
920260403,"18.4"
920260404,9
920260405,"14.4"
920260406,"9.1"
920260501,"18.2"
920260502,"19.1"
920260503,"7.5"
920260504,"18.8"
920260505,"11.6"
920260506,12130
920260601,"8.6"
920260602,"9.6"
920260603,"9.3"
920260701,20660
920260702,"14.8"
920260703,22090
920260704,"8.9"
920260705,26280
920320101,"15.8"
920320102,"15.6"
920320103,12790
920320104,25010
920320105,"8.5"
920320106,"12.3"
920320107,18770
920320108,"11.2"
920320109,21210
920320110,23860
920320111,21940
920330101,20730
920330102,20860
920330103,29940
920330104,23870
920330105,28240
920330106,21760
920330107,22300
920330108,21600
920350101,"7.2"
920350102,"10.4"
920350103,21570
920350104,24030
920350105,23880
920350106,21120
920350108,"7.3"
920350109,"8.9"
920350110,24910
920350111,"6.2"
920350112,17790
920360101,25
920360102,"25.4"
920360103,"29.9"
920360104,"31.9"
920360201,"29.9"
920360202,"22.8"
920360203,"23.7"
920360204,24
920360301,"31.5"
920360302,"33.5"
920360303,"36.5"
920360402,"29.4"
920360403,"32.4"
920360501,"23.9"
920360502,"23.9"
920360503,17
920360504,"22.3"
920400101,"11.5"
920400102,29750
920400103,"5.6"
920400201,"9.1"
920400202,21200
920400203,"9.5"
920400204,"9.8"
920400301,6
920400401,6
920400402,26260
920400403,"10.9"
920400404,"9.4"
920400501,19610
920400502,"9.2"
920400504,"10.8"
920400505,"7.6"
920400601,"6.8"
920400701,"9.1"
920440103,"6.6"
920440104,"5.2"
920440105,27670
920440106,"8.3"
920440107,20340
920440108,26880
920440109,7
920440110,"8.1"
920440111,24830
920440112,"8.9"
920440113,"10.5"
920440114,"8.2"
920440115,"7.6"
920440116,21290
920440117,"8.2"
920440118,20000
920440120,"15.8"
920440121,"18.8"
920440122,"16.6"
920440123,25060
920440124,29910
920440125,27810
920440126,22510
920460101,"18.6"
920460102,"12.3"
920460103,"15.5"
920460104,"14.5"
920460105,"11.1"
920460106,"10.7"
920460107,15
920460108,"12.6"
920460109,21060
920460110,"19.6"
920460111,18700
920480101,"11.5"
920480102,18
920480103,"16.4"
920480104,"21.7"
920480105,"12.1"
920480106,"17.1"
920480201,21860
920480202,29290
920480203,"11.1"
920480204,27090
920480205,28770
920480206,23320
920480207,24850
920480208,17950
920480209,"6.6"
920480210,25900
920480211,26490
920480212,31440
920490101,16070
920490102,"7.7"
920490103,"17.5"
920490104,21580
920490105,"11.7"
920490106,7
920490107,22290
920490108,24980
920490109,"14.8"
920490110,"9.2"
920490111,"9.5"
920490112,25660
920490113,"8.9"
920490114,"11.9"
920490115,"12.7"
920490116,"17.4"
920490117,12
920500101,18410
920500102,"12.8"
920500103,23950
920500203,18280
920500204,20820
920500205,"21.9"
920500206,"9.6"
920500301,"13.6"
920500302,"12.5"
920500303,"30.2"
920500401,20150
920500403,24580
920500406,"11.2"
920500407,"20.8"
920500408,"13.4"
920500501,"35.3"
920500502,"41.2"
920500503,"34.8"
920500504,"36.2"
920500505,"33.1"
920500508,"24.9"
920500509,"17.8"
920500510,"14.7"
920500511,"8.3"
920500601,"27.8"
920500602,13900
920500605,"21.9"
920500606,"29.6"
920500701,14020
920500702,35
920500703,"31.6"
920500704,"34.6"
920500801,"8.4"
920500802,"16.4"
920500803,12850
920500804,29
920500805,"40.1"
920510101,31840
920510102,32390
920510103,"9.6"
920510104,"7.6"
920510201,24620
920510202,27600
920510301,23850
920510302,26700
920510303,30050
920510304,"10.4"
920510305,28320
920510306,25110
920510307,31030
920510308,26050
920510309,"13.1"
920510401,27890
920510402,"8.5"
920510403,34860
920510404,26120
920510405,"10.5"
920510406,31800
920510407,30870
920510408,29110
920510409,31080
920510410,27710
920510411,30270
920600101,22850
920600102,"9.2"
920600104,21900
920600105,15560
920600106,5
920600107,5
920600108,26460
920600109,23860
920600110,21470
920620101,"11.5"
920620102,14980
920620103,19530
920620201,"12.7"
920620202,"13.8"
920620203,"9.1"
920620204,9
920620205,"12.6"
920620301,23200
920620302,"10.5"
920620303,22600
920620304,"10.5"
920620305,"9.3"
920620306,"7.5"
920620401,22520
920620402,"11.1"
920620403,"12.2"
920620404,"8.9"
920630101,"17.9"
920630102,"8.8"
920630103,26350
920630104,27980
920630105,"13.2"
920630106,23350
920630201,26700
920630202,27140
920630301,22950
920630302,28560
920630401,33460
920630501,"8.1"
920630502,26290
920630503,24370
920630504,20660
920630601,"13.1"
920630602,13280
920630603,22820
920630701,27560
920630702,"12.3"
920630703,23100
920630704,25870
920630705,"11.9"
920630706,19700
920630707,19040
920630801,24690
920630802,"7.3"
920630803,23540
920630804,22660
920630805,27040
920630806,22660
920640101,22710
920640102,28190
920640103,30240
920640104,8
920640105,"8.8"
920640106,"6.6"
920640107,23570
920640108,30090
920640109,28960
920640110,24310
920640111,20740
920640112,"9.4"
920710101,"8.9"
920710102,27740
920710103,22840
920710104,28920
920710105,24550
920710106,25750
920710107,15140
920710108,26620
920720101,22730
920720102,24410
920720103,27030
920720104,"8.9"
920720105,21370
920720106,"13.9"
920720107,"12.4"
920720108,16280
920720109,31150
920720110,30950
920730101,"7.7"
920730102,"8.6"
920730103,"6.6"
920730104,23220
920730105,15110
920730106,"9.1"
920730108,"10.1"
920730109,"17.4"
920730110,"20.8"
920730111,"11.4"
920730112,"8.2"
920730113,"9.1"
920730114,"7.3"
920730115,24500
920730116,"7.4"
920750101,19640
920750102,"9.9"
920750103,26910
920750104,"9.9"
920750105,23040
920750106,"7.9"
920750107,"7.9"
920750108,"8.7"
920750109,16500
920750110,20910
920750111,"14.5"
920770102,23080
920770103,23080
920770104,29820
920770105,22750
920770106,25770
920780101,"38.1"
920780102,"17.3"
920780103,"14.6"
920780104,"30.1"
920780105,"31.2"
920780106,"31.4"
920780107,"26.8"
920780108,"21.3"
920780109,"23.3"
920780110,"25.5"
930010101,"41.7"
930010201,41
930010202,"40.1"
930010302,"42.8"
930010303,"37.3"
930010304,"47.8"
930010401,"41.9"
930010402,"38.6"
930010501,"42.7"
930010502,"37.6"
930010503,"43.1"
930010601,"38.5"
930010602,"45.2"
930010603,"44.9"
930010701,"37.8"
930010801,"42.8"
930010802,"47.1"
930010901,"38.2"
930010902,"40.2"
930010903,38
930011001,"45.1"
930011002,"32.7"
930011101,40
930011102,"41.4"
930011201,"37.9"
930011202,"56.2"
930011203,"33.8"
930050101,"33.9"
930050102,"17.5"
930050103,13
930050202,"38.3"
930050203,"25.5"
930050204,"37.9"
930050206,38
930050207,"46.4"
930050208,"34.5"
930050209,"33.5"
930050301,"16.5"
930050302,"17.8"
930050303,"19.6"
930050304,"17.1"
930050401,"17.2"
930050402,"10.8"
930050403,"14.6"
930050501,"24.7"
930050502,"19.7"
930050503,14
930050601,"24.1"
930050602,"20.6"
930050603,19
930050604,"21.1"
930050701,"28.5"
930050702,"29.9"
930050703,"50.5"
930050801,"39.3"
930050802,36
930050803,"43.6"
930050804,"34.7"
930050805,"47.2"
930050901,"13.1"
930050902,"19.5"
930050903,"17.4"
930060101,"23.2"
930060102,"29.9"
930060103,"39.1"
930060104,"42.5"
930060105,"21.4"
930060106,"16.5"
930060107,"18.4"
930060108,"22.1"
930060110,"24.1"
930060111,"18.2"
930060112,"36.9"
930060113,10960
930060114,"36.3"
930060115,31
930060116,"28.3"
930070103,46
930070104,"41.9"
930070105,"30.3"
930070106,"38.3"
930070107,44
930070108,"35.5"
930070109,"34.6"
930070110,"24.9"
930070111,"24.8"
930070112,"24.2"
930070113,22
930070114,"30.3"
930070115,"26.9"
930070116,"28.2"
930070117,"21.1"
930070118,"32.8"
930070119,"32.5"
930070120,"40.8"
930070121,"33.6"
930080101,"29.1"
930080102,"28.1"
930080103,"45.3"
930080104,"32.7"
930080106,"29.1"
930080107,"33.2"
930080108,"44.4"
930080109,"49.9"
930080110,"33.5"
930080111,"35.8"
930080112,"37.2"
930080113,"40.6"
930080114,"36.4"
930080115,"38.3"
930080116,"29.8"
930080117,"46.8"
930080118,"34.3"
930080119,"28.9"
930080120,"35.6"
930100101,"36.7"
930100102,11190
930100103,"50.8"
930100104,"43.2"
930100105,33
930100106,"46.3"
930100107,33
930100201,"35.4"
930100202,27
930100203,"27.7"
930100204,"31.4"
930100301,"15.8"
930100302,"25.6"
930100303,"24.5"
930100304,"38.3"
930100305,"20.7"
930100401,"30.8"
930100402,"36.4"
930100403,39
930100404,"29.8"
930100405,"25.9"
930130102,12720
930130103,"30.4"
930130104,"38.1"
930130105,"31.1"
930130106,"31.5"
930130107,"34.3"
930140102,"44.8"
930140103,"45.4"
930140104,46
930140106,"32.2"
930140107,"24.6"
930140108,"24.3"
930140109,64
930140110,"53.7"
930140111,"52.9"
930140112,"25.7"
930140113,"51.2"
930270103,"37.7"
930270104,36
930270105,"37.6"
930270109,"40.1"
930270110,"48.9"
930270111,"44.7"
930270113,"36.8"
930270114,"42.6"
930270115,42
930270117,"38.3"
930270118,"43.7"
930270119,"43.6"
930290101,"32.6"
930290102,"24.9"
930290201,28
930290202,"19.9"
930290203,"20.5"
930290301,"22.9"
930290302,"30.3"
930290401,"27.3"
930290402,"33.1"
930290403,"29.5"
930290501,"24.1"
930290502,"23.7"
930290503,"24.8"
930290601,29
930290602,"23.6"
930290603,"26.4"
930290604,"21.1"
930290701,"33.6"
930290702,"42.8"
930290703,"24.2"
930290704,"28.5"
930290801,"35.3"
930290802,11340
930290803,"38.2"
930290804,6150
930290901,"23.7"
930290902,"28.1"
930290903,"29.1"
930290904,"25.3"
930300101,"30.5"
930300102,"29.2"
930300103,"34.8"
930300104,"32.2"
930310101,"27.8"
930310102,"37.8"
930310103,"37.6"
930310104,"25.4"
930310201,"20.2"
930310202,"21.7"
930310203,"19.1"
930310301,41
930310302,"38.7"
930310303,37
930310304,"33.2"
930310401,"36.4"
930310402,"29.8"
930310403,"28.6"
930310404,"34.5"
930310405,"35.1"
930310501,"32.8"
930310502,"26.5"
930310601,19
930320101,"24.6"
930320102,"13.1"
930320103,"17.1"
930320104,"19.8"
930320105,"10.4"
930320106,11790
930320107,"28.5"
930320108,19580
930320109,"11.6"
930320110,"12.2"
930320111,"10.3"
930320112,"21.3"
930320113,"13.4"
930320114,21010
930320115,"9.6"
930320116,12630
930320117,"13.2"
930450101,"11.2"
930450102,"10.8"
930450103,"14.6"
930450104,"20.6"
930450105,"22.2"
930450106,17
930450107,"11.6"
930450108,"16.6"
930450109,"12.8"
930450110,"13.4"
930460101,"22.6"
930460102,"18.8"
930460103,"10.8"
930460104,"19.5"
930460105,"19.9"
930460106,"12.8"
930460107,"15.8"
930460108,"19.6"
930460109,"15.2"
930460110,"15.5"
930460111,"19.6"
930460112,"24.4"
930460113,"19.6"
930460114,"24.4"
930460115,"17.6"
930460116,"18.7"
930460117,"20.7"
930460118,"16.7"
930470101,"44.9"
930470102,9650
930470104,28
