"IRIS","DISP_TP6019"
333180110,"8.1"
333180111,22600
333180112,"13.7"
333180113,"18.5"
333180115,"8.6"
333180116,10
333180117,"24.2"
333180119,11720
333180121,"27.2"
333180122,43
333180123,24100
333180124,22130
333660101,"14.8"
333660102,"12.8"
333660103,"9.3"
334490102,19930
334490103,19580
334490104,"5.4"
334490105,22300
334490106,"13.5"
334490107,"11.9"
334490108,"6.9"
334490109,21670
334490112,"5.8"
334490113,21140
335190101,20490
335190102,22160
335190103,"8.4"
335220101,"16.8"
335220102,"12.8"
335220103,24
335220104,"11.1"
335220105,"8.6"
335220106,"9.3"
335220107,"11.7"
335220108,"11.1"
335220109,"12.2"
335220110,"26.9"
335220111,"17.1"
335220112,"19.2"
335220113,"38.8"
335290101,"13.8"
335290102,18840
335290103,"14.4"
335290104,17360
335290105,"12.4"
335290106,19690
335290107,"11.7"
335290201,"8.5"
335290301,"8.3"
335500101,"9.8"
335500102,20640
335500103,"13.5"
335500104,20930
335500105,13930
335500106,"10.4"
335500107,"12.3"
335500108,18630
335500109,"9.2"
335500110,"20.2"
340030101,"44.6"
340030102,"29.3"
340030103,"20.7"
340030104,"20.1"
340030106,"20.7"
340030109,"21.5"
340030110,16230
340030201,"23.1"
340030301,"12.6"
340320101,"52.1"
340320102,51
340320103,"70.1"
340320104,"46.4"
340320105,"52.1"
340320201,"51.6"
340320202,"44.9"
340320203,"29.7"
340320301,"52.5"
340320303,"34.9"
340320401,"16.7"
340320402,"24.8"
340320403,"17.8"
340320404,"18.4"
340320501,"41.7"
340320502,"27.6"
340320503,"27.7"
340320601,"45.3"
340320602,42
340320603,"49.8"
340320604,"38.3"
340320701,"12.7"
340320703,27
340320704,"21.4"
340320705,"28.8"
340320801,"33.4"
340320802,"17.5"
340320803,"60.4"
340320805,"47.2"
340570101,"14.8"
340570102,"17.7"
340570103,21480
340570104,"12.8"
340570105,"12.7"
340570107,"8.1"
341080101,"16.3"
341080201,"18.2"
341080301,"10.3"
341080302,"25.3"
341080303,13490
341080305,"11.9"
341080307,"11.3"
341080308,17790
341230101,"10.5"
341230102,"15.5"
341290101,"6.7"
341290102,19770
341290103,"10.1"
341290104,17730
341290105,"14.8"
341290108,"14.4"
341290109,20640
341450101,39
341450102,"25.2"
341450103,"24.3"
341450105,"15.4"
341450106,"28.7"
341450107,"20.7"
341450108,"13.8"
341450109,"20.4"
341540101,"13.2"
341540102,"7.6"
341540103,19580
341540104,18990
341540105,"16.9"
341540107,"11.9"
341570101,26
341570102,"25.4"
341570103,"14.3"
341720101,"19.5"
341720102,"29.9"
341720103,"32.2"
341720105,"20.8"
341720106,"27.9"
341720108,"18.4"
341720109,"27.4"
341720202,21200
341720203,"11.3"
341720204,"30.4"
341720301,"15.4"
341720401,"53.5"
341720402,"59.4"
341720403,"58.3"
341720404,64
341720405,"70.4"
341720501,"48.8"
341720502,"45.8"
341720503,39
341720602,"38.9"
341720603,"23.4"
341720701,"35.2"
341720702,"42.6"
341720703,46
341720704,"14.8"
341720705,"39.6"
341720707,"57.5"
341720801,"19.5"
341720802,"21.1"
341720803,"25.9"
341720901,"13.8"
341720902,"17.1"
341721001,"26.1"
341721002,"16.3"
341721101,"10.5"
341721102,17
341721103,"16.9"
341721201,"21.9"
341721202,"25.9"
341721203,"24.5"
341721301,28
341721302,"21.8"
341721401,"24.3"
341721402,"56.6"
341721501,"19.1"
341721502,"31.9"
341721601,"22.9"
341721602,"15.2"
341721603,"18.8"
341721701,"36.1"
341721802,"23.7"
341721803,22
341721804,"15.2"
341721903,"14.1"
341721904,"25.7"
341722001,24
341722002,"19.6"
341722003,"26.9"
341722101,"31.3"
341722102,"13.7"
341722201,"11.4"
341722202,21
341722301,"15.4"
341722302,"17.2"
341722303,"23.9"
341722304,"16.7"
341722305,"22.5"
341722401,"14.6"
341722402,"20.4"
341722403,"22.5"
341722501,"19.2"
341722502,"30.7"
341722503,21
341722504,"29.7"
341722601,"24.8"
341722602,"18.4"
341722701,"15.8"
341722703,"12.6"
341722704,"20.3"
341722801,"31.8"
341722802,"27.7"
341722901,"11.1"
341722902,"19.2"
341723001,21
343010101,"26.2"
343010102,"27.5"
343010103,35
343010104,"27.9"
343010201,"24.3"
343010401,"19.2"
343010402,"21.3"
343010601,17970
343010602,10260
343010603,"62.4"
343010701,"15.7"
343010702,"12.6"
343010801,"18.3"
343010901,"12.7"
343010902,"18.4"
343011001,"21.1"
343011101,17610
343011201,"28.9"
343370101,13
343370102,"8.4"
343370103,"14.6"
350240101,"7.7"
350240102,25980
350240103,18750
350240104,21260
350470101,"9.7"
350470102,18950
350470103,18860
350470104,"10.1"
350470105,21590
350470106,22600
350510101,"5.5"
350510102,"8.6"
350510103,"7.5"
350510203,25550
350510204,19820
350550101,19620
350550102,"13.2"
350550103,19290
350930101,18980
350930102,18710
350930103,"16.9"
350930104,"8.6"
351150101,16
351150102,"13.4"
351150103,13280
351150104,"15.7"
351150105,16330
351150106,"30.6"
351150107,12
351150108,18790
351150109,16100
351150110,"12.7"
352100101,18760
352100102,22310
352100103,23680
352100105,21800
352380101,"13.9"
352380102,18320
352380103,20090
352380104,"14.2"
352380105,"16.4"
352380106,"21.3"
352380107,18690
352380108,"14.9"
352380109,"17.7"
352380110,"18.8"
352380201,"10.6"
352380202,"7.3"
352380203,23640
352380204,18440
352380205,"12.6"
352380206,"13.3"
352380207,"12.3"
352380208,"12.9"
352380209,"13.5"
352380301,"14.4"
352380302,"11.2"
352380303,19600
352380304,"17.3"
352380305,"14.5"
352380306,"18.3"
352380401,19670
352380402,"13.3"
352380501,"41.9"
352380502,"58.1"
352380503,"28.1"
352380504,"31.3"
352380505,"12.4"
352380506,20980
352380507,18
352380508,"17.7"
352380509,"8.4"
352380601,"17.4"
352380602,20070
352380603,"21.6"
352380604,"15.1"
352380606,"25.2"
352380701,"10.1"
352380702,"16.2"
352380703,"8.5"
352380705,"17.6"
352380706,"7.7"
352380707,"24.3"
352380708,"14.6"
352380801,"11.8"
352380802,"10.2"
352380803,"8.6"
352380804,"10.5"
352380805,19850
352380806,"10.8"
352380807,"18.8"
352380808,"15.5"
352380901,"13.3"
352380902,"12.2"
352380903,"17.3"
352380904,"20.1"
352381001,"28.4"
352381002,"30.8"
352381003,"34.1"
352381004,"43.2"
352381005,"38.1"
352381006,"56.9"
352381007,"19.6"
352381101,11150
352381102,"44.1"
352381103,12
352381104,"51.2"
352381105,"49.4"
352381106,"47.7"
352381107,36
352381108,"14.7"
352381109,"20.8"
352381201,21
352381202,"31.4"
352381203,"43.5"
352381204,"19.5"
352381205,"13.6"
352381206,20520
352381207,"43.4"
352810101,"11.9"
352810201,"16.9"
352810202,"13.2"
352880101,"14.7"
352880102,"10.2"
352880103,"12.5"
352880104,"14.9"
352880105,"10.7"
352880106,"9.3"
352880107,18760
352880108,22090
352880109,18880
352880201,28
352880202,"11.4"
352880203,"18.7"
352880204,"20.6"
352880206,13
352880207,19420
352880209,"11.9"
352880210,"12.9"
352880211,11
352880301,"7.8"
352880303,18960
353600101,19180
353600102,"8.7"
353600103,"10.2"
353600104,18720
353600105,16450
353600106,"8.9"
353600107,"19.7"
360440101,"18.2"
360440102,"14.7"
360440103,"12.9"
360440201,"14.6"
360440202,10530
360440301,17590
360440302,"20.9"
360440401,"17.6"
360440402,"12.1"
360440501,"40.1"
360440502,"57.8"
360440503,40
360440602,"9.9"
360440701,"15.1"
360440801,"17.3"
360440802,"12.1"
360440901,"23.3"
360441001,"18.4"
360441101,17940
360441201,"24.1"
360880101,"16.9"
360880102,"15.9"
360880103,"13.6"
360880104,"23.1"
360880105,"13.9"
360880106,18010
370030101,"10.3"
370030102,"13.8"
370030103,14720
370030104,13760
370030105,19670
370500101,"9.7"
370500102,16220
370500103,"14.9"
370500104,21170
371090101,19720
371090102,22720
371090103,5
371220101,"25.6"
371220102,15
371220201,"32.6"
371220202,16940
371220301,18040
371220401,20210
371220501,20790
371220601,"11.6"
371220701,"14.9"
371220702,"11.3"
371220801,10060
371220802,"49.2"
371220803,"30.4"
371220804,"29.6"
371220901,"7.1"
371220902,"9.1"
371560101,18820
371560102,"8.3"
371560103,15750
371560104,19120
371560105,20090
371950101,"30.2"
371950102,"18.1"
371950103,17420
371950104,16180
372080101,19000
372080102,20370
372080103,15420
372080104,22160
372080105,"9.9"
372080106,21920
372080107,22400
372140101,23730
372140102,21510
372140103,"8.1"
372140104,"16.5"
372140105,"7.8"
372330101,"9.2"
372330102,"30.9"
372330103,10810
372330104,"50.2"
372330105,14460
372330106,"11.4"
372330107,"21.1"
372610101,17
372610102,19
372610103,"28.6"
372610104,"20.4"
372610105,"14.3"
372610201,"7.9"
372610202,"12.2"
372610203,"18.8"
372610204,20170
372610301,"10.3"
372610401,"30.2"
372610402,"29.3"
372610501,"20.1"
372610502,"18.4"
372610601,"36.8"
372610602,"29.3"
372610701,"7.4"
372610702,"14.6"
372610801,"12.7"
372610802,"11.2"
372610901,"11.9"
372610902,10910
372611001,"13.8"
372611002,20290
372611003,"13.1"
372611004,"14.3"
372611101,"50.1"
372611102,"68.7"
372611103,"43.2"
372611104,"48.8"
372611105,"51.1"
372611201,"18.7"
372611202,"23.9"
372611301,10950
372611401,"14.7"
372611402,17
372611403,"32.7"
372611404,"15.9"
372611405,12
372611503,"9.1"
372611504,"16.6"
372611601,"10.5"
372611701,17360
372611702,16510
372611703,"17.2"
372611704,11060
372611705,"10.3"
372611706,"25.6"
372611801,20020
372611802,"14.1"
372611901,"17.4"
372612001,"25.8"
372612101,17
372612102,"22.7"
372612103,"51.3"
372612201,"13.3"
380530101,"20.7"
380530102,"15.4"
380530201,"19.7"
380530202,"19.8"
380530301,"17.9"
380530302,"9.9"
380530401,"36.3"
380530402,"37.4"
380530403,"20.2"
381510101,17700
381510103,11980
381510104,"12.1"
381510202,"14.7"
381510203,38
381510301,"20.7"
381510302,"14.1"
381510303,"42.2"
381510305,10740
381510306,"43.5"
381510401,20810
381510402,"13.2"
381580101,20740
381580102,16000
381580103,"12.8"
381690101,17
381690102,"13.1"
381690103,"21.6"
381690104,"14.7"
381690105,"20.2"
381690106,"28.1"
381690107,"22.1"
381690108,"32.1"
381690109,"13.9"
381690110,10
381850102,"20.9"
381850103,"17.8"
381850104,"15.3"
381850105,"14.4"
381850106,"23.8"
381850107,"17.2"
381850108,"17.9"
381850109,"18.8"
381850110,20
381850111,"12.3"
381850201,16550
381850202,"30.3"
381850203,21250
381850204,"10.5"
381850205,"16.1"
381850206,"12.6"
381850207,"29.4"
381850208,20670
381850209,"12.8"
381850210,"11.7"
381850211,"11.3"
381850212,"8.2"
381850213,18900
381850214,"13.7"
381850215,"13.9"
381850216,"25.5"
381850301,"14.1"
381850302,"18.9"
381850303,"16.6"
381850304,"12.4"
381850305,14
381850306,"13.2"
381850307,"13.9"
381850308,"16.3"
381850309,9780
381850310,"14.9"
381850311,"21.5"
381850401,15
381850402,13
381850403,"15.3"
381850404,"11.6"
381850405,18620
381850406,18490
381850407,"23.7"
381850408,"12.5"
381850409,"15.7"
381850410,"13.3"
381850411,"18.6"
381850412,"27.7"
381850413,"16.8"
381850414,"12.4"
381850501,"25.3"
381850502,"16.6"
381850503,"24.3"
381850504,41
381850505,"28.6"
381850506,"34.6"
381850507,"41.1"
381850601,"24.7"
381850602,"14.8"
381850604,"54.7"
381850605,"38.3"
381850606,"17.4"
381850607,"32.3"
381850608,"27.2"
381850609,"45.5"
381850610,"49.8"
381930101,"17.9"
381930102,"33.5"
381930105,"9.9"
381930106,"8.9"
381930107,18
382290101,10
382290102,"6.7"
382290201,21040
382290202,19710
382290203,20530
382290301,26530
382290302,28100
383170101,"13.1"
383170102,"11.6"
383170103,11110
383170104,"12.9"
383170105,"14.3"
383820102,"13.7"
383820103,"11.5"
383820104,23890
383820105,10
383820201,"7.7"
383820202,19690
383820203,18330
384210101,"17.1"
384210103,"13.1"
384210201,"21.1"
384210202,12020
384210301,"13.9"
384210302,"11.5"
384210401,16670
384210402,18570
384210501,"19.2"
384210502,"25.4"
384210601,"15.2"
384740101,16420
384740102,"7.1"
384740103,20630
384740104,20450
384850101,"10.4"
384850102,"9.4"
384850103,17380
384850104,18410
384850105,21440
385440101,"23.5"
385440102,"13.4"
385440103,"13.7"
385440201,"17.1"
385440202,7
385440301,"35.8"
385440302,33
385440303,"15.2"
385440304,"30.3"
385440401,"18.2"
385440402,"17.3"
385440403,"38.9"
385530101,"11.2"
385530102,12780
385530103,"29.7"
385530104,19810
385530106,"28.7"
385530107,"20.1"
385530108,"14.9"
385630101,"7.9"
385630102,"9.2"
385630103,"19.1"
385630104,"13.9"
385630105,16
385630106,"20.1"
385630107,12650
385630108,21350
391980102,"16.8"
391980104,"13.5"
391980105,"20.3"
391980106,"18.7"
391980107,"14.8"
391980108,"15.6"
391980109,18560
391980110,16
391980113,"46.4"
391980114,10050
391980115,"17.9"
393000101,18460
393000102,"17.1"
393000103,"29.8"
393000105,40
393000106,"12.8"
393000107,"19.9"
393000108,18890
394780101,"15.3"
394780102,16270
394780103,"28.3"
394780104,21
400460101,"10.5"
400460102,"18.6"
400460103,"8.8"
400460104,"6.9"
400880101,12720
400880102,"19.9"
400880103,15
400880104,"31.9"
400880105,13
400880106,13
400880107,"13.2"
400880108,13930
401920101,17300
401920102,18090
401920103,18850
401920104,"26.3"
401920105,"20.8"
401920106,17
401920107,"18.9"
401920109,18770
401920110,19210
401920111,"29.6"
401920112,"6.2"
402790101,16
402790102,"19.3"
402790103,"8.4"
402790104,10
402790105,"11.7"
403120101,19040
403120102,18590
403120103,"9.9"
403120104,"11.4"
403120105,15720
410180101,"53.4"
410180102,10470
410180201,15180
410180301,"48.5"
410180302,38
410180401,"32.2"
410180402,"24.6"
410180501,"21.7"
410180502,19020
410180503,"10.4"
410180601,"10.3"
410180602,"16.2"
410180701,"10.8"
410180801,"14.9"
410180901,"56.9"
410181001,13
410181101,"16.7"
410181102,42
410181201,"16.5"
410181202,"15.5"
411940101,"12.5"
411940102,18860
411940103,"19.6"
411940104,"21.7"
411940105,17730
411940106,"21.2"
411940107,28
411940108,9990
411940109,"13.9"
412690102,"49.1"
412690103,15690
412690105,"16.2"
412690106,17290
412690107,17290
412690108,"16.9"
412690109,19640
420440101,"22.3"
420440102,"27.7"
420440103,"24.3"
420440201,10960
420440202,16680
420440203,"14.7"
420950101,"25.5"
420950102,"19.6"
420950201,"16.2"
420950202,"23.2"
420950203,"33.9"
420950204,"14.7"
420950205,"16.3"
420950301,"36.3"
420950302,"22.3"
421470101,17670
421470102,"25.8"
421470201,8
421470202,"10.9"
421470301,"7.9"
421470302,12570
421840101,16850
421840103,"11.1"
421840104,"11.4"
421840105,"10.8"
421840106,17010
421860101,19
421860102,"16.3"
421860103,"36.7"
421860105,11700
421860106,"14.2"
421870101,"18.9"
421870201,"13.2"
421870202,"19.6"
421870302,43
421870303,23
421870401,"21.9"
421870501,"36.6"
421870601,15050
421870602,"20.1"
421870701,25
421870702,"22.3"
421870801,"30.6"
421870802,"23.6"
421870901,17
421871001,33
421890101,10
421890102,"10.5"
421890103,"9.8"
421890104,11
422070101,"22.9"
422070102,"29.7"
422070103,"29.6"
422070104,"28.2"
422070105,"25.5"
422070201,"21.3"
422070202,"12.3"
422070301,20060
422070302,"28.6"
422070303,"27.8"
422070401,18150
422070402,"11.8"
422070501,"23.5"
422070502,13470
422070503,21
422070504,"7.9"
422180101,"22.9"
422180102,"29.7"
422180103,"22.2"
422180104,"27.5"
422180201,"31.8"
422180202,"28.3"
422180203,"32.5"
422180204,"24.7"
422180301,"36.3"
422180302,41
422180401,"23.2"
422180402,"15.7"
422180403,"17.4"
422180404,"34.3"
422180501,"28.9"
422180502,"35.7"
422180601,"55.6"
422180602,"43.5"
422180603,"47.2"
422180701,"26.4"
422180702,"19.4"
422180801,"25.8"
422180802,"15.3"
422180803,"17.4"
422180804,"18.9"
422180805,"14.4"
422180901,"27.1"
422181001,"41.3"
422181002,"33.5"
422181101,"28.8"
422181102,"33.2"
422181103,"25.5"
422181104,"34.3"
422181201,"17.8"
422181202,"27.5"
422181203,"19.9"
422181301,"34.7"
422181302,"24.3"
422181303,"25.2"
422181304,"46.1"
422181402,18580
422181403,"15.5"
422181404,"12.6"
422181405,"18.5"
422181406,"22.7"
422181501,"29.1"
422181502,"19.9"
422181503,"39.5"
422181601,"35.6"
422181602,"33.3"
422181701,19300
422181702,"21.6"
422181801,"41.8"
422181802,"38.1"
422181803,"41.3"
422181804,"47.3"
422181805,"24.8"
422181901,"20.2"
422181902,"29.1"
422181903,18200
422182001,"26.1"
422182002,32
422182003,"20.6"
422182004,"19.9"
422182005,"17.4"
422182101,"29.7"
422182102,"26.1"
422182103,"17.5"
422182201,"23.9"
422182202,"15.7"
422182204,"26.4"
422182205,"32.5"
422182206,"15.2"
422182301,21130
422790101,16770
422790102,18160
422790103,20890
422790201,21470
422790202,"8.5"
431570101,"23.3"
431570103,16110
431570104,"28.6"
431570105,"17.8"
431570106,13
431570107,"28.1"
431570108,17
440030101,19110
440030102,14900
440030103,"18.5"
440030201,18910
440200101,"16.4"
440200102,16240
440200103,"10.8"
440200104,"11.8"
440200105,19540
440200106,16840
440200107,"5.4"
440260101,"6.5"
440260102,19800
440260103,22790
440260104,22390
440260107,"6.4"
440260108,21180
440350101,"7.6"
440350102,"9.2"
440350103,25860
440350104,9
440350105,22990
440350106,21570
440350108,22360
440360101,"19.9"
440360102,12430
440360103,"14.9"
440360104,"14.9"
440470101,"11.5"
440470102,7
440470103,"7.6"
440470201,"8.1"
440470202,20430
440470301,19730
440470302,"8.2"
440550101,22270
440550102,"9.6"
440550103,"10.1"
440550104,16840
440550105,"6.2"
440550106,"5.4"
440690101,"11.1"
440690102,19480
440690103,"11.1"
440690105,"9.3"
440690106,7
440690107,5
441090101,"10.2"
441090102,19030
441090103,"13.1"
441090104,21960
441090105,19140
441090106,"13.7"
441090108,"18.4"
441090109,16
441090201,"20.1"
441090202,"40.6"
441090203,"40.6"
441090204,"36.3"
441090205,9
441090206,"13.4"
441090207,"10.4"
441090208,"13.6"
441090301,"9.9"
441090302,"18.3"
441090303,10460
441090304,"18.1"
441090305,"8.1"
441090306,"11.8"
441090307,19980
441090308,21770
441090309,20680
441090311,"14.8"
441090312,18090
441090401,"9.3"
441090402,"6.2"
441090403,"13.7"
441090404,"10.7"
441090405,"10.8"
441090406,7
441090407,"6.9"
441090408,10
441090409,"7.5"
441090410,"12.1"
441090501,20630
441090502,"13.1"
441090503,19960
441090504,"17.7"
441090505,"13.4"
441090506,10640
441090507,"16.4"
441090508,"13.5"
441090509,"11.8"
441090510,"7.4"
441090511,"8.5"
441090601,"13.3"
441090602,"19.8"
441090603,"14.5"
441090604,"17.3"
441090701,18940
441090702,"44.6"
441090703,"7.3"
441090705,"9.3"
441090706,"10.1"
441090707,"9.3"
441090708,"7.2"
441090709,23480
441090710,21870
441090801,"16.8"
441090802,15950
441090803,"43.9"
441090804,"27.8"
441090806,"27.8"
441090807,10790
441090808,"12.3"
441090809,"15.8"
441090901,19880
441090902,"10.3"
441090903,11360
441090904,"7.3"
441090905,"24.2"
441090906,"26.1"
441090908,22230
441090909,"7.9"
441090910,"11.7"
441091001,"10.7"
441091002,"6.1"
441091003,"11.3"
441091005,"13.2"
441091006,47
441091007,"10.8"
441091008,10210
441091009,"18.4"
441091010,"11.3"
441091011,"10.6"
441091012,18740
441091101,12480
441091102,18
441091103,"11.6"
441091104,18800
441091105,18170
441140101,25920
441140102,17490
441140103,22170
441140104,"7.4"
441140105,24180
441140106,"9.9"
441140107,"10.4"
441140108,11670
441140109,21330
441140110,13
441140111,23960
441290101,17030
441290102,5
441310101,"11.2"
441310102,"6.1"
441310103,"8.4"
441310104,"6.6"
441320101,19320
441320102,"9.6"
441320103,21020
441320104,21340
441430101,19860
441430201,"16.1"
441430301,"15.1"
441430302,"9.7"
441430303,19150
441430401,12100
441430402,19240
441430501,"10.1"
441430502,"6.7"
441430601,"14.5"
441430602,18460
441430701,"8.6"
441430702,10
441540101,"7.6"
441540102,17820
441540103,"5.7"
441540104,19540
441620101,39
441620102,18400
441620103,17540
441620201,21730
441620202,20930
441620203,"12.5"
441620301,"9.7"
441620302,"12.8"
441620401,"20.1"
441620402,"12.8"
441620501,"41.1"
441620502,"34.4"
441620503,16700
441620504,"31.1"
441620505,"23.6"
441620601,"11.7"
441620602,18370
441620603,"14.6"
441620604,19000
441620701,"10.5"
441620702,"10.5"
441620801,"8.8"
441720101,22260
441720102,21250
441720103,21000
441720104,17210
441720105,8
441720106,18590
441840101,"16.4"
441840103,"14.6"
441840104,"21.6"
441840105,"16.2"
441840106,"13.3"
441840107,"12.9"
441840108,18720
441840109,"16.5"
441840110,"16.5"
441840111,"13.3"
441840112,"24.5"
441840113,12
441840114,"9.9"
441840115,11850
441840116,"21.8"
441840117,10
441840119,"41.7"
441840120,"13.2"
441840121,16410
441840122,"39.9"
441840123,"14.9"
441840124,"22.3"
441840125,"18.1"
441840126,"16.2"
441840130,20730
441840131,7
441840132,"19.9"
441840133,20370
441840134,"6.1"
441900101,"12.1"
441900102,18970
441900103,"9.8"
441900104,"11.3"
441900105,21040
441900106,20480
441900107,19470
441900108,20040
441900110,"10.1"
441900111,"8.7"
442150101,"8.4"
442150102,20990
442150103,"7.5"
442150105,21030
442150106,20800
442150107,22060
442150108,21850
450040101,17
450040102,"11.2"
450040103,"12.1"
450040201,"8.7"
450040202,"10.9"
450680101,"28.9"
450680102,"21.1"
450680103,"32.5"
450680104,"25.9"
450680105,"44.7"
450750101,8
450750102,18700
450750103,16650
450750104,13
451470102,16700
451470103,"21.6"
451470201,11120
451470301,"10.7"
451470302,"28.2"
451470303,20610
451470401,"8.4"
451470402,11690
451550101,"19.4"
451550102,"15.7"
451550201,"19.4"
451550202,"33.7"
451550301,"42.6"
451550302,19
452080101,"53.8"
452080102,12260
452080103,"21.9"
452080104,"42.4"
452080105,11560
452080106,"18.6"
452080107,"33.9"
452320101,22790
452320102,18100
452320103,18170
452320201,23570
452320202,20850
452320203,17980
452320301,20750
452320303,15590
452320304,21410
452340101,"15.9"
452340102,"19.9"
452340103,"17.3"
452340201,"10.2"
452340301,"17.5"
452340401,"18.5"
452340501,14
452340502,"17.3"
452340601,"49.4"
452340602,"37.9"
452340604,"34.3"
452340701,14
452340702,"18.2"
452340801,18110
452340802,"14.5"
452340803,"31.3"
452340901,"34.9"
452341001,21
452341002,"17.6"
452341101,"10.9"
452341102,"12.7"
452341103,16
452341104,"8.2"
452341201,"12.7"
452341202,"19.4"
452341203,"17.1"
452341204,"11.3"
452341301,"21.3"
452341401,"16.3"
452341501,"15.1"
452341502,16620
452341601,"24.9"
452341701,19320
452341702,19830
452341703,"14.7"
452341801,"44.9"
452341901,"43.7"
452341902,50
452342001,"50.8"
452342002,"50.7"
452342101,"9.4"
452342102,"8.3"
452840101,"20.1"
452840102,"19.8"
452840201,"12.9"
452840202,"26.2"
452840203,"9.5"
452840301,20600
452840302,"12.9"
452850103,"9.2"
452850104,"15.2"
452850105,"57.9"
452850106,"23.7"
452850107,"14.7"
452850108,"21.5"
453020101,"16.9"
453020102,"19.6"
453020103,16570
453020104,"10.2"
453020105,19980
453020106,14870
460420101,16
460420102,"14.6"
460420103,13210
460420104,"27.7"
460420201,26
460420301,"12.5"
460420401,"14.5"
460420501,"13.3"
460420601,16720
470010101,21
470010102,"17.5"
470010103,20
470010104,"47.3"
470010105,"22.8"
470010107,"16.1"
470010108,"27.3"
470010109,"13.1"
470010110,"23.1"
470010111,9920
470010112,"26.5"
470010113,"23.1"
470010114,"23.6"
470010115,"34.8"
471570101,"24.8"
471570102,"15.8"
471570103,"39.1"
471570104,"11.3"
471570105,"25.8"
471570106,"26.6"
471570107,"17.6"
471570110,"11.4"
473230101,"34.1"
473230102,"22.1"
473230103,"24.4"
473230201,"21.4"
473230202,"13.2"
473230301,"31.5"
473230302,"20.4"
473230303,20
473230401,"10.9"
480950101,18980
480950102,19340
480950103,"18.6"
480950104,"12.7"
480950105,13020
490070101,"16.2"
490070102,"16.5"
490070103,"14.6"
490070104,16440
490070105,"15.9"
490070106,21
490070107,"16.6"
490070108,"21.5"
490070109,"11.8"
490070110,23310
490070202,"13.7"
490070203,"28.2"
490070204,"10.7"
490070301,20410
490070302,"11.3"
490070303,"8.4"
490070304,16
490070401,20220
490070402,22710
490070403,"28.5"
490070404,12100
490070405,"11.7"
490070406,9
490070407,19490
490070501,28
490070502,"33.7"
490070503,"33.6"
490070504,"38.5"
490070601,"19.3"
490070602,"24.8"
490070603,"14.9"
490070605,18690
490070701,"18.8"
490070703,"14.3"
490070704,"17.9"
490070707,20
490070802,"22.9"
490070803,36
490070804,"27.1"
490070805,"56.3"
490070806,"31.3"
490070901,"11.5"
490070902,"18.8"
490070903,"27.5"
490070904,"28.1"
490071001,"17.1"
490071002,16
490071003,"19.4"
490071103,"13.9"
490071104,"16.1"
490071105,"29.3"
490071106,"45.4"
490071107,"53.7"
490071111,20470
490071113,"39.4"
490071201,"20.6"
490071202,18940
490071203,9
490150101,"18.5"
490150102,20870
490150106,"9.7"
490150108,21180
490150110,10
490150111,21990
490180101,16
490180102,16650
490180103,15400
490180201,"11.1"
490180202,"14.7"
490230101,"12.6"
490230102,17740
490230103,17020
490230201,"9.3"
490230202,17360
490230203,17480
490230204,17800
490230205,"8.1"
490230206,17020
490500101,"7.1"
490500102,17750
490500103,17160
490500105,19710
490500106,18530
490690101,18350
490690102,18420
490690103,17770
490690104,16950
490690105,16630
490690106,18240
490690107,17890
490920101,"9.3"
490920102,17260
490920103,"12.8"
490920202,18300
490920301,17990
490920302,17060
490920303,16420
490920304,16980
490920305,"10.9"
490990101,18910
490990102,"9.2"
490990201,10820
490990202,18910
490990301,19680
490990401,"9.2"
490990402,"13.8"
490990501,18330
490990502,18680
490990601,"9.4"
490990602,12880
490990603,"11.2"
490990701,17550
490990702,"8.3"
490990801,"12.6"
490990802,17770
490990901,18760
490990902,10490
490990903,"11.5"
490991001,"13.9"
490991002,"20.5"
490991101,18700
491250102,"11.6"
491250201,"10.7"
491250202,"11.4"
491250203,"13.3"
492180101,"7.7"
492180102,7
492180103,"8.8"
492180104,8
492440101,"8.1"
492440102,"9.4"
492440103,"8.8"
492440104,"9.3"
492440105,"9.5"
492440106,"7.6"
492460101,"17.2"
492460102,"15.7"
492460103,18560
492460105,"10.5"
492460110,"6.9"
493010101,17970
493010102,"8.5"
493010201,17390
493010202,17830
493010203,17440
493010204,17470
493010205,17090
493010206,17710
493010207,19290
493070101,18660
493070102,18630
493070103,19430
493070104,19040
493070105,18330
493070106,18510
493280101,"19.5"
493280102,"14.5"
493280103,"24.2"
493280104,"26.2"
493280105,"37.2"
493280107,"9.8"
493280108,18290
493280109,13
493280110,"16.1"
493280114,"8.9"
493310102,13230
493310104,"12.8"
493310105,10
493310201,17410
493310202,"12.5"
493310203,"11.1"
493310204,10
493530101,"28.5"
493530102,"19.3"
493530110,"7.4"
493530111,"14.8"
493530112,17440
500410101,20040
500410102,19390
500410103,"11.3"
500410104,16050
500410105,18370
500410106,20540
501290101,"15.5"
501290102,"23.6"
501290103,"12.3"
501290201,19550
501290202,"25.1"
501290203,17530
501290302,"19.6"
501290401,"12.7"
501290402,"18.2"
501290403,28
501290501,"49.2"
501290502,"46.4"
501290503,"42.8"
501290504,"27.8"
501290601,"10.4"
501290602,18030
501290603,16190
501290604,21200
501290701,19010
501290702,"12.5"
501290801,18180
501290802,19770
501290901,"12.9"
501290902,"14.2"
501290903,17150
501291001,20920
501291101,"12.1"
501291102,17880
501291201,"9.7"
501291202,17360
501291301,"10.3"
501291302,19580
501291401,"18.7"
501291402,"15.4"
501291403,16260
501291501,"5.9"
501291502,"9.1"
502180101,15
