"","X","cp","ville","cle","montantMoyen","montantCourt","dpt","nb"
"5548",5548,42300,"MABLY","A413",308338.6,30.83386,"42",1
"5549",5549,42300,"MABLY","A489",126400,12.64,"42",2
"5550",5550,42300,"MABLY","AD1",274.48,0.027448,"42",1
"5551",5551,42300,"MABLY","AD7",12725.52,1.272552,"42",1
"5552",5552,42300,"MABLY","AD8",12725.52,1.272552,"42",1
"5553",5553,42300,"MABLY","AK165",125000,12.5,"42",1
"5554",5554,42300,"MABLY","AK166",144400,14.44,"42",1
"5555",5555,42300,"MABLY","AK188",131180,13.118,"42",5
"5556",5556,42300,"MABLY","AK209",149000,14.9,"42",1
"5557",5557,42300,"MABLY","AK211",116000,11.6,"42",1
"5558",5558,42300,"MABLY","AK225",125000,12.5,"42",1
"5559",5559,42300,"MABLY","AK380",146100,14.61,"42",1
"5560",5560,42300,"MABLY","AL166",231825,23.1825,"42",2
"5561",5561,42300,"MABLY","AL179",220400,22.04,"42",1
"5562",5562,42300,"MABLY","AL292",246000,24.6,"42",2
"5563",5563,42300,"MABLY","AL301",86000,8.6,"42",1
"5564",5564,42300,"MABLY","AM149",112000,11.2,"42",1
"5565",5565,42300,"MABLY","AM16",141000,14.1,"42",2
"5566",5566,42300,"MABLY","AM445",125000,12.5,"42",5
"5567",5567,42300,"MABLY","AN219",200250,20.025,"42",2
"5568",5568,42300,"MABLY","AN48",163400,16.34,"42",2
"5569",5569,42300,"MABLY","AO113",239000,23.9,"42",5
"5570",5570,42300,"MABLY","AO494",183000,18.3,"42",1
"5571",5571,42300,"MABLY","AO504",116000,11.6,"42",1
"5572",5572,42300,"MABLY","AO52",133000,13.3,"42",3
"5573",5573,42300,"MABLY","AP284",211900,21.19,"42",3
"5574",5574,42300,"MABLY","AP292",211900,21.19,"42",1
"5575",5575,42300,"MABLY","AS312",50000,5,"42",1
"5576",5576,42300,"MABLY","AW214",60000,6,"42",1
"5577",5577,42300,"MABLY","AW315",60000,6,"42",5
"5578",5578,42300,"MABLY","BB10",571000,57.1,"42",8
"5579",5579,42300,"MABLY","BC54",213750,21.375,"42",4
"5580",5580,42300,"MABLY","BD292",20240,2.024,"42",1
"5581",5581,42300,"MABLY","BH12",20075,2.0075,"42",2
"5582",5582,42300,"MABLY","BH40",40000,4,"42",1
"5583",5583,42300,"MABLY","BH8",150,0.015,"42",4
"5584",5584,42300,"MABLY","C3678",896601,89.6601,"42",1
"5585",5585,42300,"MABLY","C3680",896601,89.6601,"42",1
"5586",5586,42300,"MABLY","C3681",896601,89.6601,"42",1
"5587",5587,42300,"MABLY","D1572",204250,20.425,"42",2
"5588",5588,42300,"MABLY","D1633",50000,5,"42",2
"5589",5589,42300,"MABLY","D1635",50000,5,"42",1
"5590",5590,42300,"MABLY","D165",50000,5,"42",1
"5591",5591,42300,"MABLY","D166",50000,5,"42",1
"5592",5592,42300,"MABLY","ZA81",191000,19.1,"42",4
"5593",5593,42300,"MABLY","ZC38",135000,13.5,"42",2
"5594",5594,42300,"MABLY","ZC39",135000,13.5,"42",2
"5595",5595,42300,"MABLY","ZC48",135000,13.5,"42",1
"5596",5596,42300,"ROANNE","AB108",71475,7.1475,"42",4
"5597",5597,42300,"ROANNE","AB111",61125,6.1125,"42",2
"5598",5598,42300,"ROANNE","AB125",70000,7,"42",1
"5599",5599,42300,"ROANNE","AB128",266400,26.64,"42",2
"5600",5600,42300,"ROANNE","AB129",112000,11.2,"42",2
"5601",5601,42300,"ROANNE","AB133",102500,10.25,"42",5
"5602",5602,42300,"ROANNE","AB137",49800,4.98,"42",1
"5603",5603,42300,"ROANNE","AB180",99500,9.95,"42",1
"5604",5604,42300,"ROANNE","AB181",338328.571428571,33.8328571428571,"42",7
"5605",5605,42300,"ROANNE","AB182",92700,9.27,"42",4
"5606",5606,42300,"ROANNE","AB184",250000,25,"42",2
"5607",5607,42300,"ROANNE","AB193",90240,9.024,"42",5
"5608",5608,42300,"ROANNE","AB21",31000,3.1,"42",1
"5609",5609,42300,"ROANNE","AB212",95200,9.52,"42",3
"5610",5610,42300,"ROANNE","AB215",105250,10.525,"42",4
"5611",5611,42300,"ROANNE","AB229",28000,2.8,"42",4
"5612",5612,42300,"ROANNE","AB262",2600,0.26,"42",5
"5613",5613,42300,"ROANNE","AB266",91000,9.1,"42",2
"5614",5614,42300,"ROANNE","AB272",42345,4.2345,"42",2
"5615",5615,42300,"ROANNE","AB275",129000,12.9,"42",2
"5616",5616,42300,"ROANNE","AB290",68141.6666666667,6.81416666666667,"42",6
"5617",5617,42300,"ROANNE","AB291",96500,9.65,"42",4
"5618",5618,42300,"ROANNE","AB300",88920,8.892,"42",8
"5619",5619,42300,"ROANNE","AB33",150000,15,"42",3
"5620",5620,42300,"ROANNE","AB334",60000,6,"42",2
"5621",5621,42300,"ROANNE","AB374",125000,12.5,"42",1
"5622",5622,42300,"ROANNE","AB378",580000,58,"42",1
"5623",5623,42300,"ROANNE","AB379",580000,58,"42",1
"5624",5624,42300,"ROANNE","AB385",147430,14.743,"42",5
"5625",5625,42300,"ROANNE","AB391",27571.4285714286,2.75714285714286,"42",7
"5626",5626,42300,"ROANNE","AB41",2e+05,20,"42",2
"5627",5627,42300,"ROANNE","AB419",41000,4.1,"42",3
"5628",5628,42300,"ROANNE","AB43",171000,17.1,"42",2
"5629",5629,42300,"ROANNE","AB439",1,1e-04,"42",1
"5630",5630,42300,"ROANNE","AB44",60000,6,"42",1
"5631",5631,42300,"ROANNE","AB441",39930,3.993,"42",3
"5632",5632,42300,"ROANNE","AB444",1,1e-04,"42",1
"5633",5633,42300,"ROANNE","AB49",435000,43.5,"42",7
"5634",5634,42300,"ROANNE","AB514",74440,7.444,"42",5
"5635",5635,42300,"ROANNE","AB534",74000,7.4,"42",1
"5636",5636,42300,"ROANNE","AB536",28000,2.8,"42",3
"5637",5637,42300,"ROANNE","AB569",277500,27.75,"42",21
"5638",5638,42300,"ROANNE","AB570",195000,19.5,"42",1
"5639",5639,42300,"ROANNE","AB6",21000,2.1,"42",1
"5640",5640,42300,"ROANNE","AB71",413034,41.3034,"42",4
"5641",5641,42300,"ROANNE","AB76",81845,8.1845,"42",5
"5642",5642,42300,"ROANNE","AB77",46000,4.6,"42",2
"5643",5643,42300,"ROANNE","AC112",57000,5.7,"42",2
"5644",5644,42300,"ROANNE","AC206",72000,7.2,"42",1
