"","code_commune_ref","reconstitution_code_commune","id_brut_bv_reu","id","geo_adresse","geo_type","geo_score","longitude","latitude","api_line","nb_bv_commune","nb_adresses"
"15084331","92036",1,"92036_1","92036_4745_00001","1 Rue Joséphine Baker 92230 Gennevilliers","housenumber",0.96,2.296019,48.925767,"BANG",25,8
"15084332","92036",1,"92036_1","92036_2555_00010","10 Rue Dolores Ibarruri 92230 Gennevilliers","housenumber",0.96,2.29562,48.92607,"BANG",25,6
"15084333","92036",1,"92036_1","92036_4460_00010","10 Rue du 8 Mai 1945 92230 Gennevilliers","housenumber",0.97,2.293816,48.922163,"BANG",25,24
"15084334","92036",1,"92036_1","92036_6135_00010","10 Rue Marcel Lamour 92230 Gennevilliers","housenumber",0.96,2.293478,48.923307,"BANG",25,5
"15084335","92036",1,"92036_1","92036_4105_00103","103 Avenue Gabriel Péri 92230 Gennevilliers","housenumber",0.97,2.295097,48.920148,"BANG",25,5
"15084336","92036",1,"92036_1","92036_4105_00105","105 Avenue Gabriel Péri 92230 Gennevilliers","housenumber",0.97,2.295083,48.920252,"BANG",25,1
"15084337","92036",1,"92036_1","92036_4105_00107","107 Avenue Gabriel Péri 92230 Gennevilliers","housenumber",0.97,2.295062,48.920391,"BANG",25,2
"15084338","92036",1,"92036_1","92036_4105_00109","109 Avenue Gabriel Péri 92230 Gennevilliers","housenumber",0.97,2.295046,48.920504,"BANG",25,1
"15084339","92036",1,"92036_1","92036_4460_00012","12 Rue du 8 Mai 1945 92230 Gennevilliers","housenumber",0.97,2.293712,48.922162,"BANG",25,14
"15084340","92036",1,"92036_1","92036_6135_00012","12 Rue Marcel Lamour 92230 Gennevilliers","housenumber",0.96,2.293425,48.923414,"BANG",25,9
"15084341","92036",1,"92036_1","92036_4460_00014","14 Rue du 8 Mai 1945 92230 Gennevilliers","housenumber",0.97,2.293369,48.922157,"BANG",25,21
"15084342","92036",1,"92036_1","92036_6135_00014","14 Rue Marcel Lamour 92230 Gennevilliers","housenumber",0.96,2.293321,48.923617,"BANG",25,7
"15084343","92036",1,"92036_1","92036_4105_00147","147 Avenue Gabriel Péri 92230 Gennevilliers","housenumber",0.97,2.294323,48.922802,"BANG",25,17
